Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
5,yyc,3952,3915,855
5,premier,11388,10449,2957
5,pandemic,70645,68492,9424
5,calgary,3641,3486,1145
5,abhealth,3590,3590,695
6,health,37156,33490,6586
6,public,20855,19330,5184
6,official,6217,6066,2621
6,city,5940,5462,2546
6,dr,10647,9959,3346
6,medical,7155,6773,2959
6,community,9545,8862,3438
6,spread,11285,10955,3897
6,follow,3489,3402,2050
6,officer,3305,3193,1671
6,learn,3114,3077,1641
6,local,4230,4007,2278
6,chief,3147,3063,1691
6,order,7712,7266,3124
6,provide,3092,3040,1775
7,pandemic,70645,68492,9424
7,crisis,6168,5726,2686
7,woman,5199,4438,2418
7,global,4514,4372,2283
7,tax,3656,3250,1844
7,employee,2838,2340,1526
7,middle,2493,2481,1506
7,pay,5801,5514,2671
7,end,6944,6717,3231
7,amid,2360,2354,1302
7,stock,2281,1972,1055
7,challenge,2104,1998,1344
7,violence,2237,1650,1066
7,cut,2103,2016,1331
7,war,2382,2162,1405
8,lockdown,24602,22688,5247
8,business,15638,13772,4491
8,toronto,9879,9333,2805
8,open,7008,6617,3083
8,restaurant,5679,5347,2720
8,rule,5693,5415,2729
8,police,5686,5017,2323
8,protest,4240,3656,1757
8,politician,3712,3622,1865
8,owner,4252,4110,2170
8,store,3690,3328,1949
8,lock,2967,2809,1553
8,small,7387,6911,3113
8,shut,3395,3310,2001
8,bbq,2674,2638,1417
9,home,22093,20142,5816
9,stay,12881,11984,4724
9,safe,8295,7930,3592
9,long,5986,5803,2907
9,christmas,5288,4841,2647
9,care,19064,17044,4822
9,hit,4575,4369,2370
9,resident,4623,4158,2063
9,thanks,3655,3567,2245
9,thats,5386,5102,2563
9,thanksgiving,3638,3525,1713
9,dead,3280,3085,1575
9,family,13382,12554,4483
9,ltc,3487,3171,1324
9,tweet,2916,2819,1791
10,death,33076,26944,5293
10,flu,5173,4345,2121
10,die,5136,4782,2238
10,disease,4630,4435,2234
10,rate,8214,7439,2995
10,cause,3561,3424,1931
10,cdc,3351,3122,1585
10,study,3377,3195,1805
10,effect,2889,2747,1716
10,age,2893,2578,1590
10,john,2203,2128,1273
10,condition,2518,2344,1516
10,usa,1739,1650,879
10,killed,1922,1857,1285
10,toll,1855,1798,1063
11,canada,31550,28109,5753
11,live,6739,6572,2915
11,2020,7315,6726,3200
11,update,8171,7996,2569
11,watch,5591,5228,2547
11,minister,6909,6570,2602
11,world,9739,9323,3960
11,pm,4354,4126,1974
11,nation,4039,3837,1938
11,united,3051,2753,1613
11,recovery,3052,2867,1602
11,cdnpoli,22485,22431,3283
11,people,59041,50949,8053
11,december,4509,4361,2280
11,australia,1896,1846,1196
12,school,15851,12107,3366
12,student,4742,4328,2041
12,kid,4591,4112,2173
12,team,4703,4440,2375
12,true,2602,2544,1670
12,bcpoli,4736,4732,788
12,close,4103,4028,2374
12,bc,8538,7856,2078
12,outbreak,8064,7344,2475
12,class,3100,2833,1696
12,infected,2520,2399,1424
12,list,2280,2224,1504
12,teacher,2470,2246,1241
12,game,1963,1893,1312
12,closed,3326,3144,1976
13,onpoli,13549,13522,2447
13,ontario,20194,18872,3740
13,fordnation,8295,8127,1932
13,ford,8538,7618,1985
13,response,12123,11723,3631
13,report,11094,10796,3476
13,cdnpoli,22485,22431,3283
13,doug,4448,4195,1520
13,general,3878,3836,1855
13,rt,2854,2686,1247
13,force,3473,3314,1897
13,auditor,2399,2285,1002
13,justintrudeau,4272,4236,1564
13,lead,3101,3007,1733
13,celliottability,1769,1758,687
14,trump,18051,15363,3290
14,election,5620,5187,2137
14,president,5130,4823,2088
14,house,4784,4492,2222
14,biden,3968,3520,1478
14,america,5179,4782,1985
14,realdonaldtrump,2982,2936,1195
14,american,13702,12676,3115
14,truth,2465,2258,1394
14,white,2903,2726,1472
14,party,5408,5060,2376
14,rally,2556,2456,1421
14,fauci,2143,1807,1027
14,lie,3382,3114,1658
14,gop,3395,3013,1126
15,day,28267,24169,6080
15,month,13658,13049,4590
15,worker,12683,11436,3557
15,sick,6519,5949,2692
15,100,4587,4445,2405
15,ago,4298,4197,2202
15,video,4030,3828,2016
15,died,12146,11092,3496
15,healthcare,6341,6059,2457
15,american,13702,12676,3115
15,10,6292,5871,2846
15,dying,3728,3535,1892
15,people,59041,50949,8053
15,working,7021,6715,3215
15,single,3197,3123,1854
16,hospital,17994,16043,4155
16,patient,10368,9163,3194
16,care,19064,17044,4822
16,doctor,7133,6659,2720
16,second,5211,5110,2520
16,icu,9302,8254,2453
16,nurse,5117,4543,2031
16,wave,5002,4701,2145
16,outbreak,8064,7344,2475
16,surge,3780,3604,1647
16,staff,6399,6046,2648
16,bed,2965,2485,1353
16,capacity,3414,3146,1776
16,field,2168,2095,1107
16,room,2188,2009,1287
17,need,23961,21839,5974
17,help,14423,13371,4765
17,relief,7808,7389,2257
17,fight,4201,4127,2209
17,vote,3854,3513,1731
17,check,3824,3630,2100
17,food,4482,3996,2143
17,support,10762,10098,3994
17,act,3908,3766,2036
17,deal,3249,3112,1876
17,american,13702,12676,3115
17,republican,4231,4029,1419
17,pas,2366,2317,1317
17,senate,3082,2951,1085
17,georgia,2465,2274,902
18,really,7088,6822,3203
18,question,5961,5681,2775
18,thread,4720,4672,2024
18,believe,5107,4895,2553
18,medium,6340,5961,2525
18,erinotoole,3146,3084,1120
18,thought,3194,3106,1963
18,want,13958,12681,4592
18,share,3321,3181,2017
18,hear,2802,2726,1789
18,answer,3032,2832,1803
18,cdnpoli,22485,22431,3283
18,dangerous,2905,2864,1734
18,article,2595,2470,1465
18,conservative,7287,6831,2096
19,say,26473,24761,5729
19,expert,5936,5605,2598
19,man,4281,4081,2333
19,saying,4408,4290,2264
19,come,7666,7476,3589
19,premier,11388,10449,2957
19,wont,3648,3540,2047
19,isnt,3345,3303,1873
19,didnt,3177,2917,1780
19,got,7390,6954,3388
19,agree,2185,1995,1401
19,course,2186,2163,1500
19,fuck,1695,1574,1046
19,mandatory,2105,1948,1218
19,idiot,1727,1671,1192
20,think,12791,12095,4419
20,le,9684,7758,2954
20,guy,3593,3479,2138
20,et,4785,3789,1043
20,exactly,2138,2119,1368
20,happening,2515,2477,1579
20,hey,2516,2487,1669
20,imagine,2243,2085,1424
20,pour,3177,2639,568
20,plus,2503,2292,1109
20,du,2422,2079,483
20,whats,1904,1868,1307
20,au,2296,1875,449
20,sound,1444,1419,1030
20,est,2025,1761,612
21,test,14802,12890,4106
21,positive,10532,9912,3603
21,testing,9170,8176,3187
21,tested,6028,5633,2580
21,result,4264,4071,2295
21,contact,4449,4104,1999
21,symptom,3378,3142,1775
21,information,2988,2877,1659
21,app,2302,1981,1036
21,giuliani,3016,2771,1189
21,rapid,2382,2194,1265
21,rudy,3202,3019,1251
21,false,2463,2204,1279
21,tracing,2092,2006,1039
21,potential,1509,1452,919
22,canadian,18342,16624,4254
22,government,24789,23204,5307
22,plan,10435,9716,3668
22,read,8551,8329,3510
22,trudeau,10780,10049,2577
22,federal,7125,6823,2740
22,money,6308,5602,2685
22,china,5409,4471,1960
22,liberal,5129,4758,1952
22,billion,4641,4119,2094
22,free,3499,3404,2055
22,economy,7152,6554,2864
22,citizen,2854,2764,1664
22,statement,2533,2443,1423
22,dollar,2369,2253,1456
23,good,10937,10536,4324
23,news,11420,11039,3842
23,great,6525,6324,3260
23,story,6504,6150,2923
23,point,5444,5314,2701
23,cbc,4335,4085,1682
23,latest,4200,4175,2029
23,data,9054,8149,3058
23,idea,3046,2983,1929
23,morning,2592,2568,1674
23,black,2050,1960,1331
23,friday,2791,2747,1583
23,rising,1732,1712,1169
23,release,2060,2019,1287
23,press,1681,1635,1136
24,time,23019,21558,6159
24,today,22938,21960,5733
24,year,16871,15292,5390
24,thank,5093,4925,2709
24,family,13382,12554,4483
24,important,4598,4498,2507
24,friend,5697,5521,2778
24,florida,3338,2835,1267
24,word,3253,3143,1894
24,remember,4368,4279,2405
24,state,10658,9958,3332
24,old,3123,3018,1934
24,scientist,2731,2669,1590
24,holiday,5149,4796,2457
24,loved,2944,2860,1614
25,right,17441,15694,4843
25,business,15638,13772,4491
25,restriction,9397,9048,3499
25,yes,3349,3225,1940
25,freedom,4602,4073,2023
25,big,5512,5308,2789
25,court,3980,3750,1858
25,church,3668,3018,1664
25,small,7387,6911,3113
25,fine,3118,2958,1761
25,wow,1877,1822,1340
25,stayhome,2273,2269,977
25,religious,2284,2111,1292
25,justice,2014,1750,1164
25,law,3963,3804,2095
