Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
every,2382,2236,2.15947,1656,12.94458
still,2375,2268,2.19037,1732,13.53865
white,2339,2187,2.11215,1277,9.98202
died,2337,2183,2.10828,1558,12.17854
first,2322,2236,2.15947,1679,13.12436
le,2308,1822,1.75964,1090,8.52028
month,2279,2150,2.07641,1602,12.52247
way,2277,2183,2.10828,1685,13.17127
2,2273,2087,2.01557,1589,12.42086
business,2264,2052,1.98177,1533,11.98312
1,2253,2071,2.00012,1560,12.19417
hospital,2170,2015,1.94603,1505,11.76425
patient,2167,2000,1.93155,1494,11.67826
keep,2158,2050,1.97983,1605,12.54592
also,2123,2082,2.01074,1600,12.50684
good,2115,2019,1.9499,1605,12.54592
support,2103,1974,1.90644,1507,11.77988
tested,2055,1799,1.73743,1275,9.96639
ontario,2049,1920,1.85428,1263,9.87259
two,2028,1903,1.83787,1463,11.43594
show,2022,1946,1.87939,1523,11.90495
economy,2001,1913,1.84752,1447,11.31087
official,1982,1921,1.85525,1370,10.70898
well,1970,1865,1.80117,1486,11.61573
spread,1952,1860,1.79634,1430,11.17799
order,1948,1816,1.75384,1331,10.40413
family,1931,1767,1.70652,1373,10.73243
thing,1918,1842,1.77895,1483,11.59228
breaking,1855,1847,1.78378,1366,10.67771
america,1833,1741,1.68141,1203,9.40358
must,1830,1771,1.71038,1356,10.59955
global,1828,1628,1.57228,1271,9.93512
chinese,1828,1619,1.56359,1140,8.91112
much,1827,1764,1.70362,1433,11.20144
vaccine,1817,1560,1.50661,1170,9.14563
plan,1800,1671,1.61381,1290,10.08364
please,1799,1697,1.63892,1365,10.6699
come,1797,1746,1.68624,1410,11.02165
call,1789,1744,1.68431,1386,10.83405
doctor,1758,1668,1.61091,1314,10.27124
job,1747,1612,1.55683,1284,10.03674
never,1723,1667,1.60994,1284,10.03674
stop,1699,1614,1.55876,1287,10.06019
look,1698,1656,1.59932,1356,10.59955
community,1672,1595,1.54041,1237,9.66935
city,1671,1514,1.46218,1118,8.73915
working,1669,1605,1.55007,1284,10.03674
cdc,1651,1477,1.42645,1026,8.02001
medical,1631,1555,1.50178,1181,9.23161
great,1631,1574,1.52013,1264,9.8804
since,1611,1567,1.51337,1274,9.95857
question,1605,1549,1.49598,1276,9.9742
medium,1601,1508,1.45639,1159,9.05964
last,1601,1554,1.50081,1298,10.14617
due,1593,1552,1.49888,1273,9.95075
open,1592,1507,1.45542,1239,9.68498
child,1581,1375,1.32794,1105,8.63754
wuhan,1575,1473,1.42258,1028,8.03564
end,1539,1507,1.45542,1214,9.48956
safe,1532,1453,1.40327,1163,9.09091
without,1530,1484,1.43321,1169,9.13781
watch,1523,1485,1.43417,1131,8.84077
story,1523,1462,1.41196,1157,9.04401
read,1499,1462,1.41196,1199,9.37231
another,1468,1436,1.38685,1174,9.17689
thank,1458,1360,1.31345,1098,8.58282
3,1447,1373,1.32601,1120,8.75479
un,1433,1256,1.21301,769,6.0111
yet,1413,1369,1.32214,1105,8.63754
made,1411,1365,1.31828,1158,9.05183
really,1396,1345,1.29896,1123,8.77824
data,1396,1258,1.21494,1008,7.87931
total,1387,1196,1.15506,899,7.02728
update,1372,1327,1.28158,935,7.30868
give,1366,1325,1.27965,1112,8.69225
fauci,1364,1246,1.20335,886,6.92566
getting,1351,1308,1.26323,1093,8.54373
reopening,1348,1309,1.2642,1005,7.85586
et,1347,1058,1.02179,553,4.32268
live,1339,1291,1.24681,1014,7.92621
everyone,1338,1307,1.26227,1112,8.69225
plant,1336,1140,1.10098,825,6.44884
minister,1335,1287,1.24295,961,7.51192
ago,1335,991,0.95708,833,6.51137
tell,1329,1280,1.23619,1049,8.1998
ableg,1319,1315,1.26999,571,4.46338
around,1317,1293,1.24874,1088,8.50465
face,1303,1251,1.20818,1050,8.20761
dead,1301,1197,1.15603,917,7.16798
put,1296,1277,1.23329,1053,8.23106
risk,1291,1218,1.17631,990,7.73861
die,1284,1206,1.16472,914,7.14453
reopen,1282,1256,1.21301,979,7.65262
away,1280,1244,1.20142,1022,7.98874
fight,1274,1244,1.20142,1034,8.08255
use,1247,1197,1.15603,1003,7.84023
reported,1246,1190,1.14927,955,7.46502
rate,1243,1149,1.10967,936,7.3165
administration,1243,1189,1.1483,806,6.30032
next,1241,1214,1.17245,1032,8.06691
nothing,1239,1206,1.16472,999,7.80896
alberta,1238,1128,1.08939,721,5.63589
daily,1228,1138,1.09905,911,7.12108
fact,1225,1146,1.10678,938,7.33213
money,1218,1105,1.06718,928,7.25397
leader,1214,1148,1.10871,948,7.4103
long,1204,1163,1.12319,1009,7.88713
told,1203,1166,1.12609,936,7.3165
nation,1203,1120,1.08167,927,7.24615
lab,1193,1087,1.0498,848,6.62863
place,1190,1157,1.1174,985,7.69952
continue,1189,1156,1.11643,974,7.61354
mean,1188,1117,1.07877,980,7.66044
2020,1185,1098,1.06042,893,6.98038
service,1181,1107,1.06911,921,7.19925
cant,1179,1035,0.99958,873,6.82404
better,1176,1134,1.09519,999,7.80896
4,1172,1097,1.05945,889,6.94911
federal,1165,1112,1.07394,870,6.80059
got,1158,1127,1.08843,952,7.44157
province,1157,1109,1.07104,857,6.69898
food,1153,994,0.95998,849,6.63644
real,1147,1124,1.08553,955,7.46502
far,1146,1088,1.05076,924,7.2227
anyone,1143,1098,1.06042,938,7.33213
infection,1140,1103,1.06525,873,6.82404
force,1135,1085,1.04786,868,6.78496
bc,1121,1020,0.98509,706,5.51864
enough,1120,1031,0.99571,859,6.71461
video,1112,1063,1.02662,897,7.01165
pay,1109,1060,1.02372,909,7.10545
national,1102,1074,1.03724,894,6.9882
part,1093,1067,1.03048,904,7.06636
governor,1091,1038,1.00247,773,6.04237
expert,1091,1058,1.02179,852,6.65989
lost,1084,1020,0.98509,854,6.67553
big,1080,1036,1.00054,882,6.8944
bill,1078,987,0.95322,788,6.15962
important,1077,1064,1.02758,905,7.07418
per,1071,955,0.92231,791,6.18307
done,1068,1024,0.98895,895,6.99601
across,1063,1056,1.01986,864,6.75369
member,1060,979,0.94549,814,6.36285
supply,1051,988,0.95418,818,6.39412
control,1051,1021,0.98605,866,6.76933
company,1048,987,0.95322,823,6.43321
staff,1046,988,0.95418,818,6.39412
protect,1037,999,0.96481,853,6.66771
thousand,1035,1008,0.9735,815,6.37067
confirmed,1033,968,0.93487,781,6.1049
believe,1033,984,0.95032,825,6.44884
measure,1032,993,0.95901,850,6.64426
emergency,1032,983,0.94935,831,6.49574
school,1031,914,0.88272,760,5.94075
healthcare,1025,959,0.92618,798,6.23779
woman,1023,932,0.9001,790,6.17525
economic,1020,986,0.95225,820,6.40976
left,1019,904,0.87306,786,6.14398
gov,1018,918,0.88658,731,5.71406
toll,1015,980,0.94646,769,6.0111
disease,1009,950,0.91748,785,6.13617
trying,1005,989,0.95515,830,6.48792
find,1004,983,0.94935,841,6.57391
line,994,953,0.92038,822,6.42539
ppe,991,933,0.90107,765,5.97983
early,991,960,0.92714,794,6.20652
together,990,956,0.92328,836,6.53482
justintrudeau,989,972,0.93873,729,5.69843
making,988,962,0.92907,844,6.59736
rule,987,926,0.89431,792,6.19089
thats,984,961,0.92811,816,6.37849
obama,977,856,0.8267,644,5.034
start,976,957,0.92424,853,6.66771
sure,975,936,0.90396,825,6.44884
system,972,930,0.89817,805,6.2925
free,971,902,0.87113,767,5.99547
5,969,919,0.88755,791,6.18307
premier,965,907,0.87596,703,5.49519
others,964,936,0.90396,823,6.43321
using,963,942,0.90976,814,6.36285
ever,957,918,0.88658,789,6.16744
onpoli,955,955,0.92231,566,4.42429
nurse,955,821,0.7929,693,5.41702
party,952,869,0.83926,749,5.85476
asked,950,931,0.89913,835,6.52701
change,949,912,0.88078,797,6.22997
sick,948,890,0.85954,772,6.03455
already,948,940,0.90783,816,6.37849
restriction,945,912,0.88078,781,6.1049
lot,945,917,0.88561,821,6.41757
flu,942,826,0.79773,677,5.29196
coming,939,930,0.89817,814,6.36285
liberal,937,882,0.85181,676,5.28414
kid,937,848,0.81898,742,5.80005
w,935,831,0.80256,703,5.49519
april,932,830,0.80159,690,5.39357
instead,928,924,0.89237,781,6.1049
safety,921,891,0.8605,759,5.93293
united,914,901,0.87016,735,5.74533
pm,913,843,0.81415,682,5.33104
political,906,888,0.85761,757,5.9173
hand,905,816,0.78807,720,5.62808
lie,903,834,0.80545,694,5.42484
bad,902,852,0.82284,729,5.69843
point,899,877,0.84698,773,6.04237
team,897,838,0.80932,738,5.76878
penny,897,806,0.77841,595,4.65098
evidence,897,849,0.81994,720,5.62808
person,895,852,0.82284,741,5.79223
full,893,878,0.84795,779,6.08927
man,892,849,0.81994,728,5.69061
friend,887,864,0.83443,780,6.09708
saying,882,863,0.83346,732,5.72188
called,882,847,0.81801,727,5.6828
senior,881,782,0.75523,678,5.29977
pour,879,751,0.7253,344,2.68897
truth,876,829,0.80063,693,5.41702
taking,876,864,0.83443,752,5.87821
effort,876,869,0.83926,735,5.74533
donald,876,865,0.83539,638,4.9871
best,875,864,0.83443,780,6.09708
hard,874,866,0.83636,762,5.95638
resident,872,819,0.79097,710,5.54991
tax,869,750,0.72433,650,5.0809
someone,852,815,0.7871,731,5.71406
top,851,846,0.81704,723,5.65153
action,850,813,0.78517,700,5.47174
human,849,801,0.77358,692,5.40921
latest,845,839,0.81028,686,5.36231
office,843,797,0.76972,689,5.38576
seen,842,815,0.7871,729,5.69843
student,840,726,0.70115,580,4.53373
high,839,810,0.78228,711,5.55773
republican,837,773,0.74654,555,4.33831
remember,826,799,0.77165,712,5.56554
amid,824,824,0.7958,646,5.04964
protest,821,773,0.74654,666,5.20597
6,821,768,0.74171,677,5.29196
close,820,806,0.77841,709,5.54209
toronto,819,741,0.71564,565,4.41648
information,811,794,0.76682,696,5.44048
hope,811,799,0.77165,719,5.62026
york,808,777,0.75041,643,5.02619
nursing,806,739,0.71371,610,4.76823
cargill,806,721,0.69632,468,3.65825
wear,804,700,0.67604,595,4.65098
wrong,802,769,0.74268,687,5.37012
uk,802,738,0.71274,522,4.08036
policy,800,770,0.74365,682,5.33104
least,800,780,0.7533,684,5.34667
infected,798,741,0.71564,644,5.034
war,796,704,0.6799,613,4.79168
essential,795,749,0.72336,653,5.10435
possible,793,779,0.75234,707,5.52646
hit,792,780,0.7533,689,5.38576
always,788,757,0.73109,680,5.31541
including,787,784,0.75717,674,5.26851
du,786,641,0.61906,305,2.38412
democrat,784,736,0.71081,525,4.10381
ford,783,700,0.67604,503,3.93184
citizen,779,729,0.70405,602,4.7057
hour,778,738,0.71274,647,5.05745
population,777,736,0.71081,639,4.99492
single,774,742,0.7166,671,5.24506
issue,773,740,0.71467,666,5.20597
everything,773,726,0.70115,638,4.9871
doesnt,773,756,0.73012,655,5.11999
justin,768,723,0.69825,575,4.49465
10,767,715,0.69053,644,5.034
result,765,732,0.70695,648,5.06527
group,762,722,0.69729,657,5.13562
employee,762,717,0.69246,616,4.81513
history,761,747,0.72143,657,5.13562
drug,761,692,0.66831,599,4.68225
almost,761,754,0.72819,679,5.30759
concern,760,747,0.72143,651,5.08872
killed,759,713,0.6886,620,4.8464
vote,758,636,0.61423,544,4.25233
second,755,732,0.70695,663,5.18252
dying,750,683,0.65962,590,4.6119
three,749,725,0.70019,635,4.96365
border,748,696,0.67218,603,4.71352
stayhome,746,745,0.7195,589,4.60408
relief,746,653,0.63065,554,4.33049
study,743,699,0.67508,594,4.64316
used,742,735,0.70984,639,4.99492
increase,741,696,0.67218,579,4.52591
problem,740,700,0.67604,623,4.86985
police,736,675,0.6519,581,4.54155
claim,734,718,0.69343,620,4.8464
press,733,692,0.66831,606,4.73697
contact,733,659,0.63644,593,4.63535
yes,732,680,0.65673,612,4.78387
he,732,658,0.63548,584,4.565
task,730,700,0.67604,574,4.48683
stayathome,730,725,0.70019,596,4.6588
cut,730,676,0.65286,583,4.55718
feel,728,684,0.66059,618,4.83077
despite,727,724,0.69922,647,5.05745
according,726,726,0.70115,606,4.73697
treatment,725,694,0.67025,589,4.60408
worse,722,706,0.68184,634,4.95584
actually,722,710,0.6857,642,5.01837
scientist,720,700,0.67604,618,4.83077
local,720,680,0.65673,604,4.72133
park,719,610,0.58912,542,4.23669
intelligence,718,652,0.62968,565,4.41648
power,716,654,0.63162,568,4.43993
love,716,682,0.65866,624,4.87767
govt,715,667,0.64417,564,4.40866
law,714,665,0.64224,582,4.54936
failure,714,655,0.63258,564,4.40866
fear,713,685,0.66155,590,4.6119
reason,709,689,0.66542,620,4.8464
past,707,690,0.66638,600,4.69006
billion,707,669,0.6461,584,4.565
check,706,684,0.66059,612,4.78387
longterm,705,687,0.66349,545,4.26014
fordnation,702,685,0.66155,471,3.6817
post,701,690,0.66638,617,4.82295
clear,700,696,0.67218,631,4.93238
small,698,663,0.64031,601,4.69788
didnt,698,665,0.64224,588,4.59626
south,696,643,0.62099,528,4.12726
something,693,682,0.65866,619,4.83858
try,691,688,0.66445,608,4.7526
nearly,691,685,0.66155,601,4.69788
join,691,674,0.65093,582,4.54936
old,690,647,0.62486,580,4.53373
fighting,689,675,0.6519,446,3.48628
word,688,664,0.64127,599,4.68225
science,688,641,0.61906,570,4.45556
act,688,659,0.63644,591,4.61971
usa,686,641,0.61906,494,3.86149
research,686,646,0.62389,523,4.08817
meat,686,627,0.60554,510,3.98656
thought,685,681,0.65769,615,4.80732
came,683,650,0.62775,572,4.4712
au,682,584,0.56401,288,2.25123
personal,680,608,0.58719,535,4.18197
impact,680,671,0.64803,587,4.58845
thanks,679,667,0.64417,608,4.7526
matter,679,640,0.61809,579,4.52591
follow,679,666,0.6432,602,4.7057
shut,678,663,0.64031,596,4.6588
quarantine,677,633,0.61133,550,4.29923
facility,676,643,0.62099,559,4.36958
little,675,667,0.64417,594,4.64316
7,675,644,0.62196,558,4.36176
learn,674,668,0.64514,562,4.39303
conservative,674,631,0.6094,519,4.05691
guy,673,651,0.62872,589,4.60408
share,670,637,0.6152,573,4.47901
calling,670,662,0.63934,605,4.72915
save,668,647,0.62486,574,4.48683
decision,668,644,0.62196,586,4.58063
front,665,652,0.62968,595,4.65098
quebec,663,606,0.58526,483,3.7755
store,662,619,0.59781,559,4.36958
likely,662,647,0.62486,572,4.4712
15,662,635,0.61327,578,4.5181
funding,660,637,0.6152,563,4.40084
failed,660,624,0.60264,542,4.23669
handling,657,627,0.60554,536,4.18979
cause,654,622,0.60071,573,4.47901
travel,653,609,0.58816,526,4.11162
soon,644,640,0.61809,573,4.47901
normal,641,580,0.56015,539,4.21324
recovery,640,610,0.58912,518,4.04909
100,638,614,0.59298,554,4.33049
30,637,616,0.59492,553,4.32268
gop,636,586,0.56594,423,3.3065
tweet,634,576,0.55629,527,4.11944
middle,634,608,0.58719,541,4.22888
gun,633,568,0.54856,497,3.88494
theyre,631,599,0.5785,533,4.16634
thread,627,616,0.59492,525,4.10381
lead,627,589,0.56884,528,4.12726
gate,623,544,0.52538,422,3.29868
ask,623,584,0.56401,534,4.17416
march,622,578,0.55822,523,4.08817
deadly,622,615,0.59395,541,4.22888
yesterday,621,597,0.57657,536,4.18979
return,621,602,0.5814,538,4.20542
mother,621,554,0.53504,511,3.99437
communist,621,597,0.57657,463,3.61917
20,621,610,0.58912,562,4.39303
black,620,571,0.55146,494,3.86149
provide,619,613,0.59202,537,4.19761
lack,619,584,0.56401,523,4.08817
worst,617,583,0.56305,513,4.01001
cbc,616,589,0.56884,461,3.60353
blame,615,578,0.55822,533,4.16634
closed,614,596,0.5756,551,4.30704
youre,613,554,0.53504,496,3.87712
living,613,591,0.57077,543,4.24451
idea,611,582,0.56208,526,4.11162
talk,609,591,0.57077,531,4.15071
mental,608,540,0.52152,449,3.50973
hold,608,604,0.58333,525,4.10381
dangerous,608,595,0.57463,530,4.14289
prime,607,590,0.56981,497,3.88494
leadership,607,592,0.57174,532,4.15852
attack,606,574,0.55435,502,3.92402
8,606,588,0.56787,538,4.20542
12,606,596,0.5756,531,4.15071
stand,605,599,0.5785,551,4.30704
model,605,534,0.51572,468,3.65825
found,603,599,0.5785,550,4.29923
behind,603,597,0.57657,542,4.23669
fake,599,541,0.52248,456,3.56445
article,599,578,0.55822,489,3.8224
went,597,582,0.56208,515,4.02564
sign,596,585,0.56498,520,4.06472
l,595,501,0.48385,285,2.22778
might,591,582,0.56208,540,4.22106
looking,591,575,0.55532,527,4.11944
symptom,590,540,0.52152,483,3.7755
entire,589,580,0.56015,527,4.11944
anything,585,577,0.55725,522,4.08036
reporting,583,569,0.54952,493,3.85367
access,583,561,0.5418,488,3.81459
rest,581,566,0.54663,525,4.10381
plus,581,529,0.51089,392,3.06418
challenge,581,574,0.55435,510,3.98656
morning,580,564,0.5447,523,4.08817
outside,579,565,0.54566,520,4.06472
given,579,576,0.55629,521,4.07254
threat,577,555,0.536,484,3.78332
answer,575,557,0.53794,503,3.93184
needed,574,567,0.54759,516,4.03346
deal,574,565,0.54566,508,3.97092
kill,572,551,0.53214,508,3.97092
wearing,570,545,0.52635,495,3.8693
visit,570,556,0.53697,486,3.79895
freedom,569,496,0.47902,416,3.25178
program,568,537,0.51862,480,3.75205
among,568,547,0.52828,492,3.84585
investigation,567,531,0.51283,474,3.70515
future,566,550,0.53118,486,3.79895
cnn,566,550,0.53118,453,3.541
understand,565,554,0.53504,501,3.9162
especially,563,563,0.54373,520,4.06472
online,561,537,0.51862,467,3.65043
wont,560,541,0.52248,497,3.88494
guideline,560,542,0.52345,482,3.76769
florida,560,517,0.4993,410,3.20488
true,558,540,0.52152,496,3.87712
fund,556,533,0.51476,488,3.81459
cost,556,532,0.51379,492,3.84585
vulnerable,554,542,0.52345,480,3.75205
step,554,526,0.508,493,3.85367
isnt,552,534,0.51572,491,3.83804
14,550,523,0.5051,483,3.7755
continues,549,546,0.52731,491,3.83804
announced,549,546,0.52731,500,3.90839
n95,548,514,0.49641,428,3.34558
else,547,541,0.52248,494,3.86149
demand,547,536,0.51765,482,3.76769
run,546,505,0.48772,455,3.55663
allowed,546,531,0.51283,490,3.83022
whether,545,491,0.47419,446,3.48628
twitter,544,517,0.4993,459,3.5879
frontline,544,532,0.51379,480,3.75205
there,543,530,0.51186,481,3.75987
maybe,543,522,0.50413,479,3.74424
become,543,539,0.52055,500,3.90839
level,541,532,0.51379,487,3.80677
ottawa,540,503,0.48578,374,2.92347
conspiracy,538,517,0.4993,461,3.60353
pa,536,437,0.42204,227,1.77441
knew,535,513,0.49544,466,3.64262
campaign,535,512,0.49448,459,3.5879
set,534,524,0.50607,485,3.79114
est,533,477,0.46067,293,2.29032
industry,532,498,0.48095,451,3.52537
folk,532,516,0.49834,470,3.67388
iran,530,467,0.45102,150,1.17252
youtube,529,514,0.49641,389,3.04073
weekend,529,508,0.49061,466,3.64262
seems,526,518,0.50027,477,3.7286
disaster,526,510,0.49254,451,3.52537
election,525,504,0.48675,448,3.50192
curve,525,496,0.47902,450,3.51755
current,521,505,0.48772,474,3.70515
let,520,508,0.49061,462,3.61135
24,520,475,0.45874,410,3.20488
miller,519,348,0.33609,272,2.12616
source,518,486,0.46937,440,3.43938
une,516,464,0.44812,261,2.04018
resource,516,490,0.47323,441,3.4472
condition,516,496,0.47902,437,3.41593
term,515,496,0.47902,455,3.55663
situation,514,494,0.47709,428,3.34558
reporter,513,482,0.4655,419,3.27523
january,513,501,0.48385,442,3.45501
warning,511,500,0.48289,444,3.47065
took,511,501,0.48385,467,3.65043
able,511,502,0.48482,462,3.61135
rt,509,471,0.45488,404,3.15798
key,509,508,0.49061,443,3.46283
alone,509,496,0.47902,464,3.62698
officer,507,489,0.47226,434,3.39248
friday,506,500,0.48289,447,3.4941
california,506,470,0.45391,397,3.10326
listen,505,487,0.47033,429,3.3534
60,505,492,0.47516,442,3.45501
here,504,503,0.48578,452,3.53318
ccp,504,468,0.45198,362,2.82967
sur,503,422,0.40756,228,1.78222
zero,501,476,0.45971,435,3.4003
wave,501,443,0.42784,397,3.10326
dollar,501,488,0.4713,447,3.4941
briefing,501,477,0.46067,415,3.24396
benefit,500,478,0.46164,415,3.24396
started,499,490,0.47323,459,3.5879
minute,499,483,0.46647,419,3.27523
epidemic,498,482,0.4655,426,3.32995
dans,498,446,0.43073,229,1.79004
county,498,413,0.39886,357,2.79059
leave,497,488,0.4713,446,3.48628
11,494,481,0.46454,431,3.36903
security,491,477,0.46067,435,3.4003
record,491,483,0.46647,446,3.48628
jkenney,490,478,0.46164,314,2.45447
message,489,470,0.45391,433,3.38466
head,489,477,0.46067,434,3.39248
opening,488,474,0.45778,435,3.4003
kind,488,484,0.46743,438,3.42375
prison,487,444,0.4288,371,2.90002
politician,487,467,0.45102,413,3.22833
market,487,450,0.4346,395,3.08763
happen,487,479,0.46261,442,3.45501
project,486,460,0.44426,422,3.29868
allow,486,478,0.46164,430,3.36121
icu,485,446,0.43073,402,3.14234
heart,485,467,0.45102,425,3.32213
former,485,482,0.4655,430,3.36121
critical,485,483,0.46647,428,3.34558
chief,485,471,0.45488,421,3.29086
mike,483,471,0.45488,420,3.28305
area,482,446,0.43073,407,3.18143
major,481,472,0.45584,434,3.39248
course,481,473,0.45681,426,3.32995
restaurant,479,437,0.42204,404,3.15798
release,479,464,0.44812,429,3.3534
different,479,451,0.43556,430,3.36121
centre,479,449,0.43363,396,3.09544
ban,479,438,0.42301,394,3.07981
paid,478,452,0.43653,418,3.26741
criminal,478,441,0.42591,397,3.10326
higher,477,456,0.44039,420,3.28305
giving,477,459,0.44329,427,3.33776
bcpoli,477,476,0.45971,250,1.95419
spreading,476,470,0.45391,436,3.40811
helping,475,467,0.45102,418,3.26741
street,474,453,0.4375,404,3.15798
trust,471,429,0.41432,398,3.11108
half,470,442,0.42687,409,3.19706
move,469,463,0.44715,423,3.3065
body,469,451,0.43556,407,3.18143
tam,468,421,0.40659,359,2.80622
low,468,454,0.43846,420,3.28305
whole,467,464,0.44812,428,3.34558
sent,467,460,0.44426,420,3.28305
abpoli,466,466,0.45005,284,2.21996
special,465,456,0.44039,413,3.22833
poll,465,435,0.42011,379,2.96256
monday,465,459,0.44329,396,3.09544
taken,464,458,0.44232,432,3.37685
prevent,464,458,0.44232,418,3.26741
highest,464,444,0.4288,397,3.10326
caused,464,450,0.4346,417,3.2596
wait,463,453,0.4375,401,3.13453
mayor,463,447,0.4317,385,3.00946
hear,463,459,0.44329,412,3.22051
fox,463,435,0.42011,361,2.82186
potus,462,448,0.43267,357,2.79059
texas,461,408,0.39404,339,2.64989
released,461,450,0.4346,409,3.19706
hydroxychloroquine,460,445,0.42977,374,2.92347
congress,460,447,0.4317,364,2.84531
michigan,457,422,0.40756,366,2.86094
aid,457,423,0.40852,393,3.07199
happening,452,446,0.43073,404,3.15798
telling,449,443,0.42784,407,3.18143
reality,449,441,0.42591,410,3.20488
price,449,426,0.41142,401,3.13453
immunity,448,403,0.38921,366,2.86094
biggest,448,439,0.42397,393,3.07199
serious,447,430,0.41528,399,3.11889
kenney,447,425,0.41045,289,2.25905
north,446,429,0.41432,362,2.82967
event,445,420,0.40562,400,3.12671
physical,444,434,0.41915,391,3.05636
mass,444,428,0.41335,392,3.06418
night,442,424,0.40949,390,3.04854
international,442,431,0.41625,375,2.93129
doug,442,416,0.40176,326,2.54827
detail,441,436,0.42108,406,3.17361
meet,440,430,0.41528,359,2.80622
transmission,439,422,0.40756,378,2.95474
keeping,439,428,0.41335,396,3.09544
korea,438,380,0.36699,332,2.59517
guess,437,432,0.41721,402,3.14234
created,436,429,0.41432,403,3.15016
beach,436,376,0.36313,351,2.74369
available,436,427,0.41239,391,3.05636
asking,436,428,0.41335,394,3.07981
related,434,429,0.41432,394,3.07981
talking,433,422,0.40756,394,3.07981
racist,433,393,0.37955,355,2.77496
piece,433,424,0.40949,388,3.03291
taiwan,432,316,0.30518,263,2.05581
vp,430,394,0.38051,351,2.74369
department,430,412,0.3979,360,2.81404
wh,429,407,0.39307,332,2.59517
push,429,425,0.41045,388,3.03291
researcher,428,421,0.40659,364,2.84531
ill,428,420,0.40562,391,3.05636
parent,427,396,0.38245,367,2.86876
cuomo,427,387,0.37375,315,2.46228
agree,426,406,0.3921,377,2.94692
fuck,425,400,0.38631,354,2.76714
opportunity,424,412,0.3979,376,2.93911
agency,424,412,0.3979,376,2.93911
theory,423,410,0.39597,376,2.93911
inside,423,412,0.3979,378,2.95474
unemployment,422,403,0.38921,368,2.87657
moment,422,411,0.39693,373,2.91566
ignored,422,407,0.39307,342,2.67334
stupid,421,377,0.3641,353,2.75932
regime,421,397,0.38341,277,2.16525
huge,420,417,0.40273,391,3.05636
