Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
13,plus,3113,2800,1185
13,ca,2867,2108,430
13,est,3129,2620,693
13,pa,2682,2247,526
13,dans,2506,2248,572
13,une,2459,2180,552
13,québec,1995,1810,463
13,billionaire,1543,1448,1000
13,polqc,1995,1990,289
13,sur,2130,1779,464
14,pandemic,67218,65448,9912
14,china,8129,6836,2497
14,say,29263,27212,6316
14,flu,6767,5777,2769
14,chinese,3867,3405,1497
14,virus,20033,18559,5216
14,dr,11904,11134,4080
14,twitter,3037,2929,1856
14,restriction,5899,5706,2873
14,event,3517,3387,2063
14,doctor,5570,5322,2674
14,lab,2834,2591,1532
14,restaurant,5019,4749,2567
14,shot,2175,2037,1428
14,amid,2367,2356,1426
15,know,18689,17412,5681
15,going,13827,12715,4932
15,really,6326,6074,3166
15,got,6764,6492,3390
15,want,15060,13932,5080
15,remember,3959,3853,2315
15,need,22883,21298,6411
15,family,11537,10671,4485
15,video,4199,3863,2161
15,doesnt,4078,3803,2207
15,thought,3008,2951,2013
15,word,3082,2979,1931
15,day,22163,19865,6040
15,good,10541,10107,4461
15,tell,6701,6499,3169
