Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
dy,507,505,400
failure,506,346,285
let,502,422,352
25,502,499,332
increase,501,468,323
act,501,473,380
telling,500,500,410
near,500,498,335
british,499,487,322
wont,498,487,397
department,497,484,372
9,497,485,347
potential,496,490,360
arrested,496,493,396
went,495,486,369
trudeaus,495,492,382
bat,495,445,329
note,494,489,378
ill,493,484,378
drtedros,493,456,206
continues,493,491,357
nearly,492,489,349
study,491,467,301
huge,491,487,394
1000,490,476,355
shanghai,489,458,256
return,489,485,384
follow,488,484,355
remember,487,480,395
set,484,480,339
allowed,483,478,360
understand,481,469,376
rest,481,475,383
key,481,478,304
gun,481,413,314
demand,481,465,318
head,480,473,365
continue,480,470,358
viral,479,474,353
chen,478,464,321
kind,477,476,401
four,477,468,376
calling,476,473,395
au,476,400,168
bring,475,470,395
prime,473,468,396
morning,472,466,352
probably,471,458,348
bringing,471,459,336
meanwhile,470,470,371
gate,469,371,312
etc,469,432,365
biological,468,448,328
seat,467,455,350
release,467,449,326
australia,466,429,306
returning,465,461,343
feel,465,461,358
diamondprincess,465,441,189
small,464,463,387
restriction,464,454,339
missing,464,462,355
wonder,463,461,360
five,462,452,307
event,462,455,350
60,462,461,332
whole,460,459,339
warned,459,455,362
trust,459,422,308
federal,459,454,365
massive,458,447,369
detained,457,452,378
cover,457,452,375
13,457,440,301
old,456,431,350
leaked,456,449,326
despite,455,445,342
thread,454,432,286
talk,454,436,358
l,454,355,197
protection,452,442,230
bcpoli,452,452,181
history,451,438,339
basic,451,449,375
50,451,442,328
est,449,406,175
value,448,283,265
ncov,448,430,223
mp,448,431,340
higher,448,436,318
recovered,447,439,237
meeting,447,435,344
beyond,446,401,315
weapon,444,412,305
jan,442,349,198
nurse,441,410,292
evacuated,441,434,301
try,440,438,358
able,440,439,347
barton,439,399,223
ready,438,431,352
killing,438,432,364
safe,434,422,319
leading,434,432,388
late,433,424,338
speak,431,371,333
disaster,431,284,263
theory,430,407,347
shortage,430,406,281
couple,430,424,300
remains,429,429,339
list,429,411,329
half,429,427,357
commercial,429,429,346
scene,428,427,304
medicine,426,403,298
ppl,425,362,209
yokohama,424,413,214
worry,424,406,308
stock,424,390,271
lying,424,381,308
affair,424,420,317
34,424,422,376
took,423,415,334
folk,423,422,354
cost,423,388,301
currently,422,422,323
avoid,421,402,319
suffering,420,419,133
sound,420,420,357
service,420,412,319
literally,420,414,366
interesting,420,417,329
alone,420,418,347
white,419,414,330
protest,419,393,227
common,419,413,349
ministry,418,407,254
asia,418,398,294
share,417,412,308
facing,417,415,353
third,416,412,355
isolation,416,406,268
given,415,410,314
gone,414,410,348
violence,413,348,276
love,413,402,330
single,412,411,347
investment,412,405,324
18,412,403,296
else,411,408,325
committee,411,403,320
central,411,405,295
didnt,410,406,336
buy,410,396,303
pattyhajdu,409,403,188
ask,407,399,326
looking,406,392,321
either,406,403,331
based,406,403,307
kid,405,384,328
cure,405,386,302
cnn,405,393,270
land,404,388,298
growing,403,399,331
recently,401,386,314
jail,401,396,347
here,400,400,317
price,399,375,298
january,399,327,245
wash,398,389,346
within,397,395,284
later,397,395,292
check,397,391,300
banned,397,313,269
agency,397,395,326
vacation,396,396,311
gtgt,396,395,12
conservative,396,389,328
send,395,384,311
praise,395,389,341
instead,395,385,308
visit,394,383,281
bill,394,387,327
april,394,350,283
water,393,379,323
drop,393,377,303
biggest,393,387,310
alarm,393,392,352
severe,392,378,231
agnp,392,388,6
whether,391,388,321
jinping,391,389,259
council,391,390,330
ltlt,388,388,6
count,388,369,275
ukraine,387,351,285
rather,387,383,338
western,385,374,289
pneumonia,385,365,202
industry,385,368,288
closed,385,365,266
qiushi,384,378,272
protective,384,368,257
mile,384,373,303
door,384,366,299
several,382,377,289
criminal,382,377,320
course,382,381,333
twitter,381,362,296
running,381,378,326
private,381,361,293
office,381,379,313
seriously,380,375,304
created,380,378,344
different,379,369,275
photo,378,371,305
future,378,369,300
gas,377,328,277
step,376,365,266
science,376,354,274
hold,376,372,304
wow,375,368,314
personal,375,367,292
lost,375,366,296
living,375,369,310
gave,375,372,308
equipment,375,354,266
example,374,373,327
victim,373,369,303
stupid,373,366,315
piece,371,361,289
talking,370,368,322
special,370,367,323
remain,370,366,265
region,370,363,267
incubation,370,348,230
comment,370,359,302
bank,370,330,238
une,369,342,134
strong,369,352,285
spraying,369,356,285
misinformation,369,327,263
mass,369,361,295
provide,368,367,293
governor,368,314,233
visitor,366,355,178
following,366,364,287
chain,366,349,240
traveller,365,341,220
together,365,358,299
arent,365,365,333
asks,364,363,299
airline,364,329,240
negative,363,330,206
lead,363,361,297
figure,363,345,264
bed,363,329,241
affected,363,355,278
actual,363,361,327
thailand,362,324,200
built,362,341,283
wish,361,297,270
suggests,361,361,301
laboratory,361,342,273
entire,361,356,283
bbc,360,355,190
alberta,360,322,249
tokyo,358,349,201
press,358,340,267
vietnam,357,349,241
son,357,348,287
infect,357,349,271
europe,357,349,264
cfb,357,357,242
sale,356,338,267
whats,355,349,298
cotton,355,344,285
union,354,345,281
education,354,338,299
corruption,354,326,264
climate,354,332,279
jump,353,343,256
asking,353,347,292
propaganda,352,349,248
project,352,330,279
hedge,352,349,160
finally,352,348,295
detail,352,345,249
v,351,290,236
researcher,351,343,266
worried,350,345,297
waiting,350,344,292
safety,350,347,278
ottawa,350,337,259
night,350,346,279
largest,350,329,261
crew,350,320,199
reuters,349,336,160
plus,349,321,201
advice,349,328,268
reporter,348,344,293
crazy,348,346,298
wake,347,344,288
pangolin,346,296,200
network,346,338,263
deep,346,331,295
weather,345,337,306
term,345,333,303
paper,345,321,219
tax,344,284,256
recent,344,343,253
view,343,343,130
mais,343,342,64
hear,343,334,301
democrat,343,341,275
arrived,343,335,246
70,343,340,258
dozen,342,342,276
trip,340,331,282
effect,340,333,286
fly,339,334,275
eye,339,314,251
ebola,339,322,240
vote,338,295,259
published,338,332,255
baby,338,302,250
jim,337,328,256
election,336,263,232
wait,335,333,279
image,335,329,284
dans,335,309,124
prevention,334,329,238
worth,333,333,289
constantly,333,192,188
false,332,311,257
sur,331,307,137
23,331,328,270
statement,330,326,252
spent,330,329,303
happened,330,324,220
germany,330,323,277
date,330,326,252
strike,329,288,144
production,329,321,221
originated,329,326,265
happen,329,322,266
asian,329,320,268
additional,329,325,257
friday,328,325,251
discus,328,325,281
interview,327,317,252
danger,327,323,285
landed,325,325,220
evacuate,325,317,226
african,325,281,229
champagne,324,322,271
admires,324,322,277
screening,323,312,223
investigation,323,318,264
expected,323,318,244
though,322,321,270
awareness,322,322,66
answer,322,312,265
uighur,321,313,247
potus,321,295,213
earlier,321,321,235
democracy,321,308,249
capacity,321,317,245
sunday,320,320,246
showing,320,320,263
secret,320,298,257
learn,319,311,258
general,319,315,244
locked,318,309,231
fire,318,308,230
16,318,313,241
trial,317,307,272
joke,317,314,278
attack,317,303,252
leaving,316,316,259
2nd,316,308,224
syria,315,313,55
offer,315,307,253
gdp,315,303,253
directly,315,310,282
add,315,314,264
commission,314,305,178
cest,314,313,44
tweet,312,303,252
san,312,309,219
putting,312,311,258
censorship,312,303,238
available,312,308,268
saudi,311,305,268
leadership,311,308,250
paid,310,301,250
medicaid,310,310,271
giving,309,308,275
exactly,309,306,254
caused,309,306,245
cambodia,309,288,202
opportunity,308,306,266
mind,308,307,263
forced,308,289,240
break,308,293,256
republican,307,301,248
prepared,307,301,256
involved,307,306,277
car,307,291,225
aid,307,286,242
17,307,278,227
heard,306,299,259
technology,305,292,240
fucking,305,298,273
account,305,279,238
tv,304,299,266
thinking,304,269,246
rule,304,294,226
qui,304,267,119
bloomberg,304,235,174
1st,304,303,204
turned,303,303,255
tom,303,300,254
allow,303,302,235
sense,302,290,239
monday,300,297,219
especially,300,295,253
anger,300,296,234
trudeaumustgo,299,292,191
hey,299,299,263
former,299,298,245
facility,299,293,206
room,298,281,233
needed,298,296,250
bakker,297,295,232
london,296,279,206
youre,295,275,232
include,295,294,249
began,295,295,259
men,294,285,254
heart,294,277,236
headline,294,285,249
dollar,294,286,246
identified,293,293,231
front,293,292,241
exposed,293,293,235
philippine,292,286,215
message,292,287,248
along,292,289,241
store,291,267,211
housing,291,285,261
tonight,290,280,246
imagine,290,284,256
dominic,290,288,181
pa,289,236,122
failed,289,287,240
sending,288,286,257
politics,288,286,186
mine,288,287,259
conference,288,283,202
clearly,288,286,250
rumor,286,274,232
pompeo,286,246,196
attention,286,281,253
treated,285,281,223
side,285,281,246
toilet,284,264,215
respiratory,284,277,193
mortality,284,256,210
forget,284,247,219
york,283,281,195
sell,283,273,231
professor,283,280,229
il,283,237,107
hiv,283,238,143
happens,283,279,236
200,283,278,242
scale,282,273,212
publishing,282,280,28
hero,282,276,238
harvard,282,266,212
arrival,282,270,171
ok,281,277,235
washington,280,259,206
nobody,280,272,237
crime,280,275,247
charged,280,278,255
join,279,263,211
discharged,279,273,170
tariff,278,241,207
large,278,277,227
crematorium,278,257,185
access,278,274,242
type,277,274,246
season,277,272,238
sad,277,274,229
retweet,277,273,231
previous,277,277,211
pretty,277,273,225
ont,277,265,173
california,277,260,181
wall,276,242,210
coronaoutbreak,276,275,159
westerdam,274,259,131
related,274,269,222
reach,274,272,203
however,274,274,242
completely,274,274,237
stuck,273,266,214
globally,272,272,211
port,271,259,177
charge,271,269,228
centre,271,268,200
authoritarian,271,270,241
spavor,270,269,213
selling,270,267,240
individual,270,266,204
contagious,270,250,204
congress,270,269,221
tech,269,258,224
par,269,247,110
97,269,269,250
21,269,237,197
move,268,262,228
300,268,264,218
tied,267,267,241
posted,267,266,232
development,267,261,216
cross,267,260,211
ally,267,261,232
notice,266,265,220
justice,266,262,221
egypt,266,238,178
cough,266,257,216
ca,266,220,107
russian,265,237,205
israel,265,243,212
80,265,260,208
mild,264,250,156
holy,264,264,254
growth,264,243,181
savoir,263,263,12
blame,263,258,199
epicentre,262,261,190
charter,262,253,204
asymptomatic,262,230,132
400,262,249,207
seeing,261,261,214
received,261,227,200
muslim,261,244,184
mr,261,220,199
updated,260,256,186
starting,260,259,210
precaution,260,258,215
phone,260,252,211
none,260,258,215
natural,260,236,204
letter,260,242,198
hiding,260,252,232
wife,259,257,209
poor,259,252,205
meet,259,257,223
eu,259,215,154
worst,258,253,228
normal,258,255,212
bird,258,229,201
hearing,257,257,226
appears,257,256,196
play,256,246,216
financial,256,247,209
entry,256,252,185
bow,256,256,226
middle,255,253,226
idlib,255,255,2
fall,255,254,205
elite,255,254,223
warfare,254,253,204
request,254,251,223
medic,254,224,143
knew,254,253,177
cancer,254,158,140
wearing,253,241,200
senator,253,251,219
presumptive,253,253,189
kovrig,253,252,207
idiot,253,245,233
contracted,253,252,206
concerned,253,246,210
becomes,253,253,208
assadgenocide,253,253,1
tourist,252,247,190
syrie,252,252,2
self,252,238,191
putinatwar,252,252,2
passed,252,251,225
nytimes,252,251,161
highly,252,245,200
clinical,252,242,140
caught,252,252,202
bet,252,247,222
assadcrimes,252,252,1
steal,251,246,202
regarder,251,251,1
product,251,240,203
manufacturing,251,219,182
fever,251,242,174
dur,251,251,1
chemicalassad,251,251,1
cdns,251,231,188
assadtorture,251,251,1
22,251,241,187
whitehelmets,250,250,1
significantly,250,250,237
role,250,249,233
r,250,224,163
los,250,209,122
communism,250,236,177
teck,249,248,218
officially,249,242,195
500,249,249,202
surveillance,248,235,168
stuff,248,244,209
fpchampagne,248,245,159
enemy,248,229,199
chance,248,243,210
restaurant,247,225,168
prepare,246,236,167
decade,246,242,213
coal,246,215,174
apartment,246,244,190
accurate,246,243,216
stateowned,245,245,208
stopped,244,239,193
solution,244,235,191
raising,244,242,168
paying,244,244,217
medicare,244,243,216
guess,244,242,210
emission,244,213,188
corporation,244,244,216
immediately,243,234,201
admitted,243,243,209
silenced,242,239,214
scmpnews,242,242,131
q,242,202,138
consider,242,240,213
columbia,242,242,193
illegal,241,237,210
father,241,224,204
dog,241,215,147
reality,240,238,182
fund,240,221,181
dying,240,238,196
battle,240,236,178
macau,239,227,165
fast,239,234,184
deserve,239,232,217
arrest,239,237,201
annual,239,237,225
40,239,236,193
relation,238,234,212
priority,238,236,183
linked,238,226,184
export,238,222,178
employee,238,227,177
3rd,238,237,217
red,237,223,175
method,237,219,184
everyday,237,235,200
contract,237,231,201
brought,237,235,209
site,235,234,187
planning,235,226,204
patent,235,224,193
influence,235,224,169
corrupt,235,230,201
brave,235,233,212
becoming,235,235,206
tuesday,234,231,171
straight,234,234,210
rt,234,224,207
qanon,234,229,150
potentially,234,233,205
build,234,228,177
picture,233,230,202
parent,233,217,172
origin,233,233,189
led,233,233,194
kit,233,204,116
hunter,233,210,187
ethiopia,233,224,207
cold,233,226,203
bigger,233,231,207
50000,233,232,193
shot,232,231,208
politician,232,231,200
containment,232,225,159
begin,232,232,195
spike,231,226,181
quite,231,230,195
movie,231,226,211
hostage,231,221,182
ground,231,212,163
elderly,231,228,194
conversation,231,198,179
choose,231,229,207
whose,230,230,203
equifax,230,203,155
dictator,230,226,209
developed,230,230,183
dealing,230,230,206
society,229,225,195
provincial,229,219,184
onboard,229,221,170
maga,229,215,146
everywhere,229,229,200
domestic,229,204,189
corononavirus,229,226,193
blockade,229,229,205
apparently,229,227,202
factory,228,217,172
creating,228,227,206
burning,228,217,182
agree,228,227,197
28,228,224,169
six,227,225,177
respect,227,221,197
refuse,227,225,187
influenza,227,201,169
explain,227,225,214
wear,226,212,155
narrative,226,220,191
worked,225,223,167
light,225,217,199
train,224,211,175
ensure,224,223,170
democratic,224,209,193
coverage,224,224,179
coronaviruswuhan,224,224,156
super,223,221,184
scary,223,214,188
ongoing,223,209,187
game,223,208,187
fed,223,205,159
combat,223,217,172
arabia,223,222,199
3700,223,223,173
secretary,222,205,173
n,222,214,184
demanding,222,222,192
concentration,222,222,193
challenge,222,221,183
torontostar,221,221,143
theorist,221,220,186
pray,221,196,155
gt,221,167,137
frontline,221,216,154
caput,221,221,199
buying,221,220,182
arriving,221,220,165
xinjiang,220,214,147
socialism,220,151,139
quickly,220,220,185
protester,220,196,126
moment,220,220,183
correct,220,220,197
yr,219,215,200
stick,219,211,198
standard,219,211,176
sample,219,184,128
reportedly,219,219,176
professional,219,219,182
evening,219,218,196
document,219,219,183
previously,218,218,177
fair,218,217,198
coverup,218,214,178
tie,217,216,180
necessary,217,217,173
lower,217,212,173
ten,216,216,185
nationalpost,216,212,149
handling,216,212,172
defense,216,211,98
weak,215,210,184
secpompeo,215,215,153
realize,215,215,203
heat,215,171,145
surface,214,198,140
sold,214,210,180
responsible,214,207,179
model,214,210,174
majority,214,213,199
estimate,214,198,147
catch,214,212,177
allegedly,214,214,177
age,214,188,152
zone,213,210,178
treating,213,212,174
stranded,213,212,165
seem,213,212,181
minute,213,213,183
diego,213,213,168
ce,213,198,101
apple,213,203,132
176,213,213,168
short,212,211,171
rail,212,210,200
protecting,212,211,193
movement,212,204,168
happy,212,211,189
donald,212,211,188
issued,211,210,160
form,211,209,174
east,211,207,173
docked,211,211,150
unworthy,210,210,178
malaysia,210,194,124
willing,209,208,194
telus,209,107,85
spoke,209,209,188
relationship,209,208,188
lng,209,180,157
flying,209,204,169
december,209,208,188
arrive,209,209,163
operation,208,208,186
girl,208,191,164
effective,208,205,165
suit,207,198,172
regarding,207,207,185
met,207,178,166
empty,207,202,156
bag,207,188,158
west,206,203,170
voted,206,204,191
reflect,206,204,196
prison,206,199,176
map,206,187,157
investigate,206,206,181
healthy,206,204,181
f,206,204,190
cuba,206,204,176
briefing,206,202,161
understanding,205,203,176
totally,205,204,187
fuel,205,187,168
con,205,178,131
causing,205,204,173
beat,205,142,126
14840,205,205,165
saw,204,202,185
chartered,204,204,163
resource,203,199,170
internet,203,200,176
helping,203,199,176
conflict,203,203,190
2018,203,188,168
percent,202,183,169
evil,202,192,158
coast,202,200,166
claiming,202,202,187
1000year,202,202,183
trudeauappointed,201,201,175
returned,201,201,140
import,201,189,155
daughter,201,191,161
bit,201,201,185
allowing,201,196,158
afraid,201,187,164
address,201,199,182
investigating,200,199,184
contained,200,199,156
britain,200,188,146
added,200,193,152
town,199,194,152
often,199,197,167
focus,199,195,169
ahead,199,197,175
opioid,198,176,156
firm,198,189,151
coronavirustruth,198,198,152
terrorist,197,183,160
feeling,197,182,165
epa,197,197,185
claimed,197,196,177
accused,197,195,173
stage,196,190,168
indian,196,165,97
homeland,196,189,171
covering,196,195,174
truly,195,195,180
push,195,194,168
mother,195,182,143
landing,195,194,171
ht,195,195,105
fully,195,192,165
french,195,187,148
delayed,195,190,160
alert,195,193,167
smaller,194,194,191
simply,194,193,166
rich,194,192,163
opinion,194,192,160
b,194,180,171
attempt,194,193,174
plague,193,185,154
machine,193,189,175
johnsta04633925,193,193,30
indonesia,193,169,121
ctvnews,193,193,138
clue,193,193,180
busy,193,193,173
voting,192,190,183
stigmabase,192,192,4
slow,192,191,155
perhaps,192,189,175
cat,192,173,137
black,192,184,162
airborne,192,186,132
unfortunately,191,190,174
pet,191,162,118
owns,191,183,161
