Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
8,dy,507,505,400
8,support,1093,1061,723
8,died,2046,1916,1145
8,warn,542,537,439
8,tried,589,583,467
8,racist,777,669,512
8,sign,517,510,340
8,alarm,393,392,352
9,people,10677,9502,3074
9,make,1761,1723,1082
9,rate,901,778,495
9,far,1064,1040,677
9,food,697,659,476
9,killed,646,612,491
9,die,667,609,407
9,theyre,632,615,484
9,thought,518,514,420
9,flu,1652,1436,790
9,want,1794,1727,1090
9,change,669,640,515
9,let,502,422,352
9,killing,438,432,364
9,shut,608,589,430
10,help,2727,2347,1284
10,important,1032,1019,558
10,usa,734,668,404
10,link,624,621,264
10,wont,498,487,397
10,folk,423,422,354
10,raise,515,514,233
10,suffering,420,419,133
10,hey,299,299,263
10,offer,315,307,253
10,china,42536,37732,5378
10,syria,315,313,55
10,awareness,322,322,66
10,prison,206,199,176
10,publishing,282,280,28
11,virus,8585,7862,2744
11,fear,1733,1694,959
11,market,1095,987,637
11,impact,756,729,473
11,spreading,1034,1013,669
11,major,609,602,448
11,cnn,405,393,270
11,warns,518,516,362
11,cause,589,578,421
11,stock,424,390,271
11,panic,538,523,365
11,china,42536,37732,5378
11,bat,495,445,329
11,break,308,293,256
11,fall,255,254,205
12,hong,2483,2254,790
12,kong,2357,2169,769
12,amid,954,951,498
12,close,831,814,503
12,hongkong,774,772,217
12,border,1003,946,523
12,medical,1975,1869,912
12,hk,631,541,213
12,mainland,1227,1198,578
12,open,552,528,382
12,shortage,430,406,281
12,supply,1167,1102,617
12,equipment,375,354,266
12,protest,419,393,227
12,protective,384,368,257
13,new,8221,7321,2202
13,report,2929,2823,1246
13,outbreak,8429,8156,2557
13,order,664,638,462
13,epicenter,639,638,405
13,despite,455,445,342
13,used,618,605,456
13,china,42536,37732,5378
13,exposed,293,293,235
13,breaking,2414,2406,1047
13,york,283,281,195
13,development,267,261,216
13,disturbing,139,139,124
13,reveals,155,155,135
13,canceled,121,120,90
14,communist,1718,1655,887
14,mean,1075,1047,736
14,party,1126,1056,669
14,better,856,831,620
14,china,42536,37732,5378
14,political,680,653,516
14,finally,352,348,295
14,doesnt,578,546,432
14,government,4025,3869,1713
14,trudeau,3181,2936,1074
14,law,511,475,379
14,sound,420,420,357
14,office,381,379,313
14,trudeaumustgo,299,292,191
14,want,1794,1727,1090
15,canada,6943,6074,2185
15,cut,2163,1126,759
15,cdc,1705,1572,874
15,plan,988,956,689
15,stand,781,605,506
15,budget,829,663,471
15,taiwan,918,797,496
15,program,641,630,498
15,trump,4200,3551,1673
15,small,464,463,387
15,clear,533,528,426
15,facing,417,415,353
15,department,497,484,372
15,idiot,253,245,233
15,china,42536,37732,5378
16,outbreak,8429,8156,2557
16,fight,1133,1093,696
16,deadly,959,946,640
16,house,692,669,512
16,billion,906,847,646
16,oil,620,524,393
16,white,419,414,330
16,trump,4200,3551,1673
16,ready,438,431,352
16,cost,423,388,301
16,half,429,427,357
16,price,399,375,298
16,industry,385,368,288
16,guess,244,242,210
16,thinking,304,269,246
17,time,3598,3379,1675
17,epidemic,3008,2956,1475
17,true,624,605,444
17,wrong,567,556,441
17,lie,685,633,496
17,point,716,707,504
17,friend,660,629,484
17,gun,481,413,314
17,list,429,411,329
17,treat,508,428,344
17,love,413,402,330
17,state,2558,2388,1336
17,governor,368,314,233
17,iran,859,773,576
17,violence,413,348,276
18,say,6194,5840,2313
18,expert,1515,1470,824
18,chinese,9031,8300,2623
18,zero,679,647,364
18,called,629,605,476
18,word,552,543,446
18,allowed,483,478,360
18,weapon,444,412,305
18,hedge,352,349,160
18,biological,468,448,328
18,claim,698,676,510
18,china,42536,37732,5378
18,15,641,624,439
18,warfare,254,253,204
18,probably,471,458,348
19,beijing,1556,1485,727
19,xi,1270,1204,679
19,work,1414,1333,839
19,long,806,791,565
19,day,5026,4482,1929
19,crisis,1163,1140,767
19,chinese,9031,8300,2623
19,high,722,674,463
19,president,1183,1119,792
19,period,533,510,347
19,interesting,420,417,329
19,feel,465,461,358
19,study,491,467,301
19,jinping,391,389,259
19,ncov,448,430,223
20,day,5026,4482,1929
20,hospital,3398,3043,1296
20,patient,2838,2581,1065
20,sick,1223,1052,751
20,symptom,1220,1138,594
20,10,1567,1495,846
20,14,1150,1110,658
20,month,1140,1086,730
20,ago,747,742,543
20,feb,1346,1125,553
20,24,659,638,412
20,end,1043,1019,741
20,single,412,411,347
20,early,802,765,531
20,built,362,341,283
21,know,3276,3070,1645
21,need,2782,2562,1475
21,american,2327,2180,1201
21,trump,4200,3551,1673
21,sure,859,847,667
21,possible,861,851,577
21,response,1428,1370,902
21,realdonaldtrump,998,985,627
21,thats,747,726,552
21,jail,401,396,347
21,soon,633,625,495
21,administration,708,577,463
21,directly,315,310,282
21,trust,459,422,308
21,little,665,656,536
22,think,2081,1996,1231
22,2019ncov,2945,2879,918
22,thing,1475,1384,937
22,information,1087,1053,704
22,read,1047,1031,682
22,bad,717,689,502
22,lot,847,824,569
22,disease,2310,2223,1275
22,worse,610,598,444
22,transmission,839,762,349
22,likely,842,810,480
22,getting,836,820,606
22,thread,454,432,286
22,source,764,736,512
22,novel,2786,2760,1203
23,world,4850,4547,2032
23,life,1488,1443,917
23,ccp,1388,1242,373
23,truth,839,806,565
23,population,859,848,610
23,wow,375,368,314
23,save,507,491,403
23,lying,424,381,308
23,rest,481,475,383
23,telling,500,500,410
23,kind,477,476,401
23,biggest,393,387,310
23,example,374,373,327
23,60,462,461,332
23,course,382,381,333
24,news,3168,3050,1402
24,update,2532,2446,997
24,live,1306,1278,755
24,youtube,801,794,316
24,latest,1303,1290,702
24,watch,985,976,604
24,cbc,631,614,364
24,toronto,672,642,457
24,bbc,360,355,190
24,follow,488,484,355
24,stupid,373,366,315
24,fake,581,511,410
24,provide,368,367,293
24,cbcnews,520,493,290
24,china,42536,37732,5378
25,question,1565,1523,1025
25,tell,1196,1179,801
25,story,1156,1086,751
25,ambassador,938,927,603
25,china,42536,37732,5378
25,multiple,510,500,382
25,remember,487,480,395
25,barton,439,399,223
25,investment,412,405,324
25,held,539,478,364
25,didnt,410,406,336
25,camp,653,613,438
25,asked,630,622,475
25,ask,407,399,326
25,twitter,381,362,296
26,spread,3474,3357,1485
26,state,2558,2388,1336
26,stop,1740,1660,1048
26,risk,1580,1501,880
26,united,886,845,655
26,measure,914,891,514
26,prevent,824,801,553
26,low,792,756,529
26,yes,640,625,502
26,effort,761,739,502
26,contain,625,620,436
26,place,1057,1044,777
26,continues,493,491,357
26,remains,429,429,339
26,said,3012,2879,1438
27,journalist,714,694,496
27,testing,695,664,379
27,test,1784,1610,759
27,citizen,2497,2423,1272
27,reporting,988,954,602
27,seen,810,801,570
27,post,688,664,491
27,free,612,554,422
27,thank,523,514,414
27,online,545,540,407
27,critical,531,528,388
27,freedom,561,538,411
27,missing,464,462,355
27,daily,690,671,403
27,speech,516,497,404
28,away,1377,1215,844
28,economy,1312,1261,796
28,liberal,1436,1292,701
28,2020,1129,1106,775
28,trudeau,3181,2936,1074
28,real,1338,1299,894
28,economic,764,740,535
28,money,1122,1061,768
28,idea,599,589,484
28,job,816,771,618
28,problem,912,887,700
28,taking,1041,1035,772
28,run,671,654,527
28,failure,506,346,285
28,trudeaus,495,492,382
29,good,1685,1641,1042
29,woman,1364,1305,733
29,bc,1135,1011,488
29,business,1298,1186,683
29,big,822,799,594
29,uk,1050,969,529
29,breaking,2414,2406,1047
29,british,499,487,322
29,maybe,639,589,458
29,great,958,925,701
29,30,629,627,434
29,presumptive,253,253,189
29,london,296,279,206
29,headline,294,285,249
29,region,370,363,267
30,trade,1163,1050,775
30,child,879,801,582
30,war,662,591,454
30,deal,743,693,537
30,result,515,485,338
30,arrested,496,493,396
30,year,2172,2067,1315
30,april,394,350,283
30,drug,940,758,500
30,negative,363,330,206
30,fucking,305,298,273
30,recently,401,386,314
30,growing,403,399,331
30,moron,163,163,155
30,officially,249,242,195
31,video,2201,2060,1104
31,control,1839,1788,1010
31,actually,744,652,517
31,happening,553,544,438
31,using,718,701,518
31,worry,424,406,308
31,viral,479,474,353
31,china,42536,37732,5378
31,coronaviruscanada,614,614,273
31,shanghai,489,458,256
31,looking,406,392,321
31,whats,355,349,298
31,propaganda,352,349,248
31,image,335,329,284
31,starting,260,259,210
32,city,2174,2025,980
32,million,2735,2415,1393
32,lockdown,839,816,464
32,spraying,369,356,285
32,left,865,854,627
32,street,705,661,465
32,god,616,506,346
32,wonder,463,461,360
32,hell,618,601,461
32,china,42536,37732,5378
32,biden,527,345,287
32,locked,318,309,231
32,living,375,369,310
32,special,370,367,323
32,took,423,415,334
33,right,1805,1665,1032
33,got,1117,1061,776
33,hand,881,814,635
33,face,1097,1058,694
33,home,2394,2256,1248
33,racism,619,590,457
33,listen,518,510,407
33,stay,623,604,448
33,thanks,510,507,388
33,turn,516,515,414
33,wash,398,389,346
33,kid,405,384,328
33,avoid,421,402,319
33,check,397,391,300
33,cure,405,386,302
34,country,4357,4120,1831
34,citizen,2497,2423,1272
34,travel,1450,1368,783
34,coming,1247,1236,824
34,trying,909,899,685
34,thousand,942,920,616
34,ban,736,709,486
34,china,42536,37732,5378
34,australia,466,429,306
34,restriction,464,454,339
34,asian,329,320,268
34,history,451,438,339
34,bird,258,229,201
34,entry,256,252,185
34,rt,234,224,207
35,going,2066,1915,1144
35,pandemic,1869,1806,969
35,really,1521,1471,973
35,global,2406,2322,1235
35,le,1510,1239,622
35,believe,1070,1010,741
35,du,714,596,215
35,et,797,693,323
35,chine,512,492,151
35,pour,569,483,181
35,au,476,400,168
35,est,449,406,175
35,plus,349,321,201
35,une,369,342,134
35,sur,331,307,137
36,coronavirusoutbreak,2479,2457,884
36,way,1701,1658,1101
36,wuhancoronavirus,1113,1096,393
36,coronaviruschina,964,964,375
36,protect,1061,1022,624
36,ncov2019,852,842,251
36,mask,1520,1284,678
36,province,2029,1906,914
36,covid2019,520,516,238
36,hubei,1991,1859,765
36,wuhanvirus,531,530,268
36,gtgt,396,395,12
36,agnp,392,388,6
36,ltlt,388,388,6
36,protection,452,442,230
37,quarantine,3694,3473,1386
37,national,1704,1679,969
37,military,977,926,647
37,set,484,480,339
37,mass,369,361,295
37,wait,335,333,279
37,california,277,260,181
37,isolation,416,406,268
37,begin,232,232,195
37,russian,265,237,205
37,join,279,263,211
37,movie,231,226,211
37,self,252,238,191
37,san,312,309,219
37,dozen,342,342,276
38,lab,1517,1370,757
38,flu,1652,1436,790
38,scientist,1028,999,630
38,vaccine,982,825,591
38,person,924,850,555
38,infected,3314,3094,1307
38,dead,1263,1106,730
38,africa,757,696,496
38,kill,906,868,673
38,treatment,598,568,382
38,released,590,587,460
38,level,772,749,534
38,100,774,742,567
38,research,775,710,470
38,known,573,572,423
39,cdnpoli,2896,2895,1091
39,justintrudeau,1372,1350,679
39,look,1607,1544,1021
39,hope,893,864,635
39,korea,788,748,519
39,north,631,600,463
39,pm,609,598,461
39,america,1035,984,739
39,shit,519,511,450
39,south,568,559,375
39,bcpoli,452,452,181
39,pattyhajdu,409,403,188
39,press,358,340,267
39,arent,365,365,333
39,conference,288,283,202
40,medium,2382,2269,1297
40,man,1568,1511,1000
40,huawei,1336,1191,727
40,security,1237,1114,843
40,concern,890,883,622
40,conspiracy,680,643,502
40,dangerous,776,752,599
40,5g,560,503,364
40,china,42536,37732,5378
40,russia,1145,1069,816
40,policy,587,563,457
40,theory,430,407,347
40,social,963,948,678
40,actual,363,361,327
40,cotton,355,344,285
