Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
may,2169,2086,1.96748,1126,13.16189
cut,2163,1126,1.06202,759,8.872
quarantined,2162,2123,2.00238,1051,12.28521
back,2162,2049,1.93258,1323,15.46464
passenger,2151,1977,1.86467,982,11.47867
see,2131,2098,1.9788,1236,14.44769
take,2125,2076,1.95805,1188,13.88662
think,2081,1996,1.88259,1231,14.38925
going,2066,1915,1.80619,1144,13.3723
plane,2060,1899,1.7911,989,11.56049
died,2046,1916,1.80714,1145,13.38399
also,2046,1996,1.88259,1128,13.18527
province,2029,1906,1.79771,914,10.68381
toll,2021,1970,1.85807,988,11.5488
today,1997,1938,1.82789,1164,13.60608
positive,1995,1947,1.83638,900,10.52016
hubei,1991,1859,1.75338,765,8.94214
medical,1975,1869,1.76281,912,10.66043
infection,1952,1845,1.74017,843,9.85389
un,1906,1715,1.61756,928,10.84746
pandemic,1869,1806,1.70339,969,11.32671
control,1839,1788,1.68641,1010,11.80596
right,1805,1665,1.5704,1032,12.06312
reported,1804,1728,1.62982,929,10.85915
want,1794,1727,1.62888,1090,12.74109
test,1784,1610,1.51852,759,8.872
total,1769,1631,1.53833,819,9.57335
make,1761,1723,1.6251,1082,12.64757
stop,1740,1660,1.56568,1048,12.25015
fear,1733,1694,1.59775,959,11.20982
communist,1718,1655,1.56097,887,10.36821
cdc,1705,1572,1.48268,874,10.21625
national,1704,1679,1.5836,969,11.32671
way,1701,1658,1.5638,1101,12.86967
good,1685,1641,1.54776,1042,12.18001
last,1668,1639,1.54588,1054,12.32028
flu,1652,1436,1.35441,790,9.23437
much,1650,1554,1.46571,969,11.32671
dr,1622,1544,1.45627,934,10.91759
3,1616,1475,1.39119,842,9.8422
minister,1612,1507,1.42138,929,10.85915
look,1607,1544,1.45627,1021,11.93454
4,1597,1510,1.42421,913,10.67212
risk,1580,1501,1.41572,880,10.28638
tested,1579,1444,1.36196,640,7.48101
man,1568,1511,1.42515,1000,11.68907
10,1567,1495,1.41006,846,9.88895
question,1565,1523,1.43647,1025,11.9813
beijing,1556,1485,1.40063,727,8.49795
show,1552,1525,1.43835,917,10.71888
another,1529,1494,1.40911,882,10.30976
really,1521,1471,1.38742,973,11.37347
mask,1520,1284,1.21105,678,7.92519
lab,1517,1370,1.29216,757,8.84863
expert,1515,1470,1.38648,824,9.63179
li,1513,1391,1.31197,871,10.18118
le,1510,1239,1.1686,622,7.2706
due,1499,1473,1.38931,872,10.19287
yet,1492,1469,1.38554,962,11.24489
life,1488,1443,1.36101,917,10.71888
every,1478,1411,1.33083,1005,11.74752
come,1478,1464,1.38082,946,11.05786
thing,1475,1384,1.30536,937,10.95266
travel,1450,1368,1.29027,783,9.15254
liberal,1436,1292,1.21859,701,8.19404
response,1428,1370,1.29216,902,10.54354
sars,1426,1330,1.25443,794,9.28112
around,1423,1352,1.27518,873,10.20456
work,1414,1333,1.25726,839,9.80713
ccp,1388,1242,1.17143,373,4.36002
family,1386,1326,1.25066,850,9.93571
away,1377,1215,1.14597,844,9.86558
justintrudeau,1372,1350,1.2733,679,7.93688
woman,1364,1305,1.23085,733,8.56809
feb,1346,1125,1.06108,553,6.46406
well,1345,1311,1.23651,890,10.40327
made,1344,1295,1.22142,908,10.61368
real,1338,1299,1.22519,894,10.45003
huawei,1336,1191,1.12333,727,8.49795
must,1333,1285,1.21199,853,9.97078
economy,1312,1261,1.18935,796,9.3045
anyone,1310,1213,1.14408,832,9.72531
live,1306,1278,1.20539,755,8.82525
latest,1303,1290,1.21671,702,8.20573
business,1298,1186,1.11861,683,7.98364
xi,1270,1204,1.13559,679,7.93688
worker,1269,1192,1.12427,624,7.29398
dead,1263,1106,1.04316,730,8.53302
including,1254,1209,1.14031,779,9.10579
5,1254,1143,1.07806,710,8.29924
coming,1247,1236,1.16577,824,9.63179
security,1237,1114,1.05071,843,9.85389
mainland,1227,1198,1.12993,578,6.75628
sick,1223,1052,0.99223,751,8.77849
symptom,1220,1138,1.07334,594,6.94331
police,1201,1148,1.08277,721,8.42782
tell,1196,1179,1.11201,801,9.36295
president,1183,1119,1.05542,792,9.25774
threat,1182,1153,1.08749,788,9.21099
outside,1181,1135,1.07051,612,7.15371
human,1170,1059,0.99883,728,8.50964
govt,1169,1093,1.0309,637,7.44594
supply,1167,1102,1.03939,617,7.21216
trade,1163,1050,0.99034,775,9.05903
crisis,1163,1140,1.07523,767,8.96552
care,1163,1117,1.05354,803,9.38632
keep,1157,1105,1.04222,729,8.52133
story,1156,1086,1.0243,751,8.77849
since,1155,1136,1.07146,762,8.90707
14,1150,1110,1.04693,658,7.69141
russia,1145,1069,1.00826,816,9.53828
please,1144,1089,1.02713,753,8.80187
month,1140,1086,1.0243,730,8.53302
wenliang,1137,1105,1.04222,753,8.80187
bc,1135,1011,0.95356,488,5.70427
fight,1133,1093,1.0309,696,8.13559
2020,1129,1106,1.04316,775,9.05903
party,1126,1056,0.996,669,7.81999
authority,1125,1110,1.04693,626,7.31736
money,1122,1061,1.00072,768,8.97721
least,1118,1091,1.02901,688,8.04208
got,1117,1061,1.00072,776,9.07072
wuhancoronavirus,1113,1096,1.03373,393,4.5938
system,1113,1065,1.00449,698,8.15897
never,1100,1064,1.00355,766,8.95383
face,1097,1058,0.99789,694,8.11222
foreign,1096,1065,1.00449,731,8.54471
market,1095,987,0.93092,637,7.44594
support,1093,1061,1.00072,723,8.4512
information,1087,1053,0.99317,704,8.22911
call,1081,1035,0.97619,758,8.86032
mean,1075,1047,0.98751,736,8.60316
believe,1070,1010,0.95261,741,8.6616
far,1064,1040,0.98091,677,7.9135
protect,1061,1022,0.96393,624,7.29398
place,1057,1044,0.98468,777,9.08241
give,1055,976,0.92055,730,8.53302
uk,1050,969,0.91394,529,6.18352
read,1047,1031,0.97242,682,7.97195
put,1045,1020,0.96205,715,8.35769
end,1043,1019,0.9611,741,8.6616
taking,1041,1035,0.97619,772,9.02396
told,1039,1025,0.96676,712,8.32262
america,1035,984,0.92809,739,8.63822
spreading,1034,1013,0.95544,669,7.81999
important,1032,1019,0.9611,558,6.5225
leader,1031,899,0.84792,668,7.8083
scientist,1028,999,0.94224,630,7.36411
already,1013,1002,0.94507,652,7.62127
princess,1008,954,0.8998,488,5.70427
border,1003,946,0.89225,523,6.11338
realdonaldtrump,998,985,0.92903,627,7.32905
working,992,940,0.88659,684,7.99532
reporting,988,954,0.8998,602,7.03682
plan,988,956,0.90168,689,8.05377
watch,985,976,0.92055,604,7.0602
vaccine,982,825,0.77813,591,6.90824
military,977,926,0.87339,647,7.56283
coronaviruschina,964,964,0.90923,375,4.3834
social,963,948,0.89414,678,7.92519
data,963,883,0.83283,518,6.05494
deadly,959,946,0.89225,640,7.48101
great,958,925,0.87244,701,8.19404
amid,954,951,0.89697,498,5.82116
thousand,942,920,0.86773,616,7.20047
drug,940,758,0.71493,500,5.84454
ambassador,938,927,0.87433,603,7.04851
singapore,936,849,0.80076,371,4.33665
person,924,850,0.80171,555,6.48743
nothing,923,896,0.84509,627,7.32905
second,922,913,0.86113,595,6.955
taiwan,918,797,0.75172,496,5.79778
hour,917,893,0.84226,643,7.51607
measure,914,891,0.84038,514,6.00818
body,914,773,0.72908,454,5.30684
problem,912,887,0.8366,700,8.18235
trying,909,899,0.84792,685,8.00701
kill,906,868,0.81868,673,7.86674
billion,906,847,0.79888,646,7.55114
local,903,878,0.82811,538,6.28872
everyone,902,882,0.83189,638,7.45763
rate,901,778,0.7338,495,5.78609
fighting,899,881,0.83094,321,3.75219
diamond,896,875,0.82528,457,5.34191
hope,893,864,0.81491,635,7.42256
cant,893,873,0.8234,658,7.69141
concern,890,883,0.83283,622,7.2706
others,887,880,0.83,619,7.23553
line,887,852,0.80359,640,7.48101
hit,887,874,0.82434,582,6.80304
united,886,845,0.79699,655,7.65634
part,882,826,0.77907,593,6.93162
hand,881,814,0.76775,635,7.42256
child,879,801,0.75549,582,6.80304
use,871,832,0.78473,577,6.74459
find,871,858,0.80925,637,7.44594
india,870,763,0.71965,463,5.41204
resident,867,846,0.79793,485,5.6692
left,865,854,0.80548,627,7.32905
possible,861,851,0.80265,577,6.74459
sure,859,847,0.79888,667,7.79661
population,859,848,0.79982,610,7.13033
iran,859,773,0.72908,576,6.7329
nation,857,817,0.77058,619,7.23553
better,856,831,0.78378,620,7.24722
ncov2019,852,842,0.79416,251,2.93396
rise,851,823,0.77624,479,5.59906
lot,847,824,0.77718,569,6.65108
found,846,831,0.78378,595,6.955
community,844,799,0.7536,494,5.7744
whistleblower,843,742,0.69984,544,6.35885
organization,843,817,0.77058,575,6.72122
likely,842,810,0.76398,480,5.61075
truth,839,806,0.76021,565,6.60432
transmission,839,762,0.71871,349,4.07949
lockdown,839,816,0.76964,464,5.42373
getting,836,820,0.77341,606,7.08358
serious,835,805,0.75926,543,6.34717
member,835,789,0.74417,579,6.76797
seems,832,829,0.7819,610,7.13033
close,831,814,0.76775,503,5.8796
budget,829,663,0.62533,471,5.50555
trenton,825,800,0.75455,477,5.57569
prevent,824,801,0.75549,553,6.46406
big,822,799,0.7536,594,6.94331
yesterday,819,803,0.75738,563,6.58095
full,818,808,0.76209,587,6.86148
top,816,805,0.75926,554,6.47575
job,816,771,0.72719,618,7.22385
situation,814,808,0.76209,515,6.01987
company,812,769,0.72531,528,6.17183
board,811,776,0.73191,512,5.9848
seen,810,801,0.75549,570,6.66277
suspected,809,787,0.74228,404,4.72238
vancouver,807,760,0.71682,396,4.62887
long,806,791,0.74606,565,6.60432
hard,803,797,0.75172,612,7.15371
air,803,744,0.70173,500,5.84454
might,802,763,0.71965,525,6.13676
he,802,782,0.73757,656,7.66803
early,802,765,0.72153,531,6.2069
youtube,801,794,0.74889,316,3.69375
start,798,780,0.73568,590,6.89655
et,797,693,0.65363,323,3.77557
according,796,793,0.74794,490,5.72764
funding,793,755,0.7121,586,6.8498
low,792,756,0.71305,529,6.18352
staff,788,746,0.70361,463,5.41204
korea,788,748,0.7055,519,6.06663
without,784,767,0.72342,557,6.51081
leave,784,775,0.73097,516,6.03156
stand,781,605,0.57063,506,5.91467
12,779,734,0.6923,488,5.70427
racist,777,669,0.63099,512,5.9848
emergency,777,742,0.69984,542,6.33548
dangerous,776,752,0.70927,599,7.00175
research,775,710,0.66966,470,5.49386
hongkong,774,772,0.72814,217,2.53653
100,774,742,0.69984,567,6.6277
level,772,749,0.70644,534,6.24196
w,764,673,0.63476,448,5.2367
source,764,736,0.69418,512,5.9848
economic,764,740,0.69796,535,6.25365
interest,763,688,0.64891,513,5.99649
contact,763,734,0.6923,487,5.69258
effort,761,739,0.69701,502,5.86791
africa,757,696,0.65646,496,5.79778
name,756,692,0.65268,525,6.13676
impact,756,729,0.68758,473,5.52893
thats,747,726,0.68475,552,6.45237
ago,747,742,0.69984,543,6.34717
actually,744,652,0.61496,517,6.04325
enough,743,654,0.61684,495,5.78609
deal,743,693,0.65363,537,6.27703
article,742,712,0.67155,374,4.37171
hundred,737,723,0.68192,516,6.03156
diagnosed,736,719,0.67815,389,4.54705
ban,736,709,0.66872,486,5.68089
usa,734,668,0.63005,404,4.72238
per,733,714,0.67343,530,6.19521
6,730,712,0.67155,442,5.16657
dictatorship,727,720,0.67909,557,6.51081
warning,722,714,0.67343,553,6.46406
high,722,674,0.63571,463,5.41204
ontario,720,686,0.64702,450,5.26008
using,718,701,0.66117,518,6.05494
bad,717,689,0.64985,502,5.86791
point,716,707,0.66683,504,5.89129
journalist,714,694,0.65457,496,5.79778
du,714,596,0.56214,215,2.51315
everything,712,701,0.66117,561,6.55757
administration,708,577,0.54422,463,5.41204
someone,707,700,0.66023,541,6.32379
fact,706,687,0.64797,532,6.21859
street,705,661,0.62344,465,5.43542
claim,698,676,0.63759,510,5.96143
food,697,659,0.62156,476,5.564
testing,695,664,0.62627,379,4.43016
best,695,683,0.64419,510,5.96143
international,694,667,0.6291,473,5.52893
house,692,669,0.63099,512,5.9848
daily,690,671,0.63288,403,4.7107
post,688,664,0.62627,491,5.73933
gov,687,629,0.59326,414,4.83928
lie,685,633,0.59703,496,5.79778
done,685,664,0.62627,531,6.2069
political,680,653,0.6159,516,6.03156
conspiracy,680,643,0.60647,502,5.86791
zero,679,647,0.61024,364,4.25482
issue,676,668,0.63005,534,6.24196
next,673,670,0.63193,493,5.76271
toronto,672,642,0.60552,457,5.34191
stigma,672,573,0.54044,95,1.11046
run,671,654,0.61684,527,6.16014
info,670,632,0.59609,387,4.52367
change,669,640,0.60364,515,6.01987
die,667,609,0.5744,407,4.75745
8,666,634,0.59798,406,4.74576
little,665,656,0.61873,536,6.26534
7,665,648,0.61118,366,4.2782
order,664,638,0.60175,462,5.40035
fatality,663,644,0.60741,369,4.31327
center,663,647,0.61024,427,4.99123
war,662,591,0.55742,454,5.30684
friend,660,629,0.59326,484,5.65751
24,659,638,0.60175,412,4.8159
among,656,645,0.60835,448,5.2367
something,655,634,0.59798,497,5.80947
camp,653,613,0.57817,438,5.11981
past,652,640,0.60364,441,5.15488
killed,646,612,0.57723,491,5.73933
become,643,639,0.60269,473,5.52893
saying,641,638,0.60175,517,6.04325
program,641,630,0.59421,498,5.82116
15,641,624,0.58855,439,5.1315
yes,640,625,0.58949,502,5.86791
condition,640,633,0.59703,365,4.26651
maybe,639,589,0.55553,458,5.35359
epicenter,639,638,0.60175,405,4.73407
inside,637,594,0.56025,426,4.97954
soon,633,625,0.58949,495,5.78609
theyre,632,615,0.58006,484,5.65751
north,631,600,0.56591,463,5.41204
hk,631,541,0.51026,213,2.48977
cbc,631,614,0.57911,364,4.25482
across,631,623,0.5876,435,5.08475
asked,630,622,0.58666,475,5.55231
called,629,605,0.57063,476,5.564
30,629,627,0.59138,434,5.07306
student,627,560,0.52818,379,4.43016
contain,625,620,0.58477,436,5.09643
area,625,603,0.56874,422,4.93279
true,624,605,0.57063,444,5.18995
link,624,621,0.58572,264,3.08591
stay,623,604,0.56968,448,5.2367
announced,621,620,0.58477,459,5.36528
oil,620,524,0.49423,393,4.5938
michael,620,475,0.44801,354,4.13793
worldwide,619,614,0.57911,384,4.4886
racism,619,590,0.55648,457,5.34191
carrying,619,616,0.581,410,4.79252
used,618,605,0.57063,456,5.33022
hell,618,601,0.56685,461,5.38866
god,616,506,0.47725,346,4.04442
coronaviruscanada,614,614,0.57911,273,3.19112
free,612,554,0.52252,422,4.93279
worse,610,598,0.56402,444,5.18995
pm,609,598,0.56402,461,5.38866
major,609,602,0.5678,448,5.2367
shut,608,589,0.55553,430,5.0263
current,605,601,0.56685,516,6.03156
animal,605,560,0.52818,402,4.69901
building,603,576,0.54327,400,4.67563
longer,601,585,0.55176,483,5.64582
cphocanada,601,596,0.56214,163,1.90532
idea,599,589,0.55553,484,5.65751
treatment,598,568,0.53573,382,4.46523
school,598,542,0.51121,371,4.33665
thursday,597,569,0.53667,431,5.03799
university,595,550,0.51875,382,4.46523
evidence,593,557,0.52535,414,4.83928
almost,593,587,0.55365,461,5.38866
group,591,572,0.5395,430,5.0263
released,590,587,0.55365,460,5.37697
tried,589,583,0.54988,467,5.4588
healthcare,589,557,0.52535,380,4.44185
cause,589,578,0.54516,421,4.9211
always,589,563,0.53101,465,5.43542
20,588,582,0.54893,423,4.94448
policy,587,563,0.53101,457,5.34191
taken,585,576,0.54327,429,5.01461
regime,583,547,0.51592,419,4.89772
base,582,547,0.51592,376,4.39509
2019,582,572,0.5395,385,4.50029
fake,581,511,0.48197,410,4.79252
doesnt,578,546,0.51498,432,5.04968
came,577,556,0.52441,450,5.26008
bioweapon,577,540,0.50932,364,4.25482
known,573,572,0.5395,423,4.94448
evacuee,573,568,0.53573,382,4.46523
there,571,555,0.52347,440,5.14319
pour,569,483,0.45556,181,2.11572
illness,569,563,0.53101,431,5.03799
south,568,559,0.52724,375,4.3834
sent,568,561,0.52913,416,4.86265
force,568,556,0.52441,418,4.88603
wrong,567,556,0.52441,441,5.15488
japanese,566,560,0.52818,355,4.14962
freedom,561,538,0.50743,411,4.80421
justin,560,547,0.51592,425,4.96786
5g,560,503,0.47442,364,4.25482
behind,557,554,0.52252,470,5.49386
anything,556,547,0.51592,444,5.18995
happening,553,544,0.51309,438,5.11981
word,552,543,0.51215,446,5.21333
open,552,528,0.498,382,4.46523
evacuation,552,543,0.51215,362,4.23144
aboard,549,518,0.48857,325,3.79895
confirms,548,546,0.51498,353,4.12624
officer,547,540,0.50932,424,4.95617
online,545,540,0.50932,407,4.75745
power,544,525,0.49517,400,4.67563
lack,544,473,0.44613,391,4.57043
warn,542,537,0.50649,439,5.1315
wuhanpneumonia,539,535,0.5046,80,0.93513
held,539,478,0.45084,364,4.25482
reason,538,532,0.50177,438,5.11981
panic,538,523,0.49328,365,4.26651
chief,537,525,0.49517,366,4.2782
isnt,535,518,0.48857,400,4.67563
director,534,529,0.49894,377,4.40678
period,533,510,0.48102,347,4.05611
matter,533,520,0.49045,418,4.88603
france,533,508,0.47914,350,4.09117
clear,533,528,0.498,426,4.97954
team,532,513,0.48385,371,4.33665
making,532,526,0.49611,427,4.99123
wuhanvirus,531,530,0.49989,268,3.13267
critical,531,528,0.498,388,4.53536
pay,530,513,0.48385,411,4.80421
started,528,510,0.48102,386,4.51198
biden,527,345,0.3254,287,3.35476
three,523,513,0.48385,347,4.05611
thank,523,514,0.4848,414,4.83928
ever,523,515,0.48574,440,5.14319
airport,522,496,0.46782,342,3.99766
sarscov2,521,504,0.47536,131,1.53127
11,521,512,0.48291,357,4.173
february,520,481,0.45367,296,3.45996
covid2019,520,516,0.48668,238,2.782
cbcnews,520,493,0.46499,290,3.38983
shit,519,511,0.48197,450,5.26008
warns,518,516,0.48668,362,4.23144
thought,518,514,0.4848,420,4.90941
listen,518,510,0.48102,407,4.75745
sign,517,510,0.48102,340,3.97428
turn,516,515,0.48574,414,4.83928
speech,516,497,0.46876,404,4.72238
result,515,485,0.45744,338,3.95091
raise,515,514,0.4848,233,2.72355
infectious,515,510,0.48102,377,4.40678
record,514,497,0.46876,409,4.78083
decision,512,500,0.47159,392,4.58212
chine,512,492,0.46405,151,1.76505
law,511,475,0.44801,379,4.43016
thanks,510,507,0.47819,388,4.53536
multiple,510,500,0.47159,382,4.46523
action,510,498,0.4697,368,4.30158
treat,508,428,0.40368,344,4.02104
guy,508,491,0.4631,425,4.96786
save,507,491,0.4631,403,4.7107
dy,507,505,0.47631,400,4.67563
failure,506,346,0.32634,285,3.33139
let,502,422,0.39802,352,4.11455
25,502,499,0.47065,332,3.88077
increase,501,468,0.44141,323,3.77557
act,501,473,0.44613,380,4.44185
telling,500,500,0.47159,410,4.79252
near,500,498,0.4697,335,3.91584
british,499,487,0.45933,322,3.76388
wont,498,487,0.45933,397,4.64056
department,497,484,0.4565,372,4.34833
9,497,485,0.45744,347,4.05611
potential,496,490,0.46216,360,4.20807
arrested,496,493,0.46499,396,4.62887
went,495,486,0.45839,369,4.31327
trudeaus,495,492,0.46405,382,4.46523
bat,495,445,0.41972,329,3.8457
note,494,489,0.46122,378,4.41847
ill,493,484,0.4565,378,4.41847
drtedros,493,456,0.43009,206,2.40795
continues,493,491,0.4631,357,4.173
nearly,492,489,0.46122,349,4.07949
study,491,467,0.44047,301,3.51841
huge,491,487,0.45933,394,4.60549
1000,490,476,0.44895,355,4.14962
shanghai,489,458,0.43198,256,2.9924
return,489,485,0.45744,384,4.4886
follow,488,484,0.4565,355,4.14962
remember,487,480,0.45273,395,4.61718
set,484,480,0.45273,339,3.96259
allowed,483,478,0.45084,360,4.20807
understand,481,469,0.44235,376,4.39509
rest,481,475,0.44801,383,4.47691
key,481,478,0.45084,304,3.55348
gun,481,413,0.38953,314,3.67037
demand,481,465,0.43858,318,3.71712
head,480,473,0.44613,365,4.26651
continue,480,470,0.4433,358,4.18469
viral,479,474,0.44707,353,4.12624
chen,478,464,0.43764,321,3.75219
kind,477,476,0.44895,401,4.68732
four,477,468,0.44141,376,4.39509
calling,476,473,0.44613,395,4.61718
au,476,400,0.37727,168,1.96376
bring,475,470,0.4433,395,4.61718
prime,473,468,0.44141,396,4.62887
morning,472,466,0.43952,352,4.11455
probably,471,458,0.43198,348,4.0678
bringing,471,459,0.43292,336,3.92753
meanwhile,470,470,0.4433,371,4.33665
gate,469,371,0.34992,312,3.64699
etc,469,432,0.40745,365,4.26651
biological,468,448,0.42255,328,3.83402
seat,467,455,0.42915,350,4.09117
release,467,449,0.42349,326,3.81064
australia,466,429,0.40463,306,3.57686
returning,465,461,0.43481,343,4.00935
feel,465,461,0.43481,358,4.18469
diamondprincess,465,441,0.41594,189,2.20923
small,464,463,0.43669,387,4.52367
restriction,464,454,0.4282,339,3.96259
missing,464,462,0.43575,355,4.14962
wonder,463,461,0.43481,360,4.20807
five,462,452,0.42632,307,3.58854
event,462,455,0.42915,350,4.09117
60,462,461,0.43481,332,3.88077
whole,460,459,0.43292,339,3.96259
warned,459,455,0.42915,362,4.23144
trust,459,422,0.39802,308,3.60023
federal,459,454,0.4282,365,4.26651
massive,458,447,0.4216,369,4.31327
detained,457,452,0.42632,378,4.41847
cover,457,452,0.42632,375,4.3834
13,457,440,0.415,301,3.51841
old,456,431,0.40651,350,4.09117
leaked,456,449,0.42349,326,3.81064
despite,455,445,0.41972,342,3.99766
thread,454,432,0.40745,286,3.34307
talk,454,436,0.41123,358,4.18469
l,454,355,0.33483,197,2.30275
protection,452,442,0.41689,230,2.68849
bcpoli,452,452,0.42632,181,2.11572
history,451,438,0.41311,339,3.96259
basic,451,449,0.42349,375,4.3834
50,451,442,0.41689,328,3.83402
est,449,406,0.38293,175,2.04559
value,448,283,0.26692,265,3.0976
ncov,448,430,0.40557,223,2.60666
mp,448,431,0.40651,340,3.97428
higher,448,436,0.41123,318,3.71712
recovered,447,439,0.41406,237,2.77031
meeting,447,435,0.41028,344,4.02104
beyond,446,401,0.37822,315,3.68206
weapon,444,412,0.38859,305,3.56517
jan,442,349,0.32917,198,2.31444
nurse,441,410,0.3867,292,3.41321
evacuated,441,434,0.40934,301,3.51841
try,440,438,0.41311,358,4.18469
able,440,439,0.41406,347,4.05611
barton,439,399,0.37633,223,2.60666
ready,438,431,0.40651,352,4.11455
killing,438,432,0.40745,364,4.25482
safe,434,422,0.39802,319,3.72881
leading,434,432,0.40745,388,4.53536
late,433,424,0.39991,338,3.95091
speak,431,371,0.34992,333,3.89246
disaster,431,284,0.26786,263,3.07423
theory,430,407,0.38388,347,4.05611
shortage,430,406,0.38293,281,3.28463
couple,430,424,0.39991,300,3.50672
remains,429,429,0.40463,339,3.96259
list,429,411,0.38765,329,3.8457
half,429,427,0.40274,357,4.173
commercial,429,429,0.40463,346,4.04442
scene,428,427,0.40274,304,3.55348
medicine,426,403,0.3801,298,3.48334
ppl,425,362,0.34143,209,2.44302
yokohama,424,413,0.38953,214,2.50146
worry,424,406,0.38293,308,3.60023
stock,424,390,0.36784,271,3.16774
lying,424,381,0.35935,308,3.60023
affair,424,420,0.39614,317,3.70544
34,424,422,0.39802,376,4.39509
took,423,415,0.39142,334,3.90415
folk,423,422,0.39802,354,4.13793
cost,423,388,0.36595,301,3.51841
currently,422,422,0.39802,323,3.77557
avoid,421,402,0.37916,319,3.72881
suffering,420,419,0.39519,133,1.55465
sound,420,420,0.39614,357,4.173
service,420,412,0.38859,319,3.72881
literally,420,414,0.39048,366,4.2782
interesting,420,417,0.39331,329,3.8457
alone,420,418,0.39425,347,4.05611
white,419,414,0.39048,330,3.85739
protest,419,393,0.37067,227,2.65342
common,419,413,0.38953,349,4.07949
ministry,418,407,0.38388,254,2.96902
asia,418,398,0.37539,294,3.43659
share,417,412,0.38859,308,3.60023
facing,417,415,0.39142,353,4.12624
third,416,412,0.38859,355,4.14962
isolation,416,406,0.38293,268,3.13267
given,415,410,0.3867,314,3.67037
gone,414,410,0.3867,348,4.0678
violence,413,348,0.32823,276,3.22618
love,413,402,0.37916,330,3.85739
single,412,411,0.38765,347,4.05611
investment,412,405,0.38199,324,3.78726
18,412,403,0.3801,296,3.45996
else,411,408,0.38482,325,3.79895
committee,411,403,0.3801,320,3.7405
central,411,405,0.38199,295,3.44828
didnt,410,406,0.38293,336,3.92753
buy,410,396,0.3735,303,3.54179
pattyhajdu,409,403,0.3801,188,2.19755
ask,407,399,0.37633,326,3.81064
looking,406,392,0.36973,321,3.75219
either,406,403,0.3801,331,3.86908
