Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
8,rest,2308,2283,1557
8,kill,2050,1984,1281
8,saw,1555,1514,1139
8,march,2875,2804,1825
8,1000,1428,1375,980
8,usa,1601,1531,895
8,cancer,1301,1144,834
8,approves,689,689,570
8,world,9107,8503,3576
9,death,28765,23940,4759
9,state,8208,7673,2694
9,far,4223,4013,2145
9,dead,3729,2910,1447
9,day,26550,23223,5846
9,single,3152,3056,1778
9,rate,5904,5394,2433
9,tweet,2476,2390,1553
9,died,11901,10512,3359
9,population,3328,3170,1866
9,toll,2463,2372,1357
9,30,2741,2554,1477
9,300000,2732,2682,1336
9,3000,2153,1819,986
9,infection,4244,3989,1975
10,home,18220,16655,5315
10,stay,9386,8492,3830
10,got,8558,8028,3533
10,holiday,7585,7113,3161
10,christmas,10302,9370,3988
10,safe,6876,6574,3127
10,sick,5424,4890,2362
10,food,3575,3178,1848
10,season,2991,2871,1751
10,wait,2860,2729,1778
10,leave,2458,2402,1571
10,fuck,1644,1487,958
10,pandemic,57745,56020,8775
10,happy,1684,1648,1249
10,visit,1756,1684,1190
11,trump,17292,15187,2815
11,house,6856,6516,2411
11,american,14987,13520,3094
11,white,4867,4608,1730
11,president,4723,4530,1961
11,biden,3979,3638,1575
11,realdonaldtrump,3022,2996,1156
11,election,4045,3714,1779
11,america,4262,4087,1820
11,infected,3266,3026,1616
11,official,6191,6032,2540
11,republican,4497,4228,1325
11,immunity,2426,2261,1256
11,gop,3589,3206,1158
11,administration,2031,1988,999
12,alberta,11469,10445,2372
12,ableg,9373,9357,1378
12,kenney,6394,5664,1275
12,question,5069,4667,2490
12,jkenney,4183,4033,1125
12,covid19ab,4156,4147,1111
12,albertans,3975,3693,1150
12,abpoli,3736,3719,893
12,leadership,3082,2949,1592
12,jason,2745,2625,841
12,yyc,2345,2324,826
12,failed,2677,2560,1403
12,calgary,2343,2194,985
12,ucp,2307,2058,605
12,yeg,1961,1909,730
13,relief,11463,10889,2767
13,money,6397,5582,2563
13,billion,5055,4555,2160
13,check,5039,4899,2229
13,vote,4199,3706,1583
13,mcconnell,4298,4128,1224
13,deal,3478,3327,1832
13,need,20974,19418,5549
13,congress,3355,3155,1326
13,million,11184,9873,3451
13,help,11773,10891,4199
13,american,14987,13520,3094
13,mitch,2936,2804,1007
13,stimulus,3057,2960,1269
13,senate,3090,2879,1063
14,onpoli,10357,10349,2115
14,ford,9285,8244,2161
14,fordnation,7773,7663,1933
14,uk,6922,6259,2579
14,ontario,22153,20641,4124
14,new,38019,32590,6229
14,doug,4572,4335,1449
14,premier,7474,7144,2501
14,strain,3734,3379,1760
14,variant,3141,2797,1523
14,action,3219,3046,1763
14,wave,4159,3926,1833
14,celliottability,1834,1818,648
14,covid19ontario,2694,2693,857
14,travel,4072,3744,2105
15,said,9666,9261,3490
15,dr,8466,7858,3032
15,virus,14284,13275,4310
15,told,4344,4105,2169
15,china,4372,3701,1629
15,expert,3459,3356,1836
15,lie,2966,2783,1427
15,say,20950,20015,5090
15,truth,1887,1789,1159
15,chief,2198,2109,1280
15,wonder,1564,1534,1146
15,cdc,4334,3744,1532
15,wuhan,1447,1314,819
15,fauci,1389,1289,786
15,scientist,3180,3101,1783
16,day,26550,23223,5846
16,come,6058,5952,3070
16,100,3783,3348,1991
16,morning,2501,2397,1540
16,pm,3433,3091,1575
16,reminder,1723,1718,1270
16,tomorrow,1916,1888,1288
16,tonight,1883,1834,1241
16,week,12854,12141,4232
16,early,3986,3822,2159
16,waiting,1771,1706,1201
16,british,1336,1329,764
16,hero,1208,1180,871
16,potential,1172,1150,805
16,bit,1344,1323,1059
17,know,14395,13568,4737
17,need,20974,19418,5549
17,make,11876,11425,4391
17,important,3852,3790,2244
17,doesnt,3646,3465,1909
17,stop,6782,6392,2952
17,science,4014,3790,2030
17,virus,14284,13275,4310
17,disease,3148,3010,1683
17,share,2440,2390,1566
17,work,12298,11528,4405
17,cause,2812,2684,1639
17,sense,1726,1686,1225
17,article,2057,2018,1130
17,exactly,1421,1413,1029
18,le,8796,6885,2471
18,et,4366,3474,879
18,du,2671,2246,511
18,pour,2760,2297,538
18,au,2565,2144,540
18,plus,2235,2044,962
18,est,1931,1666,515
18,une,1765,1559,417
18,sur,1667,1403,360
18,pa,1704,1478,404
18,dans,1603,1450,412
18,charley,1343,1008,707
18,horrible,1146,842,687
18,pride,1281,1224,834
18,qui,1327,1156,341
19,year,18474,16981,5624
19,family,12047,11297,4243
19,died,11901,10512,3359
19,month,13003,12422,4282
19,live,5539,5360,2535
19,watch,4991,4638,2303
19,friend,5351,5071,2685
19,lost,4932,4657,2291
19,2020,6660,6343,3154
19,flu,4063,3314,1678
19,10,5503,5024,2528
19,old,3340,3065,1840
19,today,20483,19513,5314
19,ago,3958,3834,2103
19,update,6472,6317,2171
20,hospital,14027,12724,3895
20,patient,7971,7259,2928
20,dos,6735,5801,2554
20,vaccine,62749,52537,7993
20,coming,4227,4151,2394
20,icu,7428,6616,2335
20,point,3954,3900,2201
20,canada,26361,23465,5764
20,pfizerbiontech,2643,2628,1596
20,arrived,1871,1867,1382
20,set,2667,2619,1654
20,soon,2592,2563,1712
20,surge,2148,2084,1211
20,capacity,2278,2180,1352
20,bed,2177,1886,1146
21,news,11454,10889,3884
21,right,13362,12319,4410
21,good,8433,8160,3715
21,great,5586,5416,2989
21,think,9389,8782,3771
21,really,5953,5664,2946
21,story,5135,4916,2547
21,love,3503,3370,2165
21,cbc,3150,3065,1394
21,bad,3150,2950,1756
21,wow,1287,1243,974
21,idea,1992,1920,1365
21,stayhome,1868,1845,771
21,sad,1527,1498,1114
21,talking,1851,1828,1329
22,say,20950,20015,5090
22,government,16989,16129,4794
22,big,4907,4620,2567
22,minister,4660,4344,1989
22,trudeau,7586,6840,2055
22,job,5856,5412,2664
22,federal,5402,5200,2346
22,wont,3186,3133,1845
22,company,3401,3203,1889
22,bc,7396,6792,1855
22,pay,4933,4564,2445
22,bcpoli,3505,3501,567
22,cost,2295,2104,1381
22,party,4748,4469,2284
22,prime,1915,1808,1116
23,positive,8259,7741,2970
23,test,10468,9138,3105
23,tested,4985,4660,2313
23,testing,5399,4850,2120
23,result,3530,3373,1960
23,symptom,2357,2200,1331
23,false,1792,1706,953
23,finally,1614,1596,1136
23,body,1961,1805,1165
23,pcr,1602,1373,478
23,youtube,1038,1031,576
23,rapid,1351,1298,850
23,exposed,1244,1221,916
23,app,1186,1060,669
23,win,1951,1757,1123
24,school,11664,9330,2869
24,child,5535,4807,2207
24,kid,4391,3806,1957
24,tell,5065,4899,2639
24,student,3422,3101,1629
24,shut,2525,2415,1589
24,break,2831,2719,1735
24,south,2209,2050,1197
24,study,2495,2369,1417
24,transmission,2253,2162,1249
24,teacher,2470,2125,1255
24,close,4156,4007,2268
24,parent,1991,1888,1221
24,folk,2576,2514,1617
24,education,1730,1605,919
25,time,18783,17938,5626
25,read,6014,5574,2844
25,thank,4586,4294,2362
25,thread,4423,4242,2059
25,real,5490,5269,2736
25,doctor,6493,5949,2643
25,yes,2900,2816,1799
25,best,2851,2784,1864
25,thanks,3090,3029,1996
25,true,2185,2137,1471
25,fact,4071,3955,2084
25,rt,1874,1815,1064
25,post,2075,2027,1349
25,pandemic,57745,56020,8775
25,long,6109,5896,3041
