Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
yet,801,793,1.53533,653,9.03931
come,800,779,1.50823,635,8.79014
stop,785,732,1.41723,618,8.55482
look,766,751,1.45402,611,8.45792
another,763,737,1.42691,574,7.94574
2020,762,705,1.36496,545,7.5443
passport,761,700,1.35528,512,7.08749
system,758,709,1.3727,550,7.61351
uk,754,701,1.35721,479,6.63068
doctor,754,726,1.40561,571,7.90421
ableg,754,754,1.45983,330,4.56811
second,750,694,1.34366,530,7.33666
mandatory,750,715,1.38432,553,7.65504
misinformation,748,696,1.34753,489,6.7691
clinic,746,624,1.20813,400,5.5371
stay,745,726,1.40561,583,8.07032
around,742,729,1.41142,601,8.31949
community,739,706,1.36689,528,7.30897
anyone,732,697,1.34947,569,7.87652
biden,727,690,1.33591,453,6.27076
republican,724,661,1.27977,402,5.56478
staff,719,667,1.29138,533,7.37818
science,716,669,1.29526,534,7.39203
per,711,628,1.21588,489,6.7691
breaking,708,703,1.36108,511,7.07364
update,700,665,1.28751,413,5.71705
received,699,616,1.19264,477,6.60299
protect,682,651,1.26041,497,6.87984
plan,680,623,1.2062,483,6.68605
among,678,658,1.27396,511,7.07364
job,675,572,1.10745,474,6.56146
disease,672,643,1.24492,510,7.0598
2021,669,638,1.23524,477,6.60299
without,667,639,1.23717,526,7.28128
start,653,641,1.24105,532,7.36434
part,647,633,1.22556,512,7.08749
question,645,590,1.1423,509,7.04596
daily,645,615,1.19071,468,6.47841
must,644,625,1.21007,501,6.93522
population,642,617,1.19458,494,6.83832
mandate,639,597,1.15586,474,6.56146
tell,638,616,1.19264,518,7.17054
already,637,621,1.20232,522,7.22591
icu,634,602,1.16554,430,5.95238
read,631,619,1.19845,514,7.11517
ago,628,560,1.08422,442,6.11849
better,625,608,1.17715,511,7.07364
expert,624,610,1.18103,504,6.97674
big,623,544,1.05324,460,6.36766
team,621,493,0.9545,397,5.49557
next,621,603,1.16747,504,6.97674
told,620,544,1.05324,467,6.46456
call,618,603,1.16747,504,6.97674
4,615,600,1.16167,516,7.14286
hospitalization,610,590,1.1423,451,6.24308
wave,604,555,1.07454,451,6.24308
fox,603,529,1.0242,328,4.54042
fordnation,600,592,1.14618,345,4.77575
believe,596,550,1.06486,453,6.27076
point,594,582,1.12682,495,6.85216
et,594,457,0.8848,215,2.97619
10,593,558,1.08035,470,6.50609
mean,591,562,1.08809,463,6.40919
live,589,571,1.10552,453,6.27076
place,586,576,1.1152,497,6.87984
age,581,540,1.0455,414,5.7309
die,580,559,1.08228,417,5.77243
available,579,553,1.07067,421,5.8278
open,578,550,1.06486,468,6.47841
dying,570,527,1.02033,420,5.81395
story,567,540,1.0455,444,6.14618
social,566,545,1.05518,454,6.28461
lie,566,530,1.02614,405,5.60631
least,563,548,1.06099,462,6.39535
house,563,522,1.01065,400,5.5371
lost,562,551,1.0668,463,6.40919
increase,562,547,1.05905,399,5.52326
enough,561,515,0.9971,444,6.14618
response,558,545,1.05518,450,6.22924
use,557,532,1.03001,427,5.91085
pfizer,555,518,1.0029,416,5.75858
sick,554,517,1.00097,456,6.31229
almost,552,540,1.0455,451,6.24308
5,552,534,1.03388,443,6.13234
tested,549,507,0.98161,411,5.68937
friend,546,517,1.00097,420,5.81395
full,542,539,1.04356,431,5.96622
fauci,542,505,0.97773,373,5.16334
across,542,539,1.04356,450,6.22924
surge,541,535,1.03582,394,5.45404
coming,541,536,1.03775,456,6.31229
rise,539,516,0.99903,386,5.3433
resident,538,505,0.97773,395,5.46788
study,537,512,0.99129,405,5.60631
reported,536,511,0.98935,397,5.49557
fact,536,514,0.99516,428,5.9247
policy,534,520,1.00678,435,6.02159
reporting,528,517,1.00097,378,5.23256
lot,527,497,0.96225,421,5.8278
ever,525,518,1.0029,441,6.10465
freedom,523,499,0.96612,389,5.38483
put,521,519,1.00484,432,5.98007
others,519,509,0.98548,424,5.86932
great,519,497,0.96225,436,6.03544
change,516,493,0.9545,414,5.7309
done,512,499,0.96612,430,5.95238
past,509,503,0.97386,413,5.71705
thats,508,501,0.96999,441,6.10465
person,506,454,0.87899,396,5.48173
cant,503,479,0.9274,394,5.45404
party,499,471,0.91191,389,5.38483
active,499,426,0.82478,275,3.80676
game,497,475,0.91965,371,5.13566
making,496,489,0.94676,426,5.89701
free,496,478,0.92546,410,5.67553
someone,495,458,0.88674,404,5.59247
appointment,494,403,0.78025,274,3.79291
sure,493,487,0.94288,432,5.98007
high,492,455,0.88093,400,5.5371
trudeau,490,458,0.88674,340,4.70653
global,488,476,0.92159,383,5.30177
china,487,416,0.80542,292,4.04208
saying,485,476,0.92159,405,5.60631
likely,485,469,0.90803,407,5.634
reason,484,482,0.9332,408,5.64784
nearly,484,478,0.92546,394,5.45404
20,483,466,0.90223,396,5.48173
city,482,434,0.84027,341,4.72038
texas,481,452,0.87512,342,4.73422
total,478,416,0.80542,292,4.04208
including,477,476,0.92159,399,5.52326
premier,476,438,0.84802,354,4.90033
continue,476,468,0.9061,401,5.55094
vax,475,421,0.8151,329,4.55426
face,474,461,0.89255,398,5.50941
far,470,461,0.89255,383,5.30177
record,468,440,0.85189,358,4.9557
fear,467,442,0.85576,361,4.99723
working,466,454,0.87899,384,5.31561
according,466,465,0.90029,386,5.3433
nothing,465,446,0.8635,383,5.30177
folk,465,400,0.77444,345,4.77575
conservative,465,418,0.80929,330,4.56811
thank,464,451,0.87318,381,5.27409
find,464,457,0.8848,383,5.30177
16,460,429,0.83059,371,5.13566
young,458,440,0.85189,360,4.98339
rule,458,438,0.84802,387,5.35714
remember,455,435,0.84221,390,5.39867
18,453,417,0.80736,343,4.74806
individual,451,403,0.78025,347,4.80343
trying,450,448,0.86738,377,5.21872
toronto,449,408,0.78993,303,4.19435
america,449,423,0.81897,355,4.91417
status,448,424,0.82091,379,5.2464
real,448,437,0.84608,377,5.21872
crisis,448,424,0.82091,359,4.96955
testing,446,415,0.80348,339,4.69269
election,444,404,0.78219,352,4.87265
pm,443,383,0.74153,312,4.31894
issue,442,418,0.80929,377,5.21872
give,442,432,0.8364,367,5.08029
federal,441,431,0.83446,368,5.09413
student,440,390,0.75508,329,4.55426
money,439,416,0.80542,361,4.99723
bad,439,417,0.80736,362,5.01107
thanks,437,434,0.84027,362,5.01107
best,436,423,0.81897,368,5.09413
yesterday,434,430,0.83253,359,4.96955
minister,434,390,0.75508,308,4.26357
hour,433,429,0.83059,362,5.01107
gop,433,407,0.788,279,3.86213
decision,431,418,0.80929,355,4.91417
else,429,421,0.8151,379,5.2464
border,427,404,0.78219,344,4.7619
adult,425,373,0.72217,315,4.36047
thousand,424,407,0.788,354,4.90033
went,423,417,0.80736,380,5.26024
travel,423,373,0.72217,329,4.55426
safety,423,407,0.788,355,4.91417
100,422,418,0.80929,372,5.1495
wearing,421,390,0.75508,338,4.67885
vaxxed,421,358,0.69313,307,4.24972
6,421,405,0.78412,344,4.7619
50,420,374,0.7241,324,4.48505
2nd,417,393,0.76089,288,3.98671
spreading,415,398,0.77057,342,4.73422
old,415,392,0.75895,340,4.70653
rising,414,411,0.79574,346,4.78959
ltc,413,316,0.61181,233,3.22536
level,413,405,0.78412,352,4.87265
latest,413,409,0.79187,321,4.44352
woman,412,365,0.70668,291,4.02824
emergency,412,395,0.76476,327,4.52658
immunity,405,361,0.69894,292,4.04208
average,405,366,0.70862,288,3.98671
white,404,389,0.75315,320,4.42968
important,404,395,0.76476,334,4.62348
book,404,383,0.74153,285,3.94518
un,403,343,0.66409,180,2.49169
seen,402,397,0.76864,344,4.7619
problem,401,387,0.74927,335,4.63732
order,399,384,0.74347,333,4.60963
billion,399,329,0.63698,281,3.88981
twitter,397,375,0.72604,317,4.38815
county,397,363,0.70281,288,3.98671
something,396,383,0.74153,340,4.70653
doug,396,380,0.73572,272,3.76523
dangerous,396,383,0.74153,332,4.59579
actually,396,391,0.75702,349,4.83112
president,395,382,0.73959,312,4.31894
highest,395,390,0.75508,325,4.49889
group,395,385,0.7454,336,4.65116
15,394,377,0.72991,324,4.48505
hand,390,379,0.73379,322,4.45736
1st,388,378,0.73185,282,3.90365
yes,387,366,0.70862,330,4.56811
fall,386,381,0.73766,337,4.66501
control,385,370,0.71636,330,4.56811
killing,382,320,0.61955,275,3.80676
fight,379,371,0.7183,313,4.33278
different,379,360,0.697,326,4.51274
thread,378,378,0.73185,304,4.20819
theyre,378,350,0.67764,296,4.09745
deltavariant,377,368,0.71249,245,3.39147
possible,375,356,0.68925,312,4.31894
low,374,354,0.68538,302,4.18051
everything,374,353,0.68345,314,4.34662
eligible,374,368,0.71249,269,3.7237
watch,373,370,0.71636,315,4.36047
thought,372,352,0.68151,319,4.41584
symptom,372,343,0.66409,286,3.95903
proof,372,351,0.67957,304,4.20819
govt,372,348,0.67377,294,4.06977
pour,371,314,0.60794,150,2.07641
centre,371,343,0.66409,277,3.83444
refuse,370,354,0.68538,305,4.22204
infected,370,346,0.66989,288,3.98671
away,370,367,0.71055,309,4.27741
youre,369,316,0.61181,286,3.95903
hard,368,364,0.70474,321,4.44352
doesnt,368,349,0.6757,304,4.20819
company,367,361,0.69894,309,4.27741
zero,366,337,0.65247,296,4.09745
line,366,350,0.67764,320,4.42968
early,364,349,0.6757,311,4.30509
indoor,363,356,0.68925,294,4.06977
effective,363,339,0.65634,300,4.15282
economy,363,351,0.67957,295,4.08361
june,362,355,0.68732,310,4.29125
desantis,362,345,0.66796,229,3.16999
used,361,353,0.68345,315,4.36047
require,360,358,0.69313,304,4.20819
nation,360,347,0.67183,307,4.24972
didnt,360,336,0.65053,289,4.00055
region,359,289,0.55954,212,2.93466
hit,359,352,0.68151,311,4.30509
11,359,319,0.61762,293,4.05592
left,357,347,0.67183,317,4.38815
effect,357,346,0.66989,317,4.38815
despite,356,350,0.67764,307,4.24972
wont,355,348,0.67377,309,4.27741
service,355,342,0.66215,294,4.06977
facebook,355,309,0.59826,240,3.32226
research,354,320,0.61955,269,3.7237
evidence,354,335,0.6486,287,3.97287
bcpoli,354,354,0.68538,154,2.13178
plus,353,313,0.606,233,3.22536
little,353,348,0.67377,317,4.38815
taking,352,348,0.67377,305,4.22204
double,352,340,0.65828,299,4.13898
always,352,340,0.65828,310,4.29125
isnt,351,348,0.67377,298,4.12514
soon,350,331,0.64085,311,4.30509
half,350,344,0.66602,308,4.26357
clear,350,349,0.6757,300,4.15282
usa,349,237,0.45886,203,2.81008
measure,349,339,0.65634,297,4.1113
tokyo,347,327,0.63311,243,3.36379
save,346,310,0.60019,274,3.79291
france,346,325,0.62924,261,3.61296
cut,346,328,0.63504,259,3.58527
14,346,339,0.65634,296,4.09745
restaurant,345,331,0.64085,296,4.09745
needed,344,342,0.66215,308,4.26357
7,344,330,0.63892,284,3.93134
learn,343,340,0.65828,283,3.9175
wrong,342,328,0.63504,291,4.02824
cause,342,338,0.6544,300,4.15282
du,341,295,0.57115,134,1.85493
feel,340,329,0.63698,305,4.22204
three,339,330,0.63892,288,3.98671
member,338,327,0.63311,284,3.93134
summer,336,326,0.63117,291,4.02824
might,336,330,0.63892,300,4.15282
hope,336,327,0.63311,289,4.00055
national,335,307,0.59439,273,3.77907
leader,335,324,0.6273,276,3.8206
w,332,309,0.59826,256,3.54374
man,332,316,0.61181,288,3.98671
single,331,314,0.60794,289,4.00055
lab,331,305,0.59051,223,3.08693
human,331,306,0.59245,262,3.6268
currently,331,314,0.60794,260,3.59911
concern,331,325,0.62924,268,3.70986
wuhan,330,314,0.60794,200,2.76855
video,330,326,0.63117,273,3.77907
political,330,326,0.63117,288,3.98671
hospitalized,330,323,0.62536,261,3.61296
getvaccinated,330,330,0.63892,245,3.39147
reopening,329,319,0.61762,281,3.88981
event,329,311,0.60213,276,3.8206
started,328,326,0.63117,289,4.00055
cost,328,284,0.54985,254,3.51606
13,328,322,0.62343,275,3.80676
rest,327,322,0.62343,272,3.76523
took,326,312,0.60407,272,3.76523
space,326,304,0.58858,270,3.73754
sorry,326,322,0.62343,293,4.05592
kenney,326,314,0.60794,216,2.99003
los,324,275,0.53243,219,3.03156
maybe,323,315,0.60987,279,3.86213
johnson,322,255,0.49371,212,2.93466
visit,321,302,0.5847,253,3.50221
hey,321,320,0.61955,283,3.9175
required,320,310,0.60019,262,3.6268
ucp,319,292,0.56534,172,2.38095
seeing,319,315,0.60987,283,3.9175
information,319,306,0.59245,257,3.55759
friday,319,317,0.61375,264,3.65449
access,319,306,0.59245,270,3.73754
share,318,306,0.59245,272,3.76523
post,318,315,0.60987,277,3.83444
ottawa,318,276,0.53437,177,2.45017
account,318,306,0.59245,269,3.7237
power,317,300,0.58083,273,3.77907
move,317,315,0.60987,289,4.00055
follow,315,310,0.60019,281,3.88981
tax,314,290,0.56147,256,3.54374
olympics,314,298,0.57696,238,3.29457
asked,314,306,0.59245,278,3.84828
talk,313,305,0.59051,270,3.73754
action,313,299,0.5789,261,3.61296
recovery,311,294,0.56922,235,3.25305
liberal,311,272,0.52662,229,3.16999
9,311,300,0.58083,262,3.6268
close,310,310,0.60019,276,3.8206
wait,307,282,0.54598,253,3.50221
living,307,300,0.58083,276,3.8206
jkenney,307,296,0.57309,183,2.53322
found,306,299,0.5789,266,3.68217
small,305,297,0.57502,266,3.68217
return,305,297,0.57502,265,3.66833
ask,305,250,0.48403,232,3.21152
though,304,300,0.58083,271,3.75138
flu,304,270,0.52275,237,3.28073
disinformation,304,298,0.57696,249,3.44684
become,303,300,0.58083,267,3.69601
albertans,302,287,0.55566,193,2.67165
politician,301,283,0.54792,245,3.39147
employee,301,275,0.53243,245,3.39147
late,300,274,0.53049,243,3.36379
democrat,300,285,0.55179,204,2.82392
seems,299,296,0.57309,265,3.66833
result,299,294,0.56922,258,3.57143
check,299,291,0.56341,250,3.46069
united,298,286,0.55373,251,3.47453
top,298,288,0.5576,264,3.65449
info,298,284,0.54985,229,3.16999
private,297,291,0.56341,254,3.51606
au,297,248,0.48015,119,1.64729
17,297,288,0.5576,250,3.46069
fighting,296,296,0.57309,162,2.24252
england,296,283,0.54792,217,3.00388
worse,295,286,0.55373,260,3.59911
closed,294,292,0.56534,260,3.59911
une,292,255,0.49371,115,1.59192
protection,292,275,0.53243,236,3.26689
player,292,245,0.47435,197,2.72702
killed,292,273,0.52856,248,3.433
given,292,291,0.56341,262,3.6268
etc,292,264,0.51113,242,3.34994
choice,292,261,0.50532,247,3.41916
80,292,285,0.55179,251,3.47453
healthy,291,277,0.5363,249,3.44684
30,291,284,0.54985,252,3.48837
serious,289,283,0.54792,248,3.433
paid,289,279,0.54017,250,3.46069
mixing,289,282,0.54598,241,3.3361
step,288,279,0.54017,247,3.41916
scientist,286,277,0.5363,240,3.32226
let,285,273,0.52856,242,3.34994
starting,284,284,0.54985,258,3.57143
kill,284,280,0.54211,246,3.40532
effort,284,279,0.54017,248,3.433
tweet,282,266,0.515,248,3.433
word,280,263,0.5092,241,3.3361
instead,280,276,0.53437,241,3.3361
abpoli,279,279,0.54017,164,2.27021
negative,278,276,0.53437,248,3.433
looking,278,274,0.53049,258,3.57143
lead,278,272,0.52662,255,3.5299
idea,278,269,0.52081,241,3.3361
pas,277,274,0.53049,238,3.29457
india,277,230,0.4453,153,2.11794
chance,277,259,0.50145,227,3.1423
longer,276,274,0.53049,252,3.48837
article,275,258,0.49952,196,2.71318
future,274,272,0.52662,246,3.40532
continues,274,274,0.53049,238,3.29457
australia,274,260,0.50339,213,2.9485
administered,274,266,0.515,212,2.93466
immune,273,262,0.50726,235,3.25305
behind,273,271,0.52469,246,3.40532
guy,272,254,0.49177,228,3.15615
called,272,269,0.52081,244,3.37763
worst,271,256,0.49564,225,3.11462
following,271,269,0.52081,232,3.21152
justintrudeau,270,269,0.52081,212,2.93466
amid,270,270,0.52275,231,3.19767
threat,269,260,0.50339,227,3.1423
shortage,269,247,0.47822,218,3.01772
reminder,269,268,0.51888,250,3.46069
increased,269,265,0.51307,240,3.32226
cuba,269,238,0.46079,164,2.27021
true,268,254,0.49177,228,3.15615
either,268,266,0.515,247,3.41916
distancing,268,265,0.51307,245,3.39147
there,266,255,0.49371,236,3.26689
local,266,248,0.48015,210,2.90698
entire,266,265,0.51307,250,3.46069
vote,265,252,0.4879,231,3.19767
south,264,252,0.4879,214,2.96235
calling,264,259,0.50145,234,3.2392
allowed,264,259,0.50145,244,3.37763
receive,263,259,0.50145,224,3.10078
whether,262,258,0.49952,233,3.22536
using,262,256,0.49564,227,3.1423
understand,262,256,0.49564,240,3.32226
chief,262,260,0.50339,235,3.25305
love,261,238,0.46079,216,2.99003
law,261,254,0.49177,231,3.19767
turn,260,251,0.48596,227,3.1423
40,259,259,0.50145,236,3.26689
deadly,258,256,0.49564,216,2.99003
vulnerable,257,250,0.48403,220,3.0454
athlete,257,237,0.45886,195,2.69934
ron,256,248,0.48015,173,2.3948
8,256,248,0.48015,218,3.01772
transmission,255,237,0.45886,188,2.60244
happening,255,249,0.48209,230,3.18383
condition,255,242,0.46854,219,3.03156
tomorrow,254,252,0.4879,217,3.00388
spike,254,249,0.48209,212,2.93466
pretty,253,247,0.47822,226,3.12846
moderna,252,239,0.46273,193,2.67165
talking,251,240,0.46467,222,3.07309
side,251,237,0.45886,211,2.92082
loss,251,248,0.48015,217,3.00388
antivaxxers,251,245,0.47435,201,2.78239
wage,250,234,0.45305,198,2.74086
shit,250,247,0.47822,222,3.07309
happened,250,239,0.46273,215,2.97619
anything,250,243,0.47047,221,3.05925
sense,249,242,0.46854,227,3.1423
table,248,228,0.44143,207,2.86545
matter,248,221,0.42788,207,2.86545
impact,248,247,0.47822,218,3.01772
announced,248,248,0.48015,216,2.99003
able,248,234,0.45305,226,3.12846
ontarians,247,227,0.4395,188,2.60244
star,246,243,0.47047,211,2.92082
mrna,246,219,0.42401,172,2.38095
jab,246,235,0.45499,181,2.50554
bill,246,223,0.43175,197,2.72702
run,245,242,0.46854,219,3.03156
force,245,228,0.44143,207,2.86545
covid19on,243,242,0.46854,119,1.64729
class,243,236,0.45692,217,3.00388
cent,243,193,0.37367,160,2.21484
blame,243,202,0.39109,188,2.60244
act,243,241,0.4666,220,3.0454
illness,242,235,0.45499,213,2.9485
economic,242,232,0.44918,202,2.79623
normal,241,234,0.45305,208,2.87929
mass,241,230,0.4453,201,2.78239
literally,241,239,0.46273,222,3.07309
governor,241,235,0.45499,173,2.3948
based,241,230,0.4453,204,2.82392
99,241,235,0.45499,212,2.93466
24,241,238,0.46079,203,2.81008
0,241,180,0.3485,156,2.15947
monday,240,237,0.45886,205,2.83776
area,240,231,0.44724,203,2.81008
university,239,226,0.43756,196,2.71318
court,239,230,0.4453,197,2.72702
agree,239,230,0.4453,207,2.86545
remain,238,237,0.45886,222,3.07309
try,237,234,0.45305,210,2.90698
throughout,237,237,0.45886,217,3.00388
parent,237,227,0.4395,201,2.78239
higher,237,224,0.43369,191,2.64396
cruise,237,204,0.39497,177,2.45017
cnn,237,235,0.45499,200,2.76855
air,237,211,0.40852,180,2.49169
warning,236,224,0.43369,200,2.76855
pa,236,209,0.40465,107,1.48117
majority,236,231,0.44724,205,2.83776
conspiracy,236,222,0.42982,195,2.69934
caused,236,232,0.44918,210,2.90698
campaign,236,232,0.44918,211,2.92082
bed,236,226,0.43756,199,2.75471
60,236,224,0.43369,205,2.83776
set,235,233,0.45111,208,2.87929
leadership,235,233,0.45111,205,2.83776
indoors,235,227,0.4395,196,2.71318
gov,235,231,0.44724,202,2.79623
education,235,221,0.42788,184,2.54707
biggest,234,232,0.44918,176,2.43632
weve,232,218,0.42207,201,2.78239
four,232,230,0.4453,208,2.87929
weekend,231,218,0.42207,196,2.71318
prevent,231,222,0.42982,192,2.65781
manitoba,231,227,0.4395,141,1.95183
longterm,231,228,0.44143,207,2.86545
interest,231,227,0.4395,198,2.74086
responsible,230,213,0.41239,196,2.71318
ppl,230,203,0.39303,176,2.43632
failure,230,199,0.38529,185,2.56091
dead,230,208,0.40271,182,2.51938
climate,230,220,0.42594,195,2.69934
strategy,229,226,0.43756,199,2.75471
general,229,224,0.43369,194,2.68549
worked,228,218,0.42207,197,2.72702
vaccinate,228,224,0.43369,203,2.81008
22,228,226,0.43756,183,2.53322
trust,227,212,0.41045,187,2.58859
israel,227,209,0.40465,179,2.47785
booster,227,221,0.42788,197,2.72702
lying,226,206,0.39884,177,2.45017
history,226,221,0.42788,198,2.74086
claim,226,223,0.43175,194,2.68549
beginning,226,226,0.43756,213,2.9485
alabama,226,190,0.36786,161,2.22868
probably,225,217,0.42014,202,2.79623
greene,225,200,0.38722,148,2.04873
citizen,225,213,0.41239,183,2.53322
provide,224,222,0.42982,199,2.75471
politics,224,223,0.43175,209,2.89313
hear,224,201,0.38916,191,2.64396
whole,222,219,0.42401,206,2.85161
seriously,222,214,0.41433,199,2.75471
september,222,219,0.42401,196,2.71318
common,222,211,0.40852,196,2.71318
angeles,222,197,0.38141,177,2.45017
online,221,214,0.41433,182,2.51938
missouri,221,218,0.42207,172,2.38095
key,221,219,0.42401,192,2.65781
food,221,206,0.39884,181,2.50554
absolutely,221,219,0.42401,201,2.78239
nursing,220,210,0.40658,176,2.43632
hold,220,218,0.42207,203,2.81008
est,220,194,0.37561,108,1.49502
advice,220,211,0.40852,194,2.68549
listen,219,214,0.41433,195,2.69934
exactly,219,219,0.42401,203,2.81008
cbc,219,214,0.41433,158,2.18715
90,219,218,0.42207,201,2.78239
trial,218,204,0.39497,145,2.0072
treatment,218,204,0.39497,179,2.47785
relief,218,216,0.4182,184,2.54707
l,218,183,0.35431,101,1.39812
kind,218,214,0.41433,198,2.74086
join,218,218,0.42207,197,2.72702
fire,218,211,0.40852,191,2.64396
running,217,212,0.41045,198,2.74086
harm,217,208,0.40271,189,2.61628
arent,217,207,0.40077,191,2.64396
sur,216,185,0.35818,96,1.3289
officer,216,212,0.41045,179,2.47785
message,216,212,0.41045,196,2.71318
essential,216,184,0.35624,163,2.25637
dans,216,189,0.36592,106,1.46733
ban,216,200,0.38722,182,2.51938
stupid,215,181,0.35044,163,2.25637
older,214,208,0.40271,164,2.27021
especially,214,214,0.41433,199,2.75471
door,214,194,0.37561,180,2.49169
benefit,214,205,0.3969,188,2.60244
avoid,214,211,0.40852,191,2.64396
opinion,213,211,0.40852,187,2.58859
mental,213,181,0.35044,151,2.09025
