Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
15,white,3083,3002,1530
15,house,3219,3143,1494
15,vaccine,4275,3628,1750
15,dr,3475,3311,1597
15,response,7908,7587,2486
15,trump,37457,31590,3811
15,disease,5618,5218,2383
15,fauci,1904,1747,885
15,expert,4633,4476,1957
15,cut,3357,2976,1555
15,scientist,2234,2194,1411
15,year,4639,4278,2218
15,infectious,1350,1250,838
15,government,7126,6516,2759
15,director,1495,1433,916
