Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
end,992,950,2.29142,759,10.71277
le,990,767,1.85002,481,6.78899
said,978,933,2.25042,680,9.59774
news,975,930,2.24318,657,9.27311
good,974,943,2.27454,744,10.50106
kid,962,795,1.91756,576,8.12985
US,961,888,2.14188,634,8.94848
hospital,942,853,2.05745,616,8.69442
fordnation,939,928,2.23836,532,7.50882
ford,931,852,2.05504,556,7.84757
risk,930,832,2.0068,629,8.87791
number,928,845,2.03816,644,9.08963
care,926,862,2.07916,646,9.11785
shot,919,773,1.86449,587,8.28511
bc,916,817,1.97062,409,5.77276
could,893,874,2.10811,690,9.73888
help,873,816,1.96821,631,8.90614
trump,851,735,1.77284,491,6.93013
never,847,808,1.94891,610,8.60974
plan,842,798,1.92479,609,8.59562
every,842,805,1.94168,656,9.259
test,838,729,1.75836,538,7.59351
thing,835,797,1.92238,644,9.08963
show,833,825,1.98992,650,9.17431
alberta,824,759,1.83072,424,5.98447
rate,818,761,1.83555,579,8.17219
much,816,796,1.91997,650,9.17431
think,814,787,1.89826,631,8.90614
stay,813,761,1.83555,624,8.80734
got,805,754,1.81866,642,9.0614
update,804,772,1.86208,499,7.04305
going,800,769,1.85484,640,9.03317
patient,797,696,1.67877,521,7.35356
family,785,719,1.73424,603,8.51094
well,784,733,1.76801,618,8.72265
premier,781,705,1.70048,534,7.53705
getting,779,716,1.72701,597,8.42625
12,771,733,1.76801,532,7.50882
keep,763,740,1.7849,615,8.68031
way,761,726,1.75113,596,8.41214
wave,761,683,1.64741,505,7.12773
received,760,701,1.69083,548,7.73465
open,754,690,1.66429,552,7.79111
3,737,703,1.69565,558,7.87579
come,718,701,1.69083,582,8.21454
another,715,702,1.69324,583,8.22865
safe,714,673,1.62329,553,7.80522
community,713,657,1.5847,542,7.64996
two,705,684,1.64982,552,7.79111
ableg,705,697,1.68118,311,4.38956
worker,702,630,1.51957,490,6.91602
science,699,664,1.60158,510,7.19831
breaking,697,692,1.66912,540,7.62174
everyone,680,657,1.5847,538,7.59351
doctor,680,612,1.47616,475,6.7043
data,677,638,1.53887,474,6.69019
2020,673,651,1.57023,502,7.08539
look,671,627,1.51234,509,7.18419
medium,670,631,1.52199,463,6.53493
due,656,629,1.51716,512,7.22653
really,650,595,1.43515,496,7.00071
outbreak,650,593,1.43033,438,6.18207
spread,648,630,1.51957,521,7.35356
medical,639,600,1.44721,459,6.47848
yet,638,624,1.5051,518,7.31122
restriction,636,611,1.47375,492,6.94425
please,636,604,1.45686,477,6.73253
job,636,590,1.42309,500,7.05716
state,635,600,1.44721,465,6.56316
fully,634,598,1.44239,501,7.07128
uk,633,590,1.42309,394,5.56104
total,629,543,1.30973,352,4.96824
made,628,609,1.46892,510,7.19831
expert,625,600,1.44721,486,6.85956
order,621,592,1.42792,469,6.61962
support,620,584,1.40862,507,7.15596
big,616,586,1.41344,500,7.05716
response,611,592,1.42792,494,6.97248
minister,606,550,1.32661,407,5.74453
american,596,543,1.30973,415,5.85745
live,594,578,1.39415,451,6.36556
icu,594,542,1.30732,389,5.49047
pfizer,585,547,1.31938,449,6.33733
2nd,585,508,1.22531,426,6.0127
india,583,514,1.23978,325,4.58716
next,581,573,1.38209,497,7.01482
great,580,553,1.33385,479,6.76076
died,579,536,1.29284,433,6.1115
business,577,518,1.24943,431,6.08327
stop,573,535,1.29043,432,6.09739
call,569,538,1.29767,462,6.52082
reported,567,534,1.28802,390,5.50459
must,562,544,1.31214,467,6.59139
book,562,494,1.19154,353,4.98236
long,559,530,1.27837,459,6.47848
part,558,541,1.3049,463,6.53493
active,554,498,1.20119,323,4.55893
4,553,520,1.25425,432,6.09739
2021,553,540,1.30249,386,5.44813
study,551,514,1.23978,384,5.4199
official,549,542,1.30732,373,5.26464
question,543,516,1.2446,416,5.87156
read,542,534,1.28802,453,6.39379
doug,540,513,1.23737,384,5.4199
quarantine,539,433,1.04441,346,4.88356
toronto,535,501,1.20842,366,5.16584
least,534,503,1.21325,421,5.94213
better,534,523,1.26149,455,6.42202
10,533,524,1.2639,447,6.3091
student,531,483,1.16501,394,5.56104
continue,526,515,1.24219,447,6.3091
delta,525,502,1.21083,369,5.20819
rule,524,485,1.16983,384,5.4199
city,516,447,1.07817,347,4.89767
5,513,499,1.2036,428,6.04093
lost,512,479,1.15536,410,5.78687
hotel,512,432,1.04199,338,4.77064
reporting,511,486,1.17224,351,4.95413
bcpoli,511,511,1.23254,196,2.76641
et,508,408,0.9841,213,3.00635
age,508,459,1.10712,345,4.86944
theory,507,444,1.07094,338,4.77064
place,502,493,1.18913,428,6.04093
scientist,501,466,1.124,384,5.4199
biden,496,459,1.10712,341,4.81299
story,495,467,1.12641,390,5.50459
research,495,468,1.12883,343,4.84121
watch,494,467,1.12641,378,5.33522
per,494,451,1.08782,339,4.78476
global,494,476,1.14812,388,5.47636
start,493,486,1.17224,427,6.02682
manitoba,490,456,1.09988,286,4.0367
fact,485,469,1.13124,390,5.50459
liberal,483,457,1.10229,328,4.6295
clinic,483,411,0.99134,303,4.27664
told,482,445,1.07335,366,5.16584
population,478,461,1.11194,382,5.39167
federal,478,465,1.12159,382,5.39167
wear,476,450,1.08541,375,5.29287
chinese,472,437,1.05405,325,4.58716
without,469,452,1.09023,389,5.49047
email,468,437,1.05405,306,4.31898
infection,467,440,1.06129,341,4.81299
use,458,443,1.06853,368,5.19407
give,457,447,1.07817,390,5.50459
enough,457,434,1.04682,374,5.27876
appointment,457,387,0.93345,281,3.96613
origin,455,432,1.04199,327,4.61538
across,451,451,1.08782,383,5.40579
ottawa,449,417,1.00581,296,4.17784
evidence,448,434,1.04682,337,4.75653
reason,447,439,1.05888,363,5.1235
system,446,426,1.02752,352,4.96824
done,446,438,1.05647,389,5.49047
measure,441,435,1.04923,370,5.2223
leader,441,432,1.04199,356,5.0247
positive,437,419,1.01064,334,4.71418
govt,437,390,0.94069,320,4.51658
leak,436,406,0.97928,289,4.07904
free,433,398,0.95998,346,4.88356
emergency,432,384,0.92622,331,4.67184
thank,431,417,1.00581,366,5.16584
full,431,425,1.02511,362,5.10939
education,430,359,0.86592,270,3.81087
kenney,428,392,0.94551,242,3.41567
working,427,418,1.00822,369,5.20819
tell,424,410,0.98893,361,5.09527
mean,424,418,1.00822,378,5.33522
party,423,394,0.95034,331,4.67184
including,419,412,0.99375,344,4.85533
decision,417,397,0.95757,339,4.78476
reopening,416,406,0.97928,345,4.86944
find,416,402,0.96963,345,4.86944
put,415,410,0.98893,352,4.96824
social,414,403,0.97204,347,4.89767
past,414,406,0.97928,348,4.91179
ever,414,409,0.98652,348,4.91179
anyone,411,410,0.98893,352,4.96824
latest,409,405,0.97687,322,4.54481
far,409,402,0.96963,331,4.67184
already,409,408,0.9841,349,4.9259
member,408,395,0.95275,352,4.96824
crisis,408,394,0.95034,318,4.48836
pm,407,376,0.90692,303,4.27664
person,407,393,0.94792,337,4.75653
onted,407,407,0.98169,240,3.38744
thousand,406,382,0.92139,339,4.78476
cant,406,383,0.9238,341,4.81299
daily,405,397,0.95757,336,4.74241
testing,401,354,0.85386,300,4.2343
adult,397,378,0.91174,302,4.26253
7,397,392,0.94551,323,4.55893
away,394,385,0.92863,352,4.96824
staff,389,367,0.88521,310,4.37544
lie,387,348,0.83938,296,4.17784
money,386,368,0.88762,314,4.4319
saying,385,364,0.87798,327,4.61538
jkenney,384,364,0.87798,230,3.24629
used,382,363,0.87556,306,4.31898
high,381,373,0.89968,328,4.6295
travel,380,355,0.85627,298,4.20607
fighting,380,369,0.89004,133,1.87721
15,380,363,0.87556,311,4.38956
change,379,361,0.87074,326,4.60127
around,379,376,0.90692,314,4.4319
coming,378,372,0.89727,338,4.77064
cdc,378,362,0.87315,281,3.96613
conservative,377,330,0.79597,268,3.78264
border,376,344,0.82974,288,4.06493
ago,376,360,0.86833,313,4.41778
trying,375,360,0.86833,321,4.5307
resident,371,349,0.8418,292,4.12138
lot,370,360,0.86833,317,4.47424
disease,370,357,0.86109,291,4.10727
6,370,357,0.86109,317,4.47424
young,369,335,0.80803,288,4.06493
thats,369,359,0.86592,311,4.38956
nothing,369,357,0.86109,324,4.57304
billion,369,332,0.80079,285,4.02258
20,368,360,0.86833,326,4.60127
political,367,353,0.85144,305,4.30487
point,365,361,0.87074,309,4.36133
friend,364,354,0.85386,323,4.55893
70,364,354,0.85386,307,4.3331
region,361,298,0.71878,240,3.38744
hard,360,341,0.8225,305,4.30487
remember,358,342,0.82491,313,4.41778
level,357,342,0.82491,286,4.0367
summer,356,343,0.82732,306,4.31898
election,356,327,0.78873,286,4.0367
truth,355,326,0.78632,270,3.81087
18,355,352,0.84903,302,4.26253
old,351,336,0.81044,294,4.14961
policy,350,332,0.80079,295,4.16373
group,350,342,0.82491,291,4.10727
wrong,348,327,0.78873,297,4.19195
moderna,348,334,0.80562,286,4.0367
human,348,327,0.78873,292,4.12138
national,347,344,0.82974,297,4.19195
issue,346,327,0.78873,292,4.12138
woman,344,310,0.74773,264,3.72618
control,343,319,0.76943,273,3.85321
almost,343,340,0.82009,290,4.09315
thanks,342,336,0.81044,306,4.31898
making,342,338,0.81526,308,4.34721
stigma,341,281,0.67778,34,0.47989
hope,338,330,0.79597,307,4.3331
date,338,324,0.78149,285,4.02258
instead,337,330,0.79597,284,4.00847
protect,336,321,0.77426,282,3.98024
economy,336,306,0.73808,270,3.81087
america,336,318,0.76702,255,3.59915
face,334,317,0.76461,269,3.79675
best,334,325,0.78391,291,4.10727
real,332,318,0.76702,276,3.89555
14,332,328,0.79114,288,4.06493
pay,330,301,0.72602,274,3.86733
mental,330,304,0.73325,253,3.57092
important,330,326,0.78632,286,4.0367
abpoli,330,321,0.77426,181,2.55469
transmission,327,304,0.73325,259,3.65561
pour,326,263,0.63436,136,1.91955
vote,325,293,0.70672,254,3.58504
effective,325,288,0.69466,234,3.30275
didnt,325,305,0.73567,268,3.78264
lowest,324,295,0.71155,244,3.4439
early,324,314,0.75737,282,3.98024
administered,324,297,0.71637,216,3.04869
astrazeneca,323,303,0.73084,256,3.61327
actually,323,320,0.77185,285,4.02258
likely,322,310,0.74773,263,3.71207
among,322,297,0.71637,261,3.68384
1st,322,300,0.72361,262,3.69795
un,321,276,0.66572,170,2.39944
possible,321,315,0.75979,285,4.02258
average,320,284,0.68501,210,2.96401
100,319,315,0.75979,270,3.81087
safety,318,304,0.73325,269,3.79675
freedom,318,297,0.71637,229,3.23218
claim,318,302,0.72843,267,3.76853
mrna,317,302,0.72843,252,3.55681
justintrudeau,317,316,0.7622,236,3.33098
believe,317,301,0.72602,266,3.75441
share,316,311,0.75014,258,3.6415
given,315,310,0.74773,275,3.88144
information,313,299,0.72119,256,3.61327
cause,311,307,0.74049,265,3.7403
hospitalization,308,293,0.70672,249,3.51447
eligible,308,301,0.72602,254,3.58504
service,307,290,0.69949,252,3.55681
24,307,296,0.71396,256,3.61327
thread,304,300,0.72361,260,3.66972
sure,303,298,0.71878,271,3.82498
called,303,299,0.72119,275,3.88144
true,302,299,0.72119,266,3.75441
provincial,302,294,0.70913,255,3.59915
president,302,288,0.69466,241,3.40155
yesterday,300,293,0.70672,266,3.75441
seen,300,295,0.71155,260,3.66972
result,300,289,0.69707,250,3.52858
always,300,290,0.69949,264,3.72618
top,299,297,0.71637,273,3.85321
someone,299,280,0.67537,244,3.4439
found,298,294,0.70913,264,3.72618
took,297,292,0.70431,248,3.50035
9,297,292,0.70431,254,3.58504
effect,296,282,0.68019,236,3.33098
taking,295,293,0.70672,263,3.71207
du,295,258,0.6223,134,1.89132
centre,295,258,0.6223,212,2.99224
needed,294,275,0.66331,244,3.4439
together,293,286,0.68984,249,3.51447
came,293,278,0.67054,252,3.55681
parent,292,275,0.66331,230,3.24629
everything,292,285,0.68743,256,3.61327
single,290,281,0.67778,257,3.62738
learning,290,262,0.63195,230,3.24629
reopen,289,270,0.65125,233,3.28864
post,289,278,0.67054,249,3.51447
13,289,289,0.69707,261,3.68384
might,288,274,0.66089,251,3.5427
according,288,288,0.69466,254,3.58504
w,287,258,0.6223,218,3.07692
recovery,287,276,0.66572,231,3.26041
nation,287,282,0.68019,237,3.3451
chief,286,284,0.68501,243,3.42978
treatment,285,275,0.66331,217,3.06281
account,285,266,0.6416,220,3.10515
weekend,284,273,0.65848,236,3.33098
teacher,284,261,0.62954,227,3.20395
set,284,275,0.66331,246,3.47212
return,284,275,0.66331,255,3.59915
conspiracy,284,243,0.58612,219,3.09104
others,282,275,0.66331,247,3.48624
low,282,263,0.63436,238,3.35921
fear,282,267,0.64401,215,3.03458
albertans,282,274,0.66089,193,2.72406
announced,280,279,0.67295,231,3.26041
man,279,264,0.63677,231,3.26041
contact,279,258,0.6223,207,2.92167
line,278,272,0.65607,237,3.3451
increase,278,266,0.6416,238,3.35921
count,278,269,0.64883,235,3.31687
zero,277,254,0.61265,226,3.18984
officer,277,268,0.64642,238,3.35921
entire,277,277,0.66813,244,3.4439
clear,277,273,0.65848,246,3.47212
something,276,269,0.64883,251,3.5427
sick,276,265,0.63919,237,3.3451
plus,276,246,0.59336,175,2.47001
left,276,269,0.64883,244,3.4439
die,276,246,0.59336,203,2.86521
article,276,267,0.64401,191,2.69584
talk,275,270,0.65125,243,3.42978
follow,275,261,0.62954,237,3.3451
bad,275,255,0.61507,232,3.27452
access,275,269,0.64883,246,3.47212
team,274,267,0.64401,248,3.50035
source,272,259,0.62471,224,3.16161
fight,272,268,0.64642,231,3.26041
lead,271,265,0.63919,238,3.35921
drop,271,270,0.65125,243,3.42978
air,270,242,0.58371,204,2.87932
soon,269,266,0.6416,252,3.55681
tested,268,260,0.62713,217,3.06281
paid,268,245,0.59095,219,3.09104
impact,268,260,0.62713,230,3.24629
hit,268,261,0.62954,238,3.35921
able,267,264,0.63677,243,3.42978
check,266,250,0.60301,226,3.18984
march,265,259,0.62471,235,3.31687
thought,264,257,0.61989,232,3.27452
receive,264,242,0.58371,224,3.16161
politician,264,251,0.60542,216,3.04869
allowed,264,249,0.60059,225,3.17572
problem,263,245,0.59095,229,3.23218
learn,263,260,0.62713,217,3.06281
effort,263,256,0.61748,225,3.17572
nearly,261,256,0.61748,228,3.21807
using,260,259,0.62471,228,3.21807
threat,260,235,0.56683,217,3.06281
available,260,250,0.60301,211,2.97812
worst,259,253,0.61024,226,3.18984
serious,259,251,0.60542,223,3.14749
power,258,240,0.57889,216,3.04869
record,257,246,0.59336,202,2.85109
looking,257,249,0.60059,234,3.30275
epidemic,257,238,0.57406,199,2.80875
covid19ab,257,257,0.61989,142,2.00423
behind,257,249,0.60059,225,3.17572
visit,256,254,0.61265,215,3.03458
third,256,252,0.60783,226,3.18984
program,256,245,0.59095,213,3.00635
local,256,247,0.59577,215,3.03458
september,255,248,0.59818,222,3.13338
guy,255,243,0.58612,226,3.18984
close,255,247,0.59577,230,3.24629
25,253,252,0.60783,220,3.10515
word,252,243,0.58612,209,2.94989
white,252,240,0.57889,210,2.96401
individual,252,247,0.59577,210,2.96401
blame,252,225,0.5427,210,2.96401
house,251,244,0.58853,226,3.18984
court,251,236,0.56924,196,2.76641
yes,249,246,0.59336,216,3.04869
isnt,249,241,0.5813,226,3.18984
three,247,243,0.58612,206,2.90755
supply,247,238,0.57406,194,2.73818
love,246,231,0.55718,212,2.99224
healthcare,246,234,0.56441,197,2.78052
april,246,241,0.5813,219,3.09104
jail,245,203,0.48964,130,1.83486
investigation,245,237,0.57165,202,2.85109
flu,245,204,0.49205,173,2.44178
80,245,243,0.58612,213,3.00635
immunity,244,218,0.52582,192,2.70995
folk,244,238,0.57406,213,3.00635
dangerous,244,242,0.58371,224,3.16161
side,243,222,0.53547,207,2.92167
happened,243,240,0.57889,214,3.02047
despite,243,243,0.58612,206,2.90755
confirmed,243,234,0.56441,186,2.62526
concern,243,236,0.56924,201,2.83698
8,242,237,0.57165,206,2.90755
tax,241,215,0.51858,187,2.63938
event,241,226,0.54512,197,2.78052
twitter,240,225,0.5427,191,2.69584
info,240,235,0.56683,176,2.48412
hour,240,234,0.56441,207,2.92167
drug,240,217,0.52341,184,2.59704
based,240,236,0.56924,214,3.02047
small,239,226,0.54512,213,3.00635
indian,239,226,0.54512,174,2.45589
game,239,224,0.54029,206,2.90755
funding,238,225,0.5427,196,2.76641
fall,238,236,0.56924,216,3.04869
hand,237,220,0.53064,206,2.90755
hospitalized,236,230,0.55476,179,2.52646
feel,236,229,0.55235,215,3.03458
went,235,232,0.55959,217,3.06281
police,235,196,0.47276,153,2.15949
longer,235,229,0.55235,201,2.83698
ask,235,226,0.54512,199,2.80875
sarscov2,234,228,0.54994,190,2.68172
lied,234,199,0.47999,171,2.41355
failure,234,223,0.53788,198,2.79464
unvaccinated,233,224,0.54029,205,2.89344
hold,233,228,0.54994,214,3.02047
institute,232,229,0.55235,185,2.61115
dead,232,213,0.51376,188,2.65349
calling,232,232,0.55959,214,3.02047
release,231,228,0.54994,196,2.76641
nova,231,220,0.53064,123,1.73606
following,231,226,0.54512,195,2.75229
anything,231,224,0.54029,199,2.80875
tweet,230,224,0.54029,193,2.72406
ltc,230,179,0.43175,153,2.15949
half,230,222,0.53547,203,2.86521
failed,230,219,0.52823,198,2.79464
started,229,226,0.54512,212,2.99224
else,229,223,0.53788,207,2.92167
attack,229,189,0.45587,176,2.48412
provide,228,225,0.5427,195,2.75229
protest,228,219,0.52823,179,2.52646
online,228,214,0.51617,188,2.65349
august,228,181,0.43658,170,2.39944
worth,227,223,0.53788,201,2.83698
save,227,219,0.52823,204,2.87932
action,227,216,0.521,200,2.82287
vax,226,208,0.5017,164,2.31475
jason,226,210,0.50652,156,2.20183
class,226,211,0.50894,201,2.83698
little,225,218,0.52582,201,2.83698
au,225,204,0.49205,94,1.32675
tomorrow,224,224,0.54029,211,2.97812
table,224,221,0.53306,195,2.75229
move,224,221,0.53306,211,2.97812
maybe,224,216,0.521,206,2.90755
16,224,222,0.53547,202,2.85109
fine,223,207,0.49929,185,2.61115
doesnt,223,217,0.52341,198,2.79464
closed,223,217,0.52341,203,2.86521
become,223,221,0.53306,206,2.90755
sign,222,220,0.53064,190,2.68172
related,222,220,0.53064,199,2.80875
document,222,217,0.52341,191,2.69584
let,219,207,0.49929,194,2.73818
l,219,179,0.43175,100,1.41143
aid,219,205,0.49446,164,2.31475
senior,218,196,0.47276,168,2.37121
office,218,214,0.51617,200,2.82287
g7,218,208,0.5017,185,2.61115
cbc,218,214,0.51617,156,2.20183
30,218,213,0.51376,192,2.70995
wait,217,210,0.50652,194,2.73818
trust,217,196,0.47276,182,2.56881
relief,217,207,0.49929,185,2.61115
worse,216,204,0.49205,192,2.70995
law,216,183,0.4414,168,2.37121
demand,216,209,0.50411,189,2.66761
answer,216,208,0.5017,199,2.80875
youre,215,198,0.47758,177,2.49824
video,215,211,0.50894,178,2.51235
normal,215,214,0.51617,192,2.70995
starting,214,208,0.5017,193,2.72406
saturday,214,212,0.51135,175,2.47001
list,214,209,0.50411,183,2.58292
force,214,213,0.51376,202,2.85109
deadly,214,201,0.48482,169,2.38532
july,213,202,0.48723,189,2.66761
dollar,213,206,0.49688,180,2.54058
created,213,203,0.48964,181,2.55469
bill,212,205,0.49446,182,2.56881
absolutely,212,212,0.51135,201,2.83698
justin,211,190,0.45828,153,2.15949
understand,210,206,0.49688,192,2.70995
history,210,202,0.48723,187,2.63938
hear,210,207,0.49929,191,2.69584
worked,209,200,0.4824,189,2.66761
join,209,207,0.49929,184,2.59704
economic,209,193,0.46552,176,2.48412
youth,208,187,0.45105,158,2.23006
matter,208,194,0.46793,180,2.54058
living,208,205,0.49446,192,2.70995
hundred,208,207,0.49929,191,2.69584
heart,208,201,0.48482,180,2.54058
strain,207,201,0.48482,176,2.48412
quebec,207,201,0.48482,147,2.07481
lying,207,200,0.4824,165,2.32886
company,207,194,0.46793,172,2.42766
british,207,204,0.49205,157,2.21595
scientific,206,200,0.4824,170,2.39944
jab,206,189,0.45587,151,2.13126
wont,205,200,0.4824,191,2.69584
ucp,205,195,0.47034,129,1.82075
etc,205,183,0.4414,172,2.42766
mass,204,196,0.47276,173,2.44178
critical,204,203,0.48964,170,2.39944
act,204,200,0.4824,178,2.51235
distancing,203,203,0.48964,190,2.68172
outside,202,197,0.47517,182,2.56881
40,201,193,0.46552,175,2.47001
though,200,198,0.47758,185,2.61115
protection,200,183,0.4414,151,2.13126
ccp,200,170,0.41004,139,1.96189
biggest,200,198,0.47758,174,2.45589
area,200,192,0.46311,177,2.49824
wearing,198,191,0.4607,181,2.55469
cut,198,190,0.45828,172,2.42766
spreading,197,195,0.47034,180,2.54058
gave,197,191,0.4607,178,2.51235
detail,197,196,0.47276,161,2.27241
deal,197,195,0.47034,185,2.61115
50,197,194,0.46793,178,2.51235
voted,196,155,0.37386,143,2.01835
opening,196,195,0.47034,183,2.58292
est,196,176,0.42452,115,1.62315
avoid,196,185,0.44622,159,2.24418
natural,195,188,0.45346,167,2.35709
major,195,195,0.47034,179,2.52646
future,195,194,0.46793,183,2.58292
friday,195,191,0.4607,173,2.44178
different,195,183,0.4414,172,2.42766
60,195,194,0.46793,174,2.45589
une,194,178,0.42934,103,1.45378
scotia,194,189,0.45587,114,1.60903
potential,194,193,0.46552,164,2.31475
winnipeg,193,182,0.43899,145,2.04658
there,193,189,0.45587,179,2.52646
restaurant,193,178,0.42934,151,2.13126
asking,193,188,0.45346,172,2.42766
2019,193,181,0.43658,155,2.18772
workplace,192,186,0.44864,171,2.41355
listen,192,187,0.45105,159,2.24418
knew,192,183,0.4414,168,2.37121
asked,192,191,0.4607,179,2.52646
along,192,191,0.4607,168,2.37121
view,191,188,0.45346,126,1.77841
spent,191,177,0.42693,166,2.34298
seems,191,189,0.45587,179,2.52646
employee,191,185,0.44622,167,2.35709
war,190,179,0.43175,168,2.37121
term,190,179,0.43175,162,2.28652
peel,190,174,0.41969,151,2.13126
turn,189,181,0.43658,167,2.35709
healthy,189,188,0.45346,143,2.01835
especially,189,189,0.45587,173,2.44178
b1617,189,187,0.45105,156,2.20183
usa,188,165,0.39798,123,1.73606
step,188,184,0.44381,166,2.34298
kind,188,186,0.44864,171,2.41355
he,188,170,0.41004,161,2.27241
cost,188,171,0.41246,154,2.17361
additional,188,180,0.43416,155,2.18772
whole,187,183,0.4414,172,2.42766
message,187,177,0.42693,155,2.18772
huge,187,186,0.44864,162,2.28652
happen,187,184,0.44381,172,2.42766
theyre,186,178,0.42934,166,2.34298
special,186,173,0.41728,163,2.30064
remain,186,181,0.43658,173,2.44178
night,186,183,0.4414,173,2.44178
here,186,185,0.44622,163,2.30064
happy,186,185,0.44622,177,2.49824
food,186,166,0.4004,153,2.15949
continues,186,186,0.44864,172,2.42766
sflecce,185,182,0.43899,150,2.11715
opinion,185,181,0.43658,156,2.20183
nurse,185,162,0.39075,143,2.01835
key,185,184,0.44381,172,2.42766
criminal,185,180,0.43416,153,2.15949
united,184,184,0.44381,165,2.32886
try,184,184,0.44381,177,2.49824
passport,184,171,0.41246,145,2.04658
funded,184,181,0.43658,154,2.17361
current,184,181,0.43658,153,2.15949
ticket,183,109,0.26291,98,1.3832
positivity,183,176,0.42452,140,1.97601
link,183,179,0.43175,154,2.17361
gain,183,182,0.43899,156,2.20183
forward,183,180,0.43416,165,2.32886
within,182,181,0.43658,172,2.42766
name,182,173,0.41728,150,2.11715
interview,182,179,0.43175,152,2.14538
challenge,182,177,0.42693,149,2.10303
seriously,181,177,0.42693,171,2.41355
ndp,181,172,0.41487,146,2.06069
gov,181,175,0.4221,155,2.18772
throughout,180,179,0.43175,168,2.37121
taken,180,180,0.43416,167,2.35709
rest,180,180,0.43416,163,2.30064
pa,180,154,0.37145,99,1.39732
calgary,180,177,0.42693,116,1.63726
currently,179,174,0.41969,150,2.11715
stupid,178,171,0.41246,161,2.27241
stayathome,178,177,0.42693,156,2.20183
mandate,178,175,0.4221,150,2.11715
lower,178,177,0.42693,157,2.21595
experience,178,175,0.4221,143,2.01835
sur,177,155,0.37386,77,1.0868
rather,177,173,0.41728,160,2.25829
ivermectin,177,153,0.36904,105,1.482
higher,177,159,0.38351,144,2.03246
dying,177,169,0.40763,154,2.17361
cover,177,177,0.42693,169,2.38532
31,177,176,0.42452,149,2.10303
panel,176,161,0.38834,145,2.04658
chance,176,172,0.41487,156,2.20183
approved,176,170,0.41004,145,2.04658
whether,175,168,0.40522,161,2.27241
virology,175,175,0.4221,142,2.00423
researcher,175,173,0.41728,161,2.27241
moving,175,175,0.4221,158,2.23006
gathering,175,168,0.40522,160,2.25829
finally,175,167,0.40281,161,2.27241
exactly,175,174,0.41969,164,2.31475
run,174,171,0.41246,163,2.30064
montreal,174,153,0.36904,117,1.65138
infected,174,163,0.39316,150,2.11715
