Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
14,question,5204,4867,2632
14,federal,7401,7121,2841
14,celliottability,2552,2515,910
14,money,5988,5524,2718
15,worker,11993,10766,3867
15,school,17185,13455,3922
15,care,19698,17716,4997
15,thank,4621,4491,2631
15,pandemic,65562,63622,9499
15,healthcare,6566,6144,2549
15,child,5580,4872,2393
15,wearamask,2943,2904,1419
15,kid,4989,4384,2380
15,community,8154,7855,3408
15,support,10865,10008,4093
15,student,3638,3259,1706
15,food,3764,3481,2019
15,relief,5597,5122,2042
15,help,14238,13433,4925
