Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
15,fordnation,7466,7284,1999
15,fauci,1372,1265,800
15,celliottability,1172,1138,472
15,fordfailedontario,768,768,314
15,dr,4594,4294,2122
15,covid19ontario,1571,1571,606
15,blame,1290,1113,759
15,trust,907,858,688
15,bcpoli,2044,2037,435
15,votefordout2022,951,721,267
15,randyhillier,538,532,232
15,lying,1419,1162,822
