Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
rate,3310,2965,1.25047,1708,13.42662
rule,3285,3089,1.30277,1754,13.78822
really,3284,3103,1.30868,1904,14.96738
update,3276,3150,1.3285,1415,11.12334
story,3273,3001,1.26566,1712,13.45806
official,3269,3019,1.27325,1672,13.14362
tell,3246,3104,1.3091,1850,14.54288
house,3242,3015,1.27156,1566,12.31035
10,3222,3147,1.32723,1932,15.18749
give,3208,3109,1.31121,1867,14.67652
lost,3205,3058,1.2897,1717,13.49737
medium,3187,2974,1.25427,1622,12.75057
sign,3178,3028,1.27704,1430,11.24125
per,3162,2800,1.18089,1600,12.57763
next,3156,3103,1.30868,1887,14.83374
long,3121,3037,1.28084,1875,14.73941
enough,3121,2871,1.21083,1715,13.48164
better,3112,3020,1.27367,1823,14.33063
job,3103,2932,1.23656,1721,13.52881
nothing,3090,2932,1.23656,1703,13.38731
part,3047,2812,1.18595,1780,13.99261
crisis,3027,2919,1.23107,1651,12.97854
politician,3011,2854,1.20366,1603,12.60121
friend,3004,2793,1.17793,1705,13.40303
eve,2999,2899,1.22264,1816,14.27561
around,2989,2928,1.23487,1810,14.22844
read,2985,2935,1.23782,1798,14.13411
community,2976,2824,1.19101,1645,12.93137
plan,2975,2739,1.15516,1668,13.11218
5,2974,2903,1.22433,1778,13.97689
reported,2955,2707,1.14166,1403,11.02901
great,2939,2884,1.21631,1804,14.18128
video,2936,2825,1.19143,1670,13.1279
open,2929,2757,1.16275,1677,13.18293
2021,2909,2828,1.1927,1826,14.35422
tested,2898,2569,1.08346,1510,11.87014
person,2889,2703,1.13998,1714,13.47378
flight,2866,2693,1.13576,1410,11.08403
party,2865,2753,1.16106,1658,13.03357
big,2864,2775,1.17034,1747,13.7332
risk,2842,2666,1.12437,1609,12.64838
done,2838,2734,1.15305,1693,13.3087
protect,2798,2598,1.09569,1611,12.6641
medical,2792,2691,1.13492,1589,12.49116
reporting,2784,2712,1.14377,1478,11.61858
healthcare,2780,2671,1.12648,1500,11.79153
anyone,2769,2632,1.11003,1624,12.76629
small,2755,2671,1.12648,1620,12.73485
total,2715,2376,1.00207,1311,10.30579
mean,2707,2635,1.1113,1687,13.26154
without,2697,2636,1.11172,1637,12.86849
december,2674,2496,1.05268,1474,11.58714
line,2667,2573,1.08515,1569,12.33394
cant,2643,2557,1.0784,1613,12.67982
infection,2633,2507,1.05732,1396,10.97398
rod,2628,2569,1.08346,1244,9.77911
finance,2617,2590,1.09232,1346,10.58093
sure,2616,2380,1.00375,1555,12.22388
start,2598,2437,1.02779,1593,12.5226
told,2594,2525,1.06491,1579,12.41255
full,2594,2388,1.00713,1628,12.79774
left,2587,2487,1.04888,1551,12.19244
govt,2575,2378,1.00291,1335,10.49446
live,2574,2446,1.03159,1491,11.72078
pay,2570,2256,0.95146,1452,11.4142
vaccinated,2557,2361,0.99574,1453,11.42206
far,2557,2476,1.04424,1583,12.44399
put,2538,2510,1.05858,1622,12.75057
strain,2519,2342,0.98773,1321,10.3844
away,2506,2411,1.01683,1533,12.05094
thousand,2502,2318,0.97761,1445,11.35917
fact,2497,2423,1.02189,1503,11.81511
second,2496,2438,1.02821,1533,12.05094
daily,2487,2400,1.01219,1403,11.02901
paid,2466,2278,0.96074,1321,10.3844
across,2464,2441,1.02948,1511,11.878
restriction,2453,2361,0.99574,1444,11.35131
others,2453,2394,1.00966,1585,12.45971
congress,2447,2241,0.94513,1073,8.43487
realdonaldtrump,2445,2352,0.99194,1124,8.83578
child,2407,2162,0.91181,1324,10.40799
already,2407,2368,0.99869,1541,12.11383
global,2406,2354,0.99279,1466,11.52425
die,2390,2233,0.94176,1303,10.24291
someone,2376,2324,0.98014,1520,11.94875
measure,2375,2307,0.97297,1465,11.51639
thank,2369,2254,0.95061,1477,11.61072
mcconnell,2356,2165,0.91308,874,6.87053
12,2339,2307,0.97297,1414,11.11548
found,2322,2267,0.9561,1429,11.23339
coming,2321,2281,0.962,1514,11.90158
service,2316,2253,0.95019,1510,11.87014
billion,2313,2091,0.88187,1270,9.98349
ever,2308,2200,0.92784,1436,11.28842
change,2306,2179,0.91898,1477,11.61072
close,2298,2134,0.9,1464,11.50853
find,2282,2263,0.95441,1460,11.47709
yesterday,2281,2233,0.94176,1319,10.36868
remember,2280,2187,0.92236,1420,11.16264
et,2280,1844,0.7777,698,5.48699
benefit,2277,2162,0.91181,1120,8.80434
st,2264,2203,0.9291,1242,9.76338
living,2264,2244,0.9464,1463,11.50067
believe,2263,2186,0.92193,1456,11.44564
ottawa,2260,2055,0.86669,1190,9.35461
infected,2260,2191,0.92404,1392,10.94254
nurse,2254,2115,0.89199,1304,10.25077
went,2251,2183,0.92067,1415,11.12334
real,2248,2158,0.91013,1407,11.06045
january,2241,2197,0.92657,1477,11.61072
hope,2241,2175,0.9173,1439,11.312
tax,2232,1970,0.83084,1180,9.276
flu,2227,1944,0.81987,1221,9.5983
together,2225,2175,0.9173,1521,11.95661
liberal,2225,2007,0.84644,965,7.58588
continue,2224,2172,0.91603,1457,11.4535
city,2224,2077,0.87596,1271,9.99135
control,2214,2169,0.91477,1440,11.31986
un,2209,1940,0.81819,760,5.97437
old,2199,2007,0.84644,1370,10.76959
place,2194,2108,0.88904,1432,11.25698
face,2194,2109,0.88946,1443,11.34345
border,2162,1924,0.81144,994,7.81385
member,2158,2104,0.88735,1376,10.81676
gop,2155,2045,0.86247,924,7.26358
twitter,2152,1886,0.79541,1284,10.09355
system,2146,2080,0.87723,1328,10.43943
vote,2141,1897,0.80005,1062,8.3484
confirmed,2138,2109,0.88946,1217,9.56686
action,2138,2064,0.87048,1310,10.29793
population,2132,1905,0.80342,1274,10.01494
break,2132,2046,0.86289,1336,10.50232
high,2117,2046,0.86289,1270,9.98349
citizen,2116,2086,0.87976,1377,10.82462
saying,2103,2068,0.87217,1359,10.68312
leave,2099,1896,0.79963,1169,9.18953
lie,2089,1883,0.79415,1191,9.36247
didnt,2086,1914,0.80722,1234,9.7005
possible,2081,2037,0.85909,1339,10.5259
tweet,2079,2017,0.85066,1300,10.21932
ago,2066,2032,0.85699,1384,10.87965
thats,2063,1917,0.80849,1260,9.90488
international,2062,2014,0.84939,1187,9.33103
issue,2061,1858,0.7836,1251,9.83413
wave,2051,1865,0.78655,1027,8.07326
wuhan,2049,1982,0.8359,1098,8.6314
bcpoli,2044,2037,0.85909,435,3.41954
unemployment,2043,2023,0.85319,921,7.24
negative,2022,1924,0.81144,1360,10.69098
order,2020,1954,0.82409,1332,10.47087
justintrudeau,2017,1997,0.84223,964,7.57802
contact,2010,1887,0.79583,1245,9.78697
hard,2000,1959,0.8262,1337,10.51018
gathering,1999,1884,0.79457,1334,10.4866
else,1996,1952,0.82325,1228,9.65333
question,1991,1947,0.82114,1307,10.27435
point,1990,1946,0.82072,1324,10.40799
airport,1989,1949,0.82198,964,7.57802
shut,1987,1875,0.79077,1268,9.96777
took,1984,1899,0.80089,1327,10.43157
use,1981,1926,0.81228,1333,10.47874
kid,1980,1811,0.76378,1191,9.36247
science,1976,1833,0.77306,1170,9.19739
leader,1976,1906,0.80385,1262,9.9206
save,1974,1945,0.82029,1287,10.11713
man,1973,1878,0.79204,1323,10.40013
closed,1973,1907,0.80427,1234,9.7005
best,1973,1935,0.81608,1425,11.20195
failure,1970,1884,0.79457,1218,9.57472
quarantine,1966,1852,0.78107,1201,9.44108
fight,1964,1917,0.80849,1300,10.21932
america,1956,1802,0.75998,1074,8.44273
important,1953,1937,0.81692,1308,10.28221
frontline,1953,1923,0.81102,1126,8.85151
making,1940,1912,0.80638,1316,10.3451
lot,1937,1880,0.79288,1361,10.69884
worst,1936,1785,0.75282,1242,9.76338
human,1929,1652,0.69672,1171,9.20525
despite,1924,1884,0.79457,1267,9.95991
actually,1924,1904,0.803,1294,10.17216
outside,1921,1879,0.79246,1299,10.21146
hand,1921,1842,0.77685,1276,10.03066
thread,1919,1882,0.79372,1052,8.26979
reason,1917,1864,0.78613,1321,10.3844
region,1910,1708,0.72034,1025,8.05754
everything,1909,1878,0.79204,1306,10.26649
dying,1903,1829,0.77137,1226,9.63761
essential,1899,1836,0.77432,1175,9.2367
early,1890,1857,0.78318,1314,10.32938
past,1887,1855,0.78234,1295,10.18002
disease,1887,1817,0.76631,1196,9.40178
almost,1886,1857,0.78318,1278,10.04638
three,1875,1812,0.7642,1262,9.9206
feel,1875,1810,0.76336,1285,10.10141
seen,1874,1833,0.77306,1273,10.00707
economy,1872,1803,0.76041,1208,9.49611
mitch,1870,1633,0.68871,733,5.76213
senate,1866,1707,0.71992,807,6.34384
tonight,1864,1780,0.75071,1252,9.84199
senior,1860,1773,0.74775,1116,8.7729
expert,1860,1809,0.76294,1120,8.80434
taking,1854,1833,0.77306,1244,9.77911
little,1853,1712,0.72203,1217,9.56686
set,1846,1690,0.71275,1147,9.01659
political,1843,1803,0.76041,1165,9.15809
fighting,1842,1800,0.75914,737,5.79357
instead,1835,1824,0.76926,1263,9.92846
election,1830,1770,0.74649,1082,8.50562
dead,1828,1774,0.74818,1101,8.65498
guy,1819,1349,0.56893,1014,7.97107
follow,1814,1777,0.74944,1222,9.60616
youre,1803,1518,0.64021,1099,8.63926
distancing,1796,1742,0.73468,1201,9.44108
he,1783,1661,0.70052,1095,8.60781
worse,1778,1742,0.73468,1212,9.52755
loved,1776,1738,0.73299,1136,8.93012
14,1774,1750,0.73805,1157,9.0952
single,1773,1705,0.71908,1211,9.51969
free,1772,1675,0.70642,1156,9.08734
love,1771,1648,0.69504,1213,9.53541
woman,1765,1639,0.69124,1163,9.14236
team,1764,1675,0.70642,1125,8.84364
doesnt,1751,1686,0.71106,1121,8.8122
bart,1751,1716,0.72371,980,7.7038
24,1747,1718,0.72456,1117,8.78076
including,1744,1739,0.73341,1188,9.33889
always,1739,1707,0.71992,1219,9.58258
100,1735,1695,0.71486,1220,9.59044
store,1731,1608,0.67817,1095,8.60781
called,1725,1600,0.67479,1136,8.93012
florida,1723,1594,0.67226,938,7.37363
top,1722,1629,0.68702,1162,9.1345
kenney,1700,1530,0.64527,552,4.33928
food,1699,1563,0.65919,1106,8.69429
following,1699,1693,0.71401,1207,9.48825
ucp,1698,1549,0.65328,477,3.74971
6,1695,1670,0.70431,1178,9.26028
thanks,1694,1659,0.69968,1221,9.5983
post,1694,1671,0.70474,1220,9.59044
thought,1692,1678,0.70769,1199,9.42536
conservative,1692,1624,0.68491,901,7.08278
rodphillips01,1691,1636,0.68998,783,6.15518
bad,1686,1630,0.68744,1129,8.87509
yes,1682,1618,0.68238,1150,9.04017
maybe,1680,1614,0.6807,1133,8.90653
active,1679,1319,0.55628,690,5.4241
nation,1678,1586,0.66889,1077,8.46632
cdc,1675,1582,0.6672,973,7.64877
emergency,1673,1589,0.67015,1086,8.53706
watch,1671,1646,0.69419,1102,8.66284
rollout,1671,1659,0.69968,996,7.82957
stimulus,1659,1611,0.67943,842,6.61898
symptom,1656,1494,0.63009,1046,8.22262
air,1649,1511,0.63726,1096,8.61567
w,1646,1477,0.62292,987,7.75882
mistake,1645,1402,0.59129,969,7.61733
law,1645,1601,0.67521,1094,8.59995
national,1643,1527,0.644,1006,7.90818
might,1638,1611,0.67943,1158,9.10306
used,1637,1600,0.67479,1136,8.93012
ontarians,1637,1599,0.67437,860,6.76047
wearing,1628,1407,0.5934,1054,8.28551
administered,1628,1393,0.58749,880,6.9177
20,1624,1542,0.65033,1079,8.48204
trying,1609,1592,0.67142,1165,9.15809
level,1609,1556,0.65624,1080,8.4899
clear,1609,1606,0.67732,1143,8.98514
longterm,1604,1511,0.63726,872,6.85481
history,1603,1591,0.671,1191,9.36247
local,1601,1554,0.65539,1108,8.71001
least,1598,1547,0.65244,1106,8.69429
1000,1597,1574,0.66383,1044,8.2069
tomorrow,1595,1547,0.65244,1129,8.87509
wrong,1593,1508,0.63599,1072,8.42701
study,1588,1524,0.64274,1006,7.90818
received,1583,1544,0.65117,1100,8.64712
georgia,1580,1451,0.61195,670,5.26688
transmission,1576,1478,0.62334,933,7.33433
traveller,1574,1365,0.57568,931,7.31861
covid19ontario,1571,1571,0.66256,606,4.76378
result,1568,1517,0.63979,1085,8.5292
chinese,1567,1466,0.61828,901,7.08278
trip,1563,1461,0.61617,1001,7.86888
aid,1558,1510,0.63684,969,7.61733
du,1554,1280,0.53983,368,2.89285
gov,1551,1446,0.60984,1007,7.91604
nearly,1546,1541,0.64991,1079,8.48204
deal,1545,1483,0.62545,1027,8.07326
happy,1538,1495,0.63051,1154,9.07161
restaurant,1537,1372,0.57863,910,7.15353
increase,1536,1437,0.60605,977,7.68021
among,1534,1474,0.62165,1036,8.14401
30,1533,1493,0.62967,1065,8.37198
whole,1529,1521,0.64147,1155,9.07947
season,1528,1474,0.62165,1113,8.74931
clinic,1528,1369,0.57737,849,6.674
something,1527,1471,0.62039,1094,8.59995
hit,1524,1512,0.63768,1064,8.36412
provincial,1520,1501,0.63304,976,7.67235
provide,1517,1477,0.62292,1018,8.00252
journalist,1516,1456,0.61406,944,7.4208
likely,1513,1461,0.61617,972,7.64091
cause,1509,1446,0.60984,1055,8.29337
rest,1506,1499,0.6322,1094,8.59995
15,1505,1488,0.62756,1111,8.73359
merry,1502,1481,0.6246,1081,8.49776
looking,1500,1393,0.58749,1053,8.27765
biden,1497,1447,0.61027,805,6.32812
taken,1488,1473,0.62123,1104,8.67856
latest,1485,1471,0.62039,923,7.25572
given,1485,1465,0.61786,1057,8.3091
problem,1481,1409,0.59424,1034,8.12829
au,1478,1193,0.50314,386,3.03435
march,1473,1458,0.6149,1046,8.22262
shot,1471,1366,0.5761,948,7.45224
light,1460,1163,0.49049,913,7.17711
according,1460,1456,0.61406,963,7.57016
run,1449,1429,0.60267,1019,8.01038
known,1448,1380,0.58201,986,7.75096
knew,1448,1316,0.55502,913,7.17711
available,1448,1419,0.59846,994,7.81385
absolutely,1446,1434,0.60478,1040,8.17546
pour,1444,1241,0.52339,398,3.12868
isnt,1440,1408,0.59382,1009,7.93177
asked,1437,1300,0.54827,982,7.71952
spreading,1432,1413,0.59593,1011,7.94749
deadly,1425,1411,0.59508,995,7.82171
able,1424,1409,0.59424,1055,8.29337
jkenney,1423,1389,0.5858,540,4.24495
pm,1421,1323,0.55797,908,7.1378
lying,1419,1162,0.49007,822,6.46176
photo,1416,1260,0.5314,951,7.47583
9,1413,1372,0.57863,987,7.75882
understand,1411,1333,0.56219,996,7.82957
rt,1405,1386,0.58454,941,7.39722
cbc,1402,1302,0.54911,716,5.62849
failed,1401,1345,0.56725,892,7.01203
normal,1397,1214,0.512,947,7.44438
return,1395,1362,0.57442,1017,7.99465
information,1394,1339,0.56472,958,7.53085
7,1394,1362,0.57442,951,7.47583
message,1392,1358,0.57273,1030,8.09685
talk,1389,1313,0.55375,1024,8.04968
folk,1388,1365,0.57568,973,7.64877
centre,1382,1337,0.56387,878,6.90197
united,1377,1323,0.55797,915,7.19283
fauci,1372,1265,0.53351,800,6.28881
group,1370,1304,0.54996,940,7.38936
middle,1363,1341,0.56556,967,7.6016
act,1362,1317,0.55544,926,7.2793
effective,1361,1280,0.53983,930,7.31075
ask,1361,1344,0.56683,1015,7.97893
quebec,1359,1269,0.53519,695,5.46341
policy,1358,1289,0.54363,920,7.23214
especially,1355,1346,0.56767,1032,8.11257
freedom,1352,1230,0.51875,873,6.86267
california,1352,1292,0.54489,769,6.04512
police,1347,1228,0.5179,846,6.65042
passed,1347,1285,0.54194,838,6.58753
word,1345,1288,0.54321,967,7.6016
pfizer,1345,1222,0.51537,826,6.4932
passenger,1345,1312,0.55333,918,7.21641
behind,1340,1330,0.56092,993,7.80599
lack,1339,1313,0.55375,968,7.60946
soon,1337,1332,0.56176,1021,8.0261
south,1336,1271,0.53604,839,6.59539
truth,1334,1277,0.53857,927,7.28716
related,1334,1256,0.52971,943,7.41294
funding,1334,1317,0.55544,899,7.06705
white,1333,1304,0.54996,853,6.70545
night,1333,1287,0.54279,954,7.49941
bed,1331,1213,0.51158,809,6.35956
26,1329,1307,0.55122,915,7.19283
island,1328,1268,0.53477,936,7.35791
poor,1326,1281,0.54026,905,7.11422
four,1326,1300,0.54827,941,7.39722
8,1324,1306,0.5508,936,7.35791
plus,1317,1235,0.52086,714,5.61277
boxing,1317,1237,0.5217,873,6.86267
war,1316,1136,0.4791,823,6.46962
let,1314,1294,0.54574,933,7.33433
albertans,1314,1252,0.52802,542,4.26067
wont,1313,1281,0.54026,955,7.50727
student,1313,1101,0.46434,823,6.46962
etc,1312,1263,0.53266,933,7.33433
economic,1310,1233,0.52001,878,6.90197
cost,1310,1229,0.51832,915,7.19283
hear,1302,1251,0.5276,951,7.47583
alone,1298,1246,0.52549,948,7.45224
happen,1297,1236,0.52128,957,7.52299
healthy,1295,1269,0.53519,950,7.46797
decision,1295,1227,0.51748,908,7.1378
calling,1294,1273,0.53688,939,7.3815
term,1291,1210,0.51031,884,6.94914
office,1291,1273,0.53688,909,7.14566
blame,1290,1113,0.4694,759,5.96651
evidence,1289,1162,0.49007,822,6.46176
anything,1289,1272,0.53646,935,7.35005
reminder,1287,1252,0.52802,935,7.35005
forced,1283,1281,0.54026,950,7.46797
age,1281,1213,0.51158,887,6.97272
matter,1275,1236,0.52128,932,7.32647
exposure,1272,1248,0.52634,817,6.42245
abpoli,1269,1267,0.53435,392,3.08152
fear,1263,1175,0.49555,823,6.46962
50,1263,1160,0.48922,898,7.05919
unit,1262,1187,0.50061,804,6.32026
jan,1261,1131,0.47699,850,6.68186
prevent,1259,1218,0.51369,910,7.15353
force,1259,1241,0.52339,897,7.05133
source,1258,1209,0.50989,770,6.05298
couple,1257,1245,0.52507,966,7.59374
visit,1256,1215,0.51242,924,7.26358
idea,1255,1220,0.51453,943,7.41294
asking,1252,1233,0.52001,928,7.29502
signed,1249,1232,0.51959,726,5.7071
needed,1248,1228,0.5179,930,7.31075
allowed,1248,1223,0.51579,928,7.29502
heart,1244,1182,0.4985,847,6.65828
play,1239,1161,0.48965,896,7.04347
entire,1236,1223,0.51579,944,7.4208
morning,1224,1184,0.49935,877,6.89411
dad,1223,1097,0.46265,688,5.40838
learn,1219,1200,0.50609,852,6.69759
current,1219,1206,0.50862,907,7.12994
rich,1216,1131,0.47699,817,6.42245
situation,1214,1182,0.4985,892,7.01203
payment,1209,1119,0.47193,725,5.69924
kind,1208,1187,0.50061,957,7.52299
claim,1206,1182,0.4985,872,6.85481
vaccinate,1205,1182,0.4985,836,6.57181
sense,1205,1193,0.50314,908,7.1378
600,1205,1185,0.49977,761,5.98223
ready,1204,1199,0.50567,917,7.20855
head,1203,1193,0.50314,887,6.97272
41,1203,1169,0.49302,797,6.26523
theyre,1201,1016,0.42849,749,5.8879
refuse,1201,1133,0.47784,794,6.24165
black,1201,1094,0.46139,747,5.87218
immunity,1200,1003,0.42301,716,5.62849
hey,1200,1195,0.50399,872,6.85481
18,1200,1180,0.49766,885,6.957
here,1199,1192,0.50272,898,7.05919
event,1199,1167,0.49218,935,7.35005
effort,1194,1182,0.4985,875,6.87839
treatment,1191,1114,0.46982,811,6.37528
scientist,1189,1162,0.49007,803,6.3124
started,1187,1175,0.49555,893,7.01989
kill,1187,1107,0.46687,846,6.65042
front,1185,1149,0.48459,848,6.66614
power,1178,1140,0.48079,869,6.83122
28,1178,1135,0.47868,828,6.50892
struggling,1175,1171,0.49386,838,6.58753
program,1175,1093,0.46097,836,6.57181
physician,1175,1113,0.4694,768,6.03726
effect,1175,1120,0.47235,865,6.79978
account,1173,1150,0.48501,896,7.04347
worked,1172,1152,0.48585,898,7.05919
celliottability,1172,1138,0.47995,472,3.7104
pas,1171,1142,0.48163,796,6.25737
wait,1169,1149,0.48459,906,7.12208
longer,1169,1154,0.48669,870,6.83908
stayhome,1167,1158,0.48838,621,4.88169
course,1167,1154,0.48669,894,7.02775
ahead,1163,1142,0.48163,871,6.84695
telling,1158,1113,0.4694,841,6.61112
tuesday,1157,1108,0.46729,809,6.35956
safety,1157,1139,0.48037,861,6.76834
democrat,1157,1079,0.45506,653,5.13324
killed,1155,1083,0.45675,767,6.0294
personal,1154,1138,0.47995,854,6.71331
fed,1153,1105,0.46603,768,6.03726
half,1152,1130,0.47657,873,6.86267
criminal,1152,1139,0.48037,761,5.98223
seems,1150,1140,0.48079,870,6.83908
condition,1148,1116,0.47067,847,6.65828
meanwhile,1144,1144,0.48248,839,6.59539
fucking,1143,1048,0.44199,759,5.96651
spent,1136,1094,0.46139,818,6.43031
hospitalization,1136,1113,0.4694,668,5.25116
county,1136,1032,0.43524,648,5.09394
move,1134,1114,0.46982,859,6.75261
owner,1132,999,0.42132,776,6.10015
statement,1131,1112,0.46898,817,6.42245
wife,1130,1121,0.47278,828,6.50892
send,1129,1050,0.44283,811,6.37528
13,1128,1119,0.47193,828,6.50892
within,1125,1117,0.47109,881,6.92556
amid,1124,1123,0.47362,746,5.86432
nursing,1123,1086,0.45802,742,5.83287
