Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
reported,1824,1680,1.10667,1151,8.06927
part,1820,1708,1.12511,1369,9.59759
put,1819,1790,1.17913,1415,9.92008
told,1810,1714,1.12907,1294,9.07179
tell,1806,1778,1.17122,1423,9.97616
wear,1803,1688,1.11194,1307,9.16293
story,1792,1711,1.12709,1316,9.22602
leader,1779,1718,1.1317,1321,9.26108
cant,1742,1571,1.03487,1250,8.76332
better,1739,1692,1.11457,1337,9.37325
child,1737,1489,0.98085,1052,7.37521
federal,1725,1702,1.12116,1233,8.64414
school,1723,1474,0.97097,1114,7.80987
away,1721,1693,1.11523,1358,9.52047
doctor,1718,1641,1.08098,1249,8.75631
working,1714,1674,1.10272,1292,9.05777
question,1705,1653,1.08888,1299,9.10684
daily,1695,1565,1.03091,1107,7.7608
start,1692,1630,1.07373,1309,9.17695
watch,1681,1651,1.08757,1169,8.19546
fight,1676,1627,1.07176,1260,8.83343
march,1664,1562,1.02894,1246,8.73528
lost,1662,1594,1.05002,1266,8.87549
restriction,1660,1583,1.04277,1197,8.39176
place,1656,1613,1.06253,1283,8.99467
change,1656,1559,1.02696,1240,8.69321
nothing,1651,1591,1.04804,1221,8.56001
second,1648,1587,1.04541,1219,8.54599
money,1621,1511,0.99534,1176,8.24453
mean,1617,1524,1.00391,1266,8.87549
done,1613,1541,1.0151,1266,8.87549
medical,1612,1559,1.02696,1168,8.18845
hand,1611,1491,0.98217,1178,8.25855
10,1609,1519,1.00061,1188,8.32866
ottawa,1599,1479,0.97426,960,6.73023
law,1595,1510,0.99468,1130,7.92204
vote,1592,1443,0.95055,1034,7.24902
continue,1592,1571,1.03487,1218,8.53898
mass,1586,1468,0.96702,1080,7.57151
others,1581,1533,1.00983,1221,8.56001
yesterday,1580,1515,0.99798,1207,8.46186
measure,1566,1530,1.00786,1188,8.32866
three,1564,1551,1.02169,1224,8.58104
far,1561,1513,0.99666,1215,8.51795
remember,1559,1435,0.94528,1170,8.20247
national,1551,1522,1.00259,1165,8.16741
fact,1550,1489,0.98085,1202,8.42681
free,1540,1488,0.98019,1211,8.4899
visit,1538,1491,0.98217,1204,8.44083
taking,1534,1516,0.99864,1214,8.51094
protect,1534,1473,0.97031,1153,8.08329
govt,1532,1403,0.9242,987,6.91952
fighting,1526,1494,0.98414,756,5.30006
senior,1517,1279,0.84252,964,6.75827
line,1515,1484,0.97756,1204,8.44083
enough,1514,1357,0.8939,1101,7.71873
man,1505,1412,0.93013,1141,7.99916
including,1503,1480,0.97492,1161,8.13937
system,1499,1418,0.93408,1125,7.88699
sick,1496,1322,0.87084,1011,7.08777
left,1493,1416,0.93276,1110,7.78183
together,1492,1450,0.95516,1141,7.99916
increase,1492,1411,0.92947,1073,7.52243
confirmed,1489,1401,0.92288,993,6.96158
pour,1486,1194,0.78652,428,3.00056
saying,1481,1438,0.94726,1159,8.12535
disease,1480,1426,0.93935,1067,7.48037
matter,1476,1436,0.94594,1194,8.37072
hit,1468,1440,0.94857,1131,7.92905
thank,1467,1404,0.92486,1119,7.84492
protesting,1463,1416,0.93276,1135,7.95709
company,1458,1265,0.83329,994,6.96859
big,1444,1388,0.91432,1131,7.92905
nation,1440,1393,0.91761,1077,7.55048
find,1436,1420,0.9354,1110,7.78183
recovery,1435,1344,0.88533,938,6.576
asymptomatic,1434,1333,0.87809,970,6.80034
alberta,1433,1313,0.86491,704,4.9355
already,1431,1410,0.92881,1182,8.2866
lot,1428,1383,0.91103,1120,7.85193
george,1427,1399,0.92156,1084,7.59955
trying,1415,1339,0.88204,1121,7.85895
gathering,1410,1338,0.88138,1053,7.38222
issue,1408,1360,0.89587,1091,7.64863
pay,1407,1265,0.83329,990,6.94055
floyd,1407,1358,0.89456,1048,7.34717
point,1406,1378,0.90773,1121,7.85895
6,1406,1379,0.90839,1081,7.57852
dead,1405,1368,0.90114,1035,7.25603
coming,1402,1381,0.90971,1140,7.99215
wrong,1399,1336,0.88006,1118,7.83791
wearing,1398,1342,0.88402,1097,7.69069
person,1397,1338,0.88138,1112,7.79585
full,1394,1352,0.8906,1090,7.64162
latest,1389,1376,0.90641,1030,7.22098
sure,1388,1366,0.89983,1116,7.82389
least,1387,1334,0.87875,1114,7.80987
impact,1376,1354,0.89192,962,6.74425
thats,1373,1317,0.86755,1068,7.48738
reopen,1370,1315,0.86623,1046,7.33315
bad,1366,1238,0.81551,1042,7.3051
amid,1362,1355,0.89258,982,6.88446
thanks,1361,1324,0.87216,1102,7.72574
party,1360,1299,0.85569,1039,7.28407
anyone,1358,1335,0.87941,1063,7.45233
real,1357,1330,0.87611,1110,7.78183
reporting,1356,1298,0.85503,967,6.7793
cause,1352,1305,0.85964,1082,7.58553
emergency,1351,1303,0.85833,1045,7.32614
street,1344,1292,0.85108,1005,7.04571
democrat,1341,1168,0.7694,750,5.25799
per,1340,1203,0.79245,932,6.53393
active,1334,1202,0.79179,850,5.95906
using,1326,1263,0.83198,1026,7.19293
hour,1326,1221,0.80431,973,6.82137
crowd,1324,1292,0.85108,953,6.68116
toll,1319,1161,0.76479,817,5.72771
shut,1309,1263,0.83198,961,6.73724
group,1306,1247,0.82144,1000,7.01066
action,1293,1259,0.82934,1013,7.10179
wave,1289,1173,0.77269,940,6.59002
lie,1288,1192,0.78521,947,6.63909
anything,1287,1197,0.7885,999,7.00365
making,1284,1267,0.83461,1043,7.31211
staff,1282,1242,0.81814,974,6.82838
took,1281,1186,0.78126,1008,7.06674
friday,1277,1256,0.82737,984,6.89849
youre,1267,1142,0.75227,950,6.66012
100000,1261,1192,0.78521,837,5.86792
leave,1259,1223,0.80563,1045,7.32614
something,1255,1197,0.7885,1004,7.0387
justin,1255,1197,0.7885,788,5.5244
symptom,1252,1101,0.72526,843,5.90998
thought,1246,1236,0.81419,1063,7.45233
everything,1240,1218,0.80233,1041,7.29809
killed,1237,1030,0.67849,836,5.86091
save,1234,1201,0.79114,993,6.96158
restaurant,1234,1185,0.7806,978,6.85642
information,1231,1155,0.76083,913,6.40073
went,1223,1152,0.75886,972,6.81436
kid,1222,1149,0.75688,963,6.75126
die,1218,1121,0.73844,863,6.0502
friend,1210,1180,0.7773,1002,7.02468
uk,1209,1092,0.71933,608,4.26248
past,1208,1161,0.76479,953,6.68116
du,1208,1049,0.69101,378,2.65003
food,1205,1066,0.70221,851,5.96607
twitter,1203,1114,0.73383,909,6.37269
prime,1201,1172,0.77203,879,6.16237
member,1201,1160,0.76413,951,6.66713
high,1198,1164,0.76676,942,6.60404
top,1195,1170,0.77072,950,6.66012
didnt,1195,1149,0.75688,959,6.72322
bill,1195,1152,0.75886,931,6.52692
cdc,1191,1142,0.75227,845,5.924
hard,1186,1173,0.77269,980,6.87044
spike,1184,1156,0.76149,959,6.72322
wait,1181,1125,0.74107,974,6.82838
middle,1181,1169,0.77006,970,6.80034
au,1180,947,0.62382,343,2.40466
billion,1179,1081,0.71209,902,6.32361
local,1173,1132,0.74568,937,6.56898
called,1171,1120,0.73778,949,6.65311
set,1169,1144,0.75359,966,6.77229
allowed,1166,1117,0.7358,920,6.4498
border,1165,1067,0.70287,817,5.72771
contact,1160,1060,0.69826,825,5.78379
7,1160,1013,0.66729,800,5.60852
healthcare,1154,1104,0.72724,846,5.93102
safety,1153,1119,0.73712,937,6.56898
someone,1152,1132,0.74568,975,6.83539
act,1152,1033,0.68047,858,6.01514
doug,1151,1129,0.74371,724,5.07572
reason,1150,1123,0.73976,967,6.7793
zealand,1148,1090,0.71802,818,5.73472
best,1146,1091,0.71868,922,6.46383
early,1145,1080,0.71143,849,5.95205
racist,1137,1074,0.70748,863,6.0502
citizen,1135,1111,0.73185,896,6.28155
politician,1132,1103,0.72658,803,5.62956
problem,1130,1077,0.70945,906,6.35165
science,1129,942,0.62052,775,5.43326
close,1125,1091,0.71868,896,6.28155
blacklivesmatter,1125,1118,0.73646,902,6.32361
believe,1124,1076,0.70879,921,6.45681
check,1121,1092,0.71933,915,6.41475
word,1117,985,0.64885,874,6.12731
result,1117,1074,0.70748,909,6.37269
evidence,1117,993,0.65412,825,5.78379
seen,1115,1056,0.69562,921,6.45681
hope,1113,1079,0.71077,902,6.32361
w,1109,978,0.64424,766,5.37016
tax,1109,956,0.62975,761,5.33511
record,1104,1080,0.71143,838,5.87493
policy,1104,1076,0.70879,893,6.26052
war,1093,987,0.65017,814,5.70667
fear,1086,856,0.56387,713,4.9986
join,1077,1056,0.69562,815,5.71368
gas,1077,962,0.6337,797,5.58749
almost,1077,1046,0.68903,896,6.28155
transmission,1075,1027,0.67652,794,5.56646
little,1075,1045,0.68837,889,6.23247
longterm,1074,1035,0.68179,766,5.37016
massive,1073,1057,0.69628,915,6.41475
closed,1071,1012,0.66664,837,5.86792
decision,1070,1027,0.67652,863,6.0502
officer,1068,1034,0.68113,814,5.70667
chinese,1067,988,0.65083,692,4.85137
park,1066,987,0.65017,804,5.63657
video,1064,968,0.63765,819,5.74173
small,1061,993,0.65412,827,5.79781
election,1056,978,0.64424,754,5.28603
100,1053,1016,0.66927,840,5.88895
he,1052,967,0.63699,817,5.72771
conservative,1046,947,0.62382,726,5.08974
used,1045,1006,0.66268,845,5.924
florida,1045,848,0.5586,623,4.36764
resident,1038,985,0.64885,769,5.39119
disability,1038,838,0.55202,451,3.16181
single,1035,1020,0.67191,892,6.25351
political,1034,989,0.65149,796,5.58048
12,1034,1008,0.664,799,5.60151
race,1033,1005,0.66202,841,5.89596
learn,1033,1009,0.66466,733,5.13881
justice,1033,954,0.62843,812,5.69265
nursing,1032,980,0.64556,766,5.37016
effort,1030,1003,0.66071,820,5.74874
attend,1028,926,0.60999,718,5.03365
15,1027,1001,0.65939,819,5.74173
hold,1026,1022,0.67322,905,6.34464
doesnt,1026,986,0.64951,831,5.82586
scientist,1024,992,0.65346,787,5.51739
feel,1023,1003,0.66071,865,6.06422
move,1019,990,0.65214,854,5.9871
failed,1018,941,0.61987,758,5.31408
despite,1018,1003,0.66071,851,5.96607
alone,1016,1000,0.65873,874,6.12731
ok,1015,966,0.63633,781,5.47532
hypocrisy,1014,970,0.63897,705,4.94251
shit,1013,1006,0.66268,873,6.1203
l,1013,791,0.52106,344,2.41167
population,1011,968,0.63765,813,5.69966
according,1010,972,0.64029,779,5.4613
situation,1007,966,0.63633,744,5.21593
always,1004,967,0.63699,845,5.924
thread,1000,989,0.65149,721,5.05468
stage,993,881,0.58034,720,5.04767
leadership,992,957,0.63041,799,5.60151
happened,990,967,0.63699,822,5.76276
human,989,957,0.63041,799,5.60151
force,986,964,0.63502,823,5.76977
church,978,899,0.5922,698,4.89344
started,975,961,0.63304,847,5.93803
share,973,951,0.62645,768,5.38418
tear,972,863,0.56848,698,4.89344
cop,971,896,0.59022,757,5.30707
area,971,916,0.6034,740,5.18789
wuhan,968,898,0.59154,662,4.64105
rally,968,925,0.60933,758,5.31408
violence,966,920,0.60603,767,5.37717
republican,966,885,0.58298,637,4.46579
kill,965,897,0.59088,759,5.32109
love,964,917,0.60406,820,5.74874
actually,964,955,0.62909,830,5.81884
organization,962,952,0.62711,791,5.54543
highest,957,875,0.57639,700,4.90746
rare,954,935,0.61591,739,5.18087
able,952,926,0.60999,807,5.6576
zero,950,883,0.58166,761,5.33511
worse,950,936,0.61657,805,5.64358
old,949,928,0.6113,787,5.51739
henry,946,864,0.56914,540,3.78575
else,944,941,0.61987,823,5.76977
follow,943,920,0.60603,749,5.25098
talk,942,878,0.57837,762,5.34212
funeral,937,866,0.57046,648,4.54291
outside,936,927,0.61064,822,5.76276
try,931,916,0.6034,787,5.51739
ask,931,912,0.60076,796,5.58048
plus,930,866,0.57046,536,3.75771
concern,930,914,0.60208,764,5.35614
break,928,866,0.57046,708,4.96354
8,928,897,0.59088,743,5.20892
blame,925,843,0.55531,720,5.04767
24,923,849,0.55926,657,4.606
likely,922,902,0.59418,776,5.44027
possible,920,916,0.6034,765,5.36315
major,918,908,0.59813,784,5.49635
announced,914,903,0.59483,768,5.38418
physical,913,896,0.59022,719,5.04066
dangerous,913,901,0.59352,771,5.40522
united,909,890,0.58627,714,5.00561
provincial,907,874,0.57573,696,4.87942
power,904,846,0.55729,721,5.05468
huge,904,889,0.58561,770,5.39821
worst,903,867,0.57112,720,5.04767
migrant,902,789,0.51974,538,3.77173
infected,902,863,0.56848,689,4.83034
voting,900,813,0.53555,643,4.50785
clear,898,881,0.58034,768,5.38418
york,897,862,0.56783,711,4.98458
article,895,880,0.57968,620,4.34661
governor,894,835,0.55004,606,4.24846
vulnerable,891,883,0.58166,730,5.11778
happening,891,883,0.58166,744,5.21593
understand,888,863,0.56848,754,5.28603
program,887,836,0.5507,701,4.91447
april,887,858,0.56519,711,4.98458
sign,886,861,0.56717,739,5.18087
cut,886,820,0.54016,681,4.77426
sur,885,727,0.4789,302,2.11722
student,884,705,0.46441,597,4.18536
donald,883,875,0.57639,679,4.76024
kenney,881,808,0.53225,454,3.18284
monday,880,872,0.57441,708,4.96354
large,879,868,0.57178,729,5.11077
normal,878,819,0.5395,722,5.06169
hell,876,859,0.56585,775,5.43326
india,874,734,0.48351,350,2.45373
nearly,870,866,0.57046,739,5.18087
hydroxychloroquine,870,842,0.55465,615,4.31155
longer,869,849,0.55926,723,5.0687
distance,864,855,0.56322,762,5.34212
centre,861,802,0.5283,610,4.2765
gop,859,730,0.48087,515,3.61049
essential,858,816,0.53752,715,5.01262
swab,857,663,0.43674,598,4.19237
weekend,856,822,0.54148,707,4.95653
fund,856,785,0.5171,679,4.76024
living,854,825,0.54345,699,4.90045
est,854,752,0.49537,366,2.5659
peaceful,853,828,0.54543,715,5.01262
dying,853,832,0.54806,712,4.99159
paid,852,802,0.5283,633,4.43775
killing,852,798,0.52567,676,4.7392
instead,849,843,0.55531,740,5.18789
mayor,848,795,0.52369,642,4.50084
history,847,830,0.54675,713,4.9986
lack,846,707,0.46572,623,4.36764
provide,845,837,0.55136,648,4.54291
true,844,828,0.54543,723,5.0687
blm,844,805,0.53028,645,4.52187
online,843,800,0.52698,642,4.50084
might,843,817,0.53818,711,4.98458
fine,842,763,0.50261,638,4.4728
claim,841,813,0.53555,703,4.92849
let,840,812,0.53489,736,5.15984
stand,839,815,0.53687,712,4.99159
seems,839,835,0.55004,720,5.04767
yes,838,813,0.53555,718,5.03365
cbc,837,805,0.53028,576,4.03814
began,837,714,0.47033,615,4.31155
14,837,825,0.54345,672,4.71116
team,836,789,0.51974,655,4.59198
soon,835,827,0.54477,704,4.9355
threat,834,819,0.5395,719,5.04066
came,834,791,0.52106,709,4.97056
tweet,833,801,0.52764,685,4.8023
30,832,811,0.53423,699,4.90045
shutdown,830,813,0.53555,684,4.79529
military,829,814,0.53621,701,4.91447
une,828,708,0.46638,322,2.25743
research,827,776,0.51118,576,4.03814
deal,827,809,0.53291,712,4.99159
given,826,813,0.53555,700,4.90746
bcpoli,825,825,0.54345,339,2.37661
quebec,821,735,0.48417,518,3.63152
advice,821,805,0.53028,690,4.83735
press,819,753,0.49602,658,4.61301
listen,818,796,0.52435,692,4.85137
cost,813,769,0.50656,646,4.52888
available,813,793,0.52237,665,4.66209
unemployment,806,765,0.50393,618,4.33259
guy,804,793,0.52237,686,4.80931
40,803,797,0.52501,680,4.76725
wont,801,771,0.50788,675,4.73219
bring,800,798,0.52567,716,5.01963
lead,797,792,0.52172,677,4.74621
phase,796,739,0.4868,648,4.54291
photo,795,781,0.51447,652,4.57095
condition,795,777,0.51183,664,4.65508
rt,792,724,0.47692,571,4.00308
guess,790,782,0.51513,669,4.69013
future,789,773,0.5092,665,4.66209
average,789,632,0.41632,491,3.44223
facility,788,760,0.50064,652,4.57095
summer,787,744,0.4901,632,4.43073
brazil,786,750,0.49405,502,3.51935
hundred,784,775,0.51052,699,4.90045
level,783,751,0.49471,637,4.46579
prevent,781,775,0.51052,670,4.69714
travel,780,700,0.46111,577,4.04515
looking,779,774,0.50986,667,4.67611
especially,776,763,0.50261,650,4.55693
poll,770,707,0.46572,593,4.15732
continues,770,765,0.50393,645,4.52187
talking,768,748,0.49273,661,4.63404
stigma,768,664,0.4374,33,0.23135
return,767,722,0.4756,627,4.39568
found,767,762,0.50195,650,4.55693
benefit,767,739,0.4868,611,4.28351
ltc,766,699,0.46045,476,3.33707
fall,766,762,0.50195,657,4.606
behind,766,764,0.50327,685,4.8023
post,765,739,0.4868,643,4.50785
industry,764,700,0.46111,502,3.51935
head,764,758,0.49932,674,4.72518
theyre,763,719,0.47363,615,4.31155
chief,763,752,0.49537,591,4.1433
region,761,683,0.44991,521,3.65255
needed,757,751,0.49471,665,4.66209
folk,757,730,0.48087,630,4.41671
event,757,727,0.4789,634,4.44476
office,756,711,0.46836,633,4.43775
knew,753,724,0.47692,644,4.51486
store,749,724,0.47692,648,4.54291
seeing,749,747,0.49207,665,4.66209
court,749,692,0.45584,568,3.98205
access,749,726,0.47824,598,4.19237
hey,747,742,0.48878,659,4.62002
gun,747,586,0.38602,511,3.58245
tam,744,523,0.34452,420,2.94448
known,743,741,0.48812,629,4.4097
half,743,722,0.4756,636,4.45878
jkenney,740,734,0.48351,428,3.00056
based,740,730,0.48087,601,4.2134
term,738,684,0.45057,587,4.11526
address,735,728,0.47956,597,4.18536
opening,730,719,0.47363,629,4.4097
loss,730,701,0.46177,627,4.39568
protestors,727,704,0.46375,605,4.24145
patio,726,704,0.46375,615,4.31155
mp,725,693,0.4565,549,3.84885
wage,724,704,0.46375,575,4.03113
responsible,724,717,0.47231,643,4.50785
epidemic,723,704,0.46375,577,4.04515
deadly,720,710,0.4677,615,4.31155
rest,718,710,0.4677,638,4.4728
there,717,706,0.46506,611,4.28351
happen,717,708,0.46638,616,4.31856
dans,717,655,0.43147,305,2.13825
step,716,646,0.42554,565,3.96102
play,716,707,0.46572,650,4.55693
market,716,638,0.42027,463,3.24593
different,715,704,0.46375,634,4.44476
lab,714,632,0.41632,536,3.75771
iran,714,607,0.39985,211,1.47925
hear,714,704,0.46375,631,4.42372
pa,713,616,0.40578,315,2.20836
fauci,709,679,0.44728,512,3.58946
become,705,699,0.46045,611,4.28351
recovered,704,681,0.4486,486,3.40718
blood,704,587,0.38668,508,3.56141
spreading,703,694,0.45716,615,4.31155
maine,703,677,0.44596,595,4.17134
gov,702,680,0.44794,565,3.96102
attack,702,668,0.44003,578,4.05216
treatment,701,660,0.43476,546,3.82782
among,700,680,0.44794,576,4.03814
morning,699,685,0.45123,581,4.07319
voter,698,615,0.40512,483,3.38615
texas,698,600,0.39524,466,3.26697
related,698,686,0.45189,568,3.98205
ready,698,680,0.44794,613,4.29753
isnt,696,682,0.44925,603,4.22743
entire,696,694,0.45716,619,4.3396
helping,694,690,0.45452,584,4.09422
unemployed,693,690,0.45452,556,3.89792
fraud,693,660,0.43476,576,4.03814
usa,691,643,0.42356,503,3.52636
loved,690,662,0.43608,591,4.1433
course,690,676,0.4453,596,4.17835
info,689,668,0.44003,503,3.52636
rise,688,674,0.44398,546,3.82782
maybe,688,651,0.42883,578,4.05216
20,688,677,0.44596,594,4.16433
trust,686,644,0.42422,541,3.79277
literally,685,683,0.44991,612,4.29052
looting,684,670,0.44135,561,3.93298
fuck,684,644,0.42422,548,3.84184
run,683,642,0.42291,570,3.99607
whole,680,675,0.44464,609,4.26949
curve,680,637,0.41961,585,4.10123
prison,679,572,0.37679,471,3.30202
stock,678,606,0.39919,499,3.49832
low,678,661,0.43542,559,3.91896
answer,678,656,0.43213,576,4.03814
depression,676,676,0.4453,579,4.05917
minute,675,624,0.41105,573,4.01711
either,675,658,0.43345,576,4.03814
icu,673,649,0.42752,522,3.65956
flu,673,615,0.40512,502,3.51935
ucp,670,592,0.38997,294,2.06113
failure,669,599,0.39458,505,3.54038
north,668,652,0.42949,533,3.73668
