Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
6,conference,1539,1477,1107
6,live,1231,1211,870
6,real,1357,1280,1005
6,information,1672,1577,1176
6,press,1174,1142,863
6,lying,1043,993,738
6,briefing,921,802,558
6,daily,1008,974,831
7,test,6625,5589,2205
7,tested,3965,3569,1805
7,positive,3072,2942,1597
7,people,13996,12132,4427
7,patient,2773,2548,1499
7,hospital,2669,2406,1512
7,symptom,1624,1505,1118
7,person,1483,1358,986
7,doctor,2529,2389,1561
7,contact,1340,1274,923
7,seattle,926,868,561
7,told,1384,1311,968
7,result,824,801,671
7,week,4125,3860,2148
7,cdc,3971,3590,1578
8,canada,6544,5913,2859
8,government,4531,4330,2435
8,trudeau,2868,2573,1411
8,cdnpoli,2524,2520,1341
8,minister,1607,1514,1117
8,canadian,3669,3196,1944
8,federal,1451,1416,1041
8,toronto,1015,921,645
8,committee,835,759,580
8,impact,1303,1238,950
8,major,967,958,770
8,response,4477,4267,2309
8,pm,967,847,696
8,prime,659,635,541
8,justin,611,605,513
9,china,9211,8125,3170
9,realdonaldtrump,3888,3860,1578
9,coronavirusoutbreak,1295,1295,643
9,start,1094,1070,884
9,dear,757,747,563
9,potus,786,770,540
9,virus,8650,7759,3539
9,january,693,667,555
9,early,823,803,638
9,contain,800,790,656
9,knew,638,632,481
9,kit,2129,1926,983
9,coronaoutbreak,542,541,398
9,leading,580,580,502
9,market,1607,1472,1037
10,italy,3806,3388,1859
10,school,2069,1819,1215
10,close,1797,1726,1239
10,concern,1361,1333,969
10,event,1191,1115,904
10,outbreak,6398,6282,2786
10,university,836,802,630
10,closed,963,911,762
10,city,1344,1235,897
10,closing,685,663,589
10,cancelled,706,672,574
10,cancel,684,669,563
10,country,5332,4870,2564
10,breaking,4071,4068,2058
10,lockdown,628,602,495
11,health,10669,9448,4008
11,public,4875,4489,2477
11,pandemic,5296,5038,2798
11,read,1288,1254,1017
11,medical,2164,2081,1431
11,crisis,2864,2740,1692
11,dr,2063,1940,1325
11,world,3752,3550,2259
11,important,1362,1328,1040
11,global,2116,2026,1420
11,human,905,867,720
11,yes,677,642,571
11,message,701,692,597
11,officer,796,788,659
11,service,1076,1040,889
12,wuhan,1936,1763,1051
12,virus,8650,7759,3539
12,china,9211,8125,3170
12,chinese,2072,1848,1184
12,racist,648,601,513
12,party,835,808,644
12,calling,729,698,588
12,used,648,638,568
12,deadly,707,703,594
12,sorry,291,280,269
12,communist,683,659,492
12,exactly,332,330,307
12,study,337,325,281
12,strain,292,273,244
12,dog,297,188,169
13,spread,5503,5355,2869
13,virus,8650,7759,3539
13,le,1676,1403,976
13,spreading,1496,1488,1111
13,prevent,1088,1083,887
13,cpac,725,665,442
13,et,818,653,404
13,du,550,452,249
13,quickly,410,407,368
13,pour,451,380,253
13,gt,276,250,122
13,sarscov2,336,322,201
13,au,377,332,200
13,hand,3465,3122,2081
13,plus,333,312,261
14,sick,3827,3324,2077
14,leave,1272,1178,908
14,help,3221,3098,2092
14,paid,1217,1117,856
14,worker,2417,2142,1500
14,work,3446,3182,2059
14,emergency,2344,2261,1431
14,support,1283,1234,991
14,time,5256,4956,2803
14,billion,922,839,665
14,pay,1041,959,778
14,family,1426,1381,1083
14,money,948,852,738
14,god,546,524,453
14,gaetz,536,488,373
15,president,4824,4415,1951
15,realdonaldtrump,3888,3860,1578
15,cruise,1593,1405,933
15,ship,1510,1328,900
15,iran,3308,2900,1241
15,united,1260,1233,909
15,fight,1474,1448,1078
15,state,4279,3970,1986
15,trump,17203,14338,3147
15,salary,737,672,483
15,check,767,716,639
15,passenger,806,710,531
15,california,851,800,594
15,princess,590,570,435
15,combat,741,740,601
16,flu,2706,2290,1523
16,rate,2327,2025,1338
16,death,4934,4199,2025
16,cut,1389,1227,909
16,disease,2057,1942,1351
16,hit,988,968,771
16,died,1483,1401,986
16,global,2116,2026,1420
16,state,4279,3970,1986
16,die,1261,1187,908
16,washington,1076,1030,703
16,governor,593,554,439
16,people,13996,12132,4427
16,bank,562,521,442
16,fatality,580,516,408
17,think,2783,2654,1744
17,going,3427,3208,1994
17,good,2428,2322,1694
17,thing,2567,2506,1726
17,social,1552,1491,1181
17,really,1901,1803,1316
17,make,3317,3133,2029
17,great,1296,1267,1024
17,bad,1184,1126,900
17,distancing,969,953,804
17,lot,1231,1180,949
17,sure,1040,1023,850
17,got,1457,1388,1083
17,thats,871,838,708
17,know,3989,3732,2175
18,say,7647,7112,3104
18,travel,2615,2369,1577
18,stop,3033,2858,1906
18,outbreak,6398,6282,2786
18,people,13996,12132,4427
18,believe,989,959,745
18,ban,887,836,674
18,doesnt,964,891,713
18,amid,1326,1319,894
18,trump,17203,14338,3147
18,course,489,481,429
18,iran,3308,2900,1241
18,way,2494,2419,1666
18,restriction,409,397,360
18,airline,518,489,416
19,need,6366,5603,2983
19,know,3989,3732,2175
19,right,2731,2515,1704
19,national,1489,1419,1094
19,trump,17203,14338,3147
19,canadian,3669,3196,1944
19,away,1094,1062,908
19,border,1787,1562,1089
19,liberal,1093,1031,727
19,govt,782,741,635
19,tweet,812,795,668
19,ready,632,622,527
19,slow,675,657,559
19,spread,5503,5355,2869
19,office,1222,1168,937
20,testing,5353,4708,2003
20,day,5126,4630,2551
20,free,1248,1130,916
20,south,1555,1476,901
20,obama,1084,995,658
20,korea,1833,1743,1089
20,wait,755,738,644
20,blame,1013,874,674
20,response,4477,4267,2309
20,lack,1166,994,703
20,administration,2364,2278,1102
20,number,3672,3281,1779
20,trump,17203,14338,3147
20,failure,621,593,482
20,zero,618,593,499
