Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
20,time,6331,5949,3727
20,end,1508,1441,1202
20,vaccine,1302,1131,903
20,flu,1062,892,757
20,yes,840,772,711
20,day,5408,4782,3081
20,spread,2862,2779,2060
20,year,2734,2527,1923
20,life,3905,3720,2517
20,thread,560,539,495
20,gate,641,544,419
