Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
money,1436,1361,1123
better,1436,1395,1190
daily,1425,1361,1105
justintrudeau,1423,1386,1032
yet,1421,1402,1197
since,1406,1356,1131
company,1403,1326,1125
alberta,1398,1274,836
nation,1395,1316,1069
protect,1393,1362,1145
coming,1389,1334,1129
best,1385,1338,1172
long,1381,1350,1158
hand,1377,1240,1072
video,1371,1305,1093
thousand,1370,1295,1043
measure,1348,1291,1100
province,1345,1282,1041
away,1344,1298,1109
york,1333,1266,973
bill,1332,1268,1011
white,1330,1268,945
cant,1328,1256,1065
4,1327,1262,1041
line,1324,1289,1124
confirmed,1320,1191,942
mean,1318,1282,1123
early,1314,1231,1027
ppe,1311,1214,1032
administration,1310,1247,902
n95,1309,1252,1069
friend,1304,1250,1100
vaccine,1302,1131,903
pay,1300,1204,1012
done,1295,1259,1070
drug,1294,1191,973
across,1291,1277,1067
already,1277,1253,1084
important,1273,1249,1059
et,1270,1031,557
5,1265,1191,1048
lie,1250,1117,921
rate,1248,1140,959
enough,1245,1153,1000
ventilator,1240,1094,910
stayhome,1240,1220,1000
place,1238,1210,1067
hydroxychloroquine,1234,1190,902
human,1230,1056,890
far,1230,1198,1015
travel,1213,1094,932
others,1209,1179,1046
essential,1206,1136,989
bc,1206,1114,807
man,1202,1152,982
find,1195,1179,1041
lot,1192,1165,1027
trying,1191,1163,989
plan,1183,1102,954
governor,1183,1129,848
nurse,1178,1067,901
press,1172,1131,896
nothing,1171,1118,930
saying,1169,1135,942
open,1168,1137,959
10,1166,1120,897
continue,1164,1131,988
hope,1161,1126,989
system,1157,1098,939
real,1154,1108,979
reported,1152,1084,875
ever,1149,1119,962
food,1148,977,852
2020,1143,1108,857
ableg,1137,1135,543
cnn,1134,1024,794
premier,1128,1068,864
party,1124,1069,885
united,1114,1077,897
donald,1113,1083,823
team,1111,1058,950
march,1110,1001,872
vote,1109,922,717
model,1109,882,751
making,1107,1083,964
staff,1104,1045,908
disease,1104,1065,889
change,1100,1037,879
warning,1099,1059,841
toronto,1097,1021,811
easter,1092,920,828
action,1087,1021,877
asked,1085,1042,895
using,1079,1061,933
sure,1078,1057,940
effort,1078,1038,904
woman,1077,952,817
start,1076,1052,948
taking,1072,1050,934
liberal,1072,1015,733
democrat,1067,980,665
january,1063,992,826
treatment,1062,999,861
flu,1062,892,757
information,1061,1018,888
amid,1059,1055,868
including,1053,1042,920
force,1050,1007,834
cdc,1046,1002,782
wrong,1045,994,856
uk,1044,950,708
threat,1031,994,814
thats,1031,982,851
called,1028,976,824
hard,1027,993,891
big,1019,996,885
resident,1015,927,772
point,1013,993,872
lost,1013,958,836
latest,1012,1003,831
war,1008,900,752
full,1007,984,876
believe,1001,966,816
govt,994,926,777
child,986,881,743
person,982,914,811
bad,982,931,824
member,979,941,817
used,975,910,816
something,972,942,847
hour,972,936,832
save,970,955,800
control,967,907,770
equipment,966,939,829
police,963,878,750
dying,957,878,738
decision,954,888,786
someone,952,920,813
infection,946,895,760
result,942,912,822
he,942,818,721
symptom,937,880,759
power,937,884,762
front,935,924,839
pour,934,771,398
cut,934,860,716
act,934,908,785
prime,929,918,783
might,928,909,789
sick,926,864,758
thanks,924,907,828
least,923,898,797
w,922,831,727
top,922,904,793
toll,918,866,665
organization,918,886,769
issue,918,896,800
reason,917,887,795
dead,915,863,729
quarantine,905,881,766
border,904,815,704
population,901,851,751
everything,899,854,777
problem,897,838,723
economic,896,863,764
love,893,859,766
free,889,856,762
close,888,869,789
failure,883,838,702
possible,881,852,779
per,876,751,655
instead,875,868,768
leadership,870,847,752
justin,869,827,664
flight,869,766,637
truth,862,837,704
political,860,830,728
doesnt,860,841,766
post,856,829,742
infected,855,826,674
6,852,820,738
needed,850,835,765
fighting,849,835,623
claim,849,829,724
hit,848,831,726
republican,847,800,590
ask,845,802,715
obama,843,754,627
actually,842,832,754
tax,841,752,646
yes,840,772,711
word,840,817,719
check,840,827,735
iran,839,693,337
usa,837,765,639
fox,834,759,598
communist,833,804,568
billion,829,763,676
remember,828,808,719
small,827,783,708
share,822,803,729
answer,819,789,700
blame,818,691,604
south,817,737,608
ottawa,817,745,565
thought,816,801,718
message,815,792,714
relief,814,797,695
stayathome,810,803,637
group,809,772,694
rule,808,772,702
true,804,751,692
cbc,800,748,609
du,796,668,337
anything,795,780,700
didnt,794,720,642
local,793,745,674
italy,793,714,603
clear,789,767,689
else,782,754,684
knew,781,709,613
god,781,726,634
try,779,758,691
citizen,779,742,663
12,779,759,683
took,773,719,643
funding,773,736,633
calling,771,748,671
found,769,754,676
ban,769,705,622
critical,763,745,691
onpoli,761,761,543
jkenney,761,734,487
gop,760,723,549
jan,751,437,360
fordnation,748,726,547
kid,746,668,616
hold,745,726,646
evidence,745,724,646
est,745,660,359
three,744,730,651
black,744,630,547
always,742,715,656
policy,741,703,633
follow,741,719,648
advice,741,708,653
fund,737,695,623
little,736,703,644
yesterday,735,705,635
feel,735,699,642
kill,734,708,622
left,733,717,636
biden,733,642,509
provide,732,723,657
guy,732,705,647
seen,731,719,673
rt,730,718,610
high,730,708,650
listen,727,690,629
benefit,724,667,596
curve,721,689,623
impact,720,707,646
gov,720,695,586
ford,720,654,542
lead,718,691,629
law,717,677,601
online,716,695,625
worse,715,697,602
sent,715,661,602
past,715,699,640
learn,715,698,642
weekend,714,686,629
cause,714,694,614
youre,713,642,570
night,709,673,619
icu,708,654,584
fake,705,642,551
general,703,676,589
fear,703,679,608
conservative,699,652,553
article,699,680,575
100,699,687,635
frontline,696,672,599
went,695,668,608
worst,693,665,602
deal,690,663,605
14,689,673,542
isnt,688,672,596
science,687,621,559
warned,686,662,569
join,686,674,606
according,686,683,597
trust,684,632,571
store,684,622,572
looking,684,676,640
history,684,667,607
given,684,658,592
cost,684,649,592
shut,683,652,586
15,682,647,558
election,681,647,553
tweet,680,621,545
l,680,548,331
deadly,676,669,598
understand,675,649,606
program,674,629,582
7,673,638,533
despite,671,669,591
study,669,627,555
wear,668,601,531
able,668,662,600
increase,667,630,570
sign,666,647,593
let,666,635,577
officer,663,638,576
access,663,644,586
maybe,661,624,559
february,661,642,562
au,661,563,300
safety,660,636,585
stand,658,617,564
single,658,638,584
second,658,641,584
idea,658,635,583
task,657,623,536
chief,657,647,585
school,656,582,528
personal,656,648,592
intelligence,655,624,550
telling,653,641,577
closed,651,624,567
asking,650,640,585
30,650,630,541
feb,649,377,319
available,649,637,578
voter,646,600,501
reporting,646,627,554
talk,645,630,580
prevent,644,623,570
giving,643,634,582
matter,642,616,553
gate,641,544,419
senior,637,581,513
resource,636,599,543
dangerous,635,603,526
seriously,633,623,566
middle,632,629,570
taiwan,630,531,401
student,629,536,477
attack,628,589,538
started,627,598,553
vulnerable,626,617,554
likely,625,594,521
theyre,624,576,531
lab,624,568,497
whole,623,611,570
late,623,610,548
entire,623,613,562
campaign,623,610,538
condition,622,584,534
20,622,610,527
old,619,588,550
failed,619,569,522
visit,618,580,511
market,618,575,510
hear,618,604,553
conference,618,601,541
current,615,593,544
soon,613,603,546
research,613,557,489
spreading,612,611,538
almost,612,605,554
propaganda,610,598,520
flattenthecurve,610,610,522
protective,609,595,541
situation,605,592,548
grocery,604,559,517
rest,602,575,536
release,602,585,532
13,602,589,483
talking,599,590,535
here,598,591,538
tam,597,573,501
mass,596,573,516
wearing,595,558,508
potus,593,559,451
leave,591,584,536
facility,591,565,500
concern,590,576,526
florida,588,544,453
24,588,569,470
step,587,562,521
head,587,566,523
epidemic,587,575,491
course,585,572,533
allowed,584,580,527
outside,583,573,536
morning,581,567,525
lying,581,536,480
level,581,562,505
lack,581,568,519
key,580,572,522
8,579,527,464
set,578,563,511
india,578,515,353
fire,578,538,487
church,578,501,438
air,578,545,495
aid,578,525,476
source,576,557,487
handling,576,567,508
plus,575,536,390
agree,575,569,521
lied,572,517,455
restriction,571,543,502
moment,571,530,493
korea,570,480,423
provincial,569,552,484
become,569,560,516
move,567,551,502
financial,567,550,509
ship,566,510,442
send,564,528,494
hero,564,539,493
putting,563,534,505
hell,563,544,493
foreign,563,544,495
helping,562,555,519
thread,560,539,495
poll,559,526,475
taken,558,550,519
employee,557,523,482
security,555,538,494
behind,555,544,506
announced,555,548,503
released,553,542,489
projection,553,527,480
office,553,529,478
mayor,553,529,479
happening,553,531,505
running,552,539,496
recovered,552,537,470
came,552,542,498
scientist,551,525,483
run,551,543,496
record,551,541,480
based,550,531,492
reporter,548,516,453
bank,548,500,453
stock,547,515,454
serious,547,528,497
wont,546,539,492
twitter,545,525,486
slow,544,542,467
folk,544,516,480
continues,543,535,502
hundred,542,518,463
happen,542,525,487
ccp,542,500,347
imagine,541,515,473
minute,540,502,472
50,539,528,485
list,538,501,468
covid19canada,538,538,442
park,535,464,416
nearly,534,528,469
kind,534,527,488
military,532,508,457
fuck,532,495,442
absolutely,532,527,496
there,531,526,483
quebec,531,486,408
normal,531,500,463
seems,530,523,486
politician,530,508,472
youtube,529,514,375
different,529,496,460
buy,528,508,478
nyc,524,493,436
cover,524,510,469
regime,523,491,302
navy,523,469,392
fine,523,501,462
criminal,523,491,441
low,522,513,469
especially,522,521,479
authority,520,495,448
une,519,464,274
within,517,494,460
address,517,507,453
physical,516,507,465
racist,514,476,426
isolation,514,502,466
info,514,495,449
area,514,480,436
alone,514,499,469
sur,512,438,267
following,512,505,469
agency,509,495,440
reality,507,493,457
fed,507,493,443
street,506,486,458
johnson,506,465,419
held,506,502,419
1000,506,483,439
ill,505,495,466
industry,504,484,447
impeachment,504,468,396
huge,504,497,470
3m,504,439,400
whether,503,494,462
later,503,487,457
pa,502,425,246
stupid,501,444,409
major,501,497,460
killed,501,464,425
term,500,484,454
heart,499,469,440
challenge,499,457,437
keeping,498,490,456
16,498,495,460
loved,497,481,423
showing,495,489,457
happy,495,481,445
contact,495,470,432
vancouver,493,458,359
exactly,492,484,449
international,491,477,441
mail,490,459,411
site,488,437,407
room,488,471,436
healthy,488,480,444
body,488,457,427
play,487,480,461
kenney,487,458,344
ensure,487,482,447
name,486,447,412
climate,485,442,389
wait,484,473,441
scheer,484,458,359
responsible,484,418,386
former,484,471,433
treat,483,477,442
friday,483,476,444
piece,482,476,440
kushner,481,446,368
hoax,481,445,382
wow,480,458,422
25,480,471,434
turn,479,478,447
captain,479,447,380
charge,476,462,425
november,475,463,391
joe,475,433,365
break,475,469,444
voting,474,434,373
prison,474,426,370
john,474,459,415
ny,473,430,378
staying,470,450,419
forced,470,465,436
court,470,412,355
jared,469,454,384
interest,468,440,414
sunday,466,457,432
il,466,372,218
future,465,455,432
tv,464,437,394
trial,464,444,402
prepared,464,447,420
shit,463,451,415
thinking,462,453,429
drtedros,462,440,226
paid,461,444,428
oil,461,411,363
ahead,461,456,432
biggest,460,453,422
ppl,459,381,348
boris,457,432,390
statement,456,452,431
retweet,456,452,403
demand,456,449,403
fired,455,449,395
bring,455,451,418
begin,455,451,421
novel,454,428,391
abpoli,454,452,298
zero,453,425,392
ready,453,437,411
worth,452,434,420
spain,451,423,359
sense,451,436,408
known,451,444,421
transmission,450,428,383
germany,450,419,377
effect,450,434,412
role,449,444,416
among,449,433,407
gave,448,434,403
account,448,435,403
socialdistancing,447,441,400
return,447,444,423
hey,447,446,415
special,445,435,399
centre,445,421,387
physicaldistancing,444,442,369
dans,444,398,225
income,443,417,375
11,443,433,399
ignored,442,435,407
allow,441,435,404
forget,440,433,399
etc,440,414,396
stayhomesavelives,439,439,363
wisconsin,438,411,340
shortage,438,428,395
journalist,438,420,392
rather,437,430,404
longterm,437,420,374
monday,436,422,392
though,435,432,410
9,435,420,362
university,434,416,381
poor,434,414,384
massive,434,426,400
effective,434,428,390
congress,434,418,367
us,433,429,387
phone,433,416,400
france,432,414,347
100000,432,381,343
worldwide,431,414,375
strong,431,424,401
beginning,431,417,396
prepare,430,400,381
bed,430,407,375
practice,428,424,404
idiot,428,406,372
starting,426,423,395
false,426,416,379
common,426,415,393
push,424,417,386
price,424,378,355
inside,424,414,389
freedom,424,395,350
fucking,423,405,370
wonder,422,417,389
tomorrow,422,413,389
half,422,405,379
wish,420,394,371
protection,420,407,377
professional,420,411,385
game,420,401,372
surge,419,384,352
dy,419,397,373
europe,418,405,361
note,417,402,355
related,415,404,373
quickly,414,409,378
bcpoli,414,413,241
private,413,401,370
cuomo,413,372,327
blood,413,380,364
age,413,384,361
earlier,412,405,371
dollar,410,402,378
trudeaus,409,402,346
recovery,409,390,356
side,408,394,368
qui,408,355,211
living,408,397,367
distance,408,379,360
mr,407,379,353
midst,406,406,374
immediately,406,405,384
heard,406,395,379
focus,406,402,385
center,406,386,346
hajdu,405,377,324
crime,405,393,348
andrewscheer,405,394,312
incompetence,404,394,359
apply,403,352,335
potential,402,382,363
spent,401,392,362
pushing,401,394,363
literally,401,393,371
figure,401,391,362
sending,400,386,368
count,400,381,315
shelter,399,320,288
leading,399,396,371
investigation,399,371,346
tried,398,395,367
sailor,398,324,288
received,398,393,372
nursing,398,363,327
doug,398,378,339
bringing,398,381,335
albertans,398,365,278
letter,396,377,338
weve,395,380,365
email,395,378,353
danger,394,383,343
approved,394,374,345
finally,393,387,367
reopen,392,388,347
70,392,371,347
cure,391,368,344
created,391,382,365
tonight,390,385,363
stockpile,390,358,328
shift,390,367,351
longer,390,376,353
council,389,370,333
seeing,388,381,368
plane,388,339,314
son,386,363,327
russia,385,351,305
remain,383,378,356
mp,383,369,319
virtual,382,372,310
victim,382,376,353
ok,382,370,359
mental,382,351,304
detail,382,366,341
space,381,366,346
sorry,381,377,354
dear,381,379,350
caused,381,372,358
raise,378,372,354
passed,377,369,348
capacity,377,362,333
unit,376,366,340
sound,376,370,354
rise,375,365,328
issued,375,370,323
four,375,371,347
conspiracy,375,366,345
speak,374,334,320
rally,373,364,295
playing,373,365,348
pas,373,367,347
ten,372,368,337
photo,372,364,344
currently,372,366,345
covering,372,347,327
comment,372,368,341
chance,371,361,344
several,370,365,343
senator,370,356,327
opportunity,370,367,347
wife,368,361,341
5g,367,319,283
pelosi,366,346,277
los,366,309,173
happened,366,363,341
17,366,359,343
washington,365,353,315
rapid,365,363,341
parent,365,350,332
disaster,365,359,330
watching,364,341,331
saved,364,355,328
either,364,357,336
crozier,364,318,276
self,363,346,312
meet,363,352,318
offer,362,355,343
direct,361,350,300
18,360,358,302
homeless,359,342,310
difficult,359,354,330
con,359,314,204
apart,359,355,332
along,359,358,343
guess,358,355,337
example,358,345,321
car,358,341,321
battle,358,354,329
reminder,357,357,334
event,357,329,316
28,357,296,251
track,356,327,311
physician,356,331,292
corrupt,356,348,307
amazing,356,344,329
ad,355,334,313
wanted,354,349,332
facing,354,352,330
andrew,354,353,323
covidcanada,353,353,257
covid19ab,353,350,243
completely,353,349,332
killing,352,344,324
fall,352,349,332
chain,352,345,324
trade,351,334,318
nytimes,351,339,290
county,351,291,265
wrote,350,339,315
probably,350,343,326
forward,350,345,333
wage,349,333,314
saw,349,335,314
necessary,349,346,329
avoid,349,348,306
secretary,348,305,272
mind,348,343,333
loss,348,333,315
led,348,345,329
large,347,336,316
guideline,347,332,312
five,347,334,317
22,347,344,322
v,344,321,302
jail,344,303,283
interesting,344,343,333
60,344,309,295
donation,343,306,299
consider,343,338,330
antibody,343,289,271
higher,342,332,309
complete,342,340,327
website,340,325,305
date,340,326,311
21,340,336,287
north,339,329,318
lose,339,328,315
stopped,338,333,317
sad,338,328,310
moving,338,332,318
saving,337,329,321
director,337,330,303
british,337,331,305
ce,335,308,202
kit,334,308,289
democracy,334,321,294
covid2019,334,331,268
attention,334,333,318
highest,333,326,309
drop,333,313,293
politics,332,325,287
california,331,304,281
worked,329,310,294
whats,329,320,300
six,329,307,287
light,329,312,294
holding,329,322,307
experience,329,326,307
wave,328,292,253
society,328,322,308
production,327,315,303
priority,327,303,289
donate,327,315,303
paper,326,314,300
network,326,311,302
directly,326,326,316
solution,325,309,293
create,325,324,313
beyond,325,323,311
approach,325,316,304
add,325,324,312
respond,324,323,309
researcher,324,320,299
product,324,307,285
misinformation,324,321,295
roosevelt,323,313,276
proud,323,318,306
negative,323,293,280
gone,323,318,296
carrier,323,319,301
animal,323,294,250
theory,322,311,298
ont,321,299,244
young,320,305,289
region,320,297,275
learned,320,318,302
wh,319,300,271
view,319,313,251
credit,319,292,273
basic,319,314,295
project,318,308,289
link,318,314,290
facebook,318,290,276
committee,318,292,270
1st,318,296,285
nice,317,305,294
meeting,317,303,280
dems,317,287,250
cerb,317,290,253
oversight,316,269,250
dog,316,283,261
african,316,283,238
opinion,315,310,282
msnbc,315,303,260
interview,315,311,289
23,315,311,267
memo,314,304,286
hate,313,288,273
spoke,312,308,296
combat,312,312,295
bit,312,297,283
suffering,311,304,285
par,311,291,202
navarro,311,286,261
n,311,283,225
hearing,311,291,279
failing,311,308,291
building,311,300,289
2019,311,306,279
simple,310,309,268
short,310,307,289
produce,310,302,289
gathering,310,299,287
waiting,309,304,287
glove,308,298,286
arent,308,301,292
seem,307,301,292
rent,307,272,250
recent,307,304,298
partner,307,302,287
closing,307,294,281
b,307,291,273
wash,306,301,285
treating,306,306,296
red,306,302,277
expected,306,302,291
deep,306,290,270
coronaviruspandemic,306,305,243
shutdown,305,291,263
medicine,305,299,277
husband,305,288,276
foxnews,305,294,244
enemy,305,298,277
tuesday,304,299,287
responsibility,304,302,287
majority,304,300,283
coverage,304,303,257
actual,304,294,213
40,304,302,289
pretty,303,299,286
feeling,303,290,286
clearly,303,293,278
saturday,302,295,282
humanity,302,296,267
fault,302,228,217
department,302,286,265
urgent,301,292,232
deserve,301,290,280
board,301,299,289
torontostar,300,296,229
reach,300,294,269
profit,300,294,279
worry,299,294,279
payment,299,268,254
near,298,297,274
manufacturing,298,282,258
asymptomatic,298,286,267
period,297,273,258
ordered,297,293,281
opposition,297,294,260
explain,297,296,285
empty,297,271,250
ab,297,234,206
walk,296,281,270
africa,296,266,231
queen,295,273,249
joke,295,290,276
japan,295,257,214
include,295,280,263
31,295,284,266
respect,294,273,260
refuse,294,292,284
gear,294,284,271
win,293,281,263
paying,293,286,281
id,293,277,261
expect,293,288,275
cphocanada,293,291,257
cbcnews,293,290,251
ucp,292,271,178
spending,292,283,273
penny,292,250,232
host,292,288,275
education,292,280,241
2000,292,287,280
unemployment,291,276,262
discus,291,290,273
truly,290,287,275
msm,290,250,218
largest,290,287,263
town,289,280,265
evil,289,278,258
sector,288,273,252
often,288,287,275
limit,288,285,270
infectious,288,283,262
illegal,288,279,253
golf,288,224,205
fraud,288,280,260
difference,288,288,284
apparently,288,284,269
dealing,287,284,279
crew,287,274,251
worried,286,278,266
senate,286,265,241
pattyhajdu,286,282,249
water,285,258,245
wasnt,285,281,275
receive,285,280,269
plankthecurve,285,285,232
easy,285,279,272
democratic,285,279,254
debt,285,263,248
respirator,284,269,255
exposed,284,279,267
doc,284,264,236
cottage,284,267,246
allowing,284,283,271
mar,283,178,141
individual,283,274,265
fatality,283,276,259
choice,283,261,253
shandro,282,275,192
brought,282,278,267
aux,282,249,167
affected,282,278,265
strategy,281,270,257
lock,281,268,248
simply,280,280,271
driver,280,262,250
admitted,280,279,236
911,280,277,266
removed,279,275,255
nous,279,230,163
lower,279,267,254
concerned,279,271,265
0,279,181,132
trillion,278,265,244
warns,277,277,264
struggling,277,277,244
passenger,277,275,258
ne,277,249,162
sweden,276,246,211
intensive,276,271,245
mistake,275,273,262
covid19ontario,275,275,232
screening,274,267,249
island,274,255,235
illness,274,267,253
eye,274,265,249
began,274,268,254
accountable,274,270,231
peak,273,255,231
mother,273,258,247
immunity,273,253,234
wake,272,269,257
reduce,272,267,259
mark,272,264,254
immune,272,248,225
handle,272,267,250
decade,272,272,256
consequence,272,241,235
anthony,272,270,255
totally,271,264,252
providing,271,265,259
process,271,265,262
panic,271,261,246
nationwide,271,267,243
r,270,197,171
peter,270,264,248
letting,270,265,258
ignore,270,269,258
beat,270,265,251
turned,269,265,251
package,269,263,244
agenda,269,260,239
vital,268,264,254
supposed,268,264,248
protecting,268,262,247
meanwhile,268,268,257
chloroquine,268,244,224
insurance,267,233,222
disability,267,232,123
class,267,255,236
racism,266,243,227
request,265,249,237
none,265,257,248
lesson,265,263,250
beijing,265,258,218
alarm,265,260,237
vous,264,191,134
modelling,264,246,231
michigan,264,249,230
ceo,264,261,251
planning,263,256,222
ignoring,263,261,249
henry,263,257,178
texas,262,234,209
parliament,262,231,219
happens,262,259,254
road,261,255,247
headline,261,251,234
globeandmail,261,259,220
recently,260,260,248
gun,260,225,213
supporting,259,252,240
shipment,258,247,230
sharing,258,251,240
jason,258,258,217
item,258,218,210
er,258,253,237
acting,258,252,238
scenario,257,252,236
nobody,257,251,244
laid,257,252,239
straight,256,251,241
couple,256,253,238
volunteer,255,225,210
regarding,255,254,244
ground,255,254,214
excuse,255,250,243
changed,255,251,248
banned,255,248,226
attempt,255,254,246
québec,254,230,126
hasnt,254,252,237
damn,254,247,236
ca,254,196,127
fast,253,248,230
door,253,239,221
independent,252,247,235
incompetent,252,250,230
arrest,252,219,210
sont,251,228,159
indigenous,251,232,199
growing,251,250,242
globalnews,251,242,188
chris,251,233,223
book,251,238,226
taxpayer,250,237,222
setting,250,250,238
required,250,245,233
muslim,250,217,178
foot,250,241,226
dad,250,237,223
bought,250,241,235
unprecedented,249,243,231
resign,249,243,229
perhaps,249,247,239
decided,249,249,242
whatever,248,244,237
west,248,237,229
stimulus,248,224,212
men,248,228,217
losing,248,239,228
bus,248,220,209
45,248,228,208
eu,247,215,185
survive,246,237,223
hotel,246,234,222
document,246,230,215
birx,246,243,208
admin,246,244,230
abortion,246,163,143
inspector,245,224,198
apr,245,230,155
speech,244,237,219
rating,244,225,206
pandémie,244,242,144
nh,244,227,186
position,243,240,233
domestic,243,235,229
speaking,242,239,232
shame,242,234,227
notice,242,233,228
viral,241,239,209
unless,241,240,225
kept,241,240,228
google,241,219,199
fda,241,211,191
covid19pandemic,241,241,201
build,241,234,222
avec,241,229,155
smart,240,232,226
severe,240,237,225
flatten,240,232,223
except,240,234,222
claimed,240,237,222
yyc,239,238,149
xi,239,224,192
transparency,239,223,214
tool,239,234,219
pressure,239,237,228
fun,239,237,233
firm,239,231,220
arrived,239,234,224
analysis,239,236,223
voted,238,236,219
sale,238,214,204
obvious,238,228,223
cash,238,216,208
80,238,234,226
wednesday,237,235,224
remove,237,235,220
leaving,237,234,228
increased,237,231,224
helped,237,229,222
contract,237,231,214
closure,237,233,220
whose,236,232,225
subsidy,236,231,214
welcome,235,235,231
export,235,218,205
c,235,206,181
beach,235,226,208
postal,234,215,197
polqc,234,234,103
frontlines,234,233,218
carbon,234,214,194
theodore,233,232,208
supreme,233,214,186
globe,233,229,222
damage,233,225,213
bullshit,233,232,223
assistance,233,224,213
additional,233,230,216
page,232,219,211
owner,232,228,218
couldnt,232,230,221
repeatedly,231,225,216
machine,231,224,218
colleague,231,227,216
arrested,231,215,201
treated,230,226,219
tiger,230,180,169
seat,230,223,208
recommendation,230,219,210
moron,230,220,210
learning,230,217,199
development,230,225,212
camp,230,218,193
maga,229,222,195
choose,229,215,209
ccpvirus,229,227,151
brother,229,223,215
surprise,228,215,207
serve,228,206,195
donated,228,225,217
delivery,228,223,211
belief,228,221,208
bat,228,206,191
write,227,227,222
tip,227,227,216
includes,227,224,215
buying,227,226,221
bailout,227,212,203
approval,227,214,205
version,226,222,215
spot,226,224,214
shouldnt,226,214,209
restaurant,226,211,198
corruption,226,222,212
violence,225,210,195
panel,225,221,209
mom,225,209,204
tough,224,221,214
sars,224,218,199
review,224,219,205
calgary,224,215,177
summer,223,211,205
australia,223,213,187
wouldnt,222,221,215
vp,222,204,172
updated,222,218,202
inmate,222,200,177
blaming,222,213,200
amazon,222,196,188
airport,222,208,197
quite,221,217,209
possibly,221,219,217
played,221,218,207
fellow,221,220,212
