Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
please,2525,2384,2.0214,1864,13.25464
keep,2492,2399,2.03412,1935,13.75951
testing,2451,2136,1.81112,1561,11.10005
1,2426,2261,1.91711,1740,12.37289
must,2406,2247,1.90524,1678,11.93202
le,2392,1851,1.56947,1129,8.02816
stop,2386,2269,1.92389,1808,12.85643
support,2365,2183,1.85097,1717,12.20934
thing,2356,2256,1.91287,1771,12.59333
month,2339,2233,1.89337,1707,12.13824
also,2315,2265,1.9205,1799,12.79243
chinese,2259,2025,1.717,1275,9.06634
may,2241,2095,1.77636,1650,11.73292
last,2240,2179,1.84758,1679,11.93913
ontario,2221,2069,1.75431,1397,9.93387
well,2215,2106,1.78568,1726,12.27334
minister,2203,2092,1.77381,1515,10.77295
official,2180,2089,1.77127,1527,10.85828
died,2160,2024,1.71616,1470,10.45296
supply,2149,1949,1.65256,1533,10.90095
order,2114,2007,1.70174,1532,10.89383
job,2101,1949,1.65256,1572,11.17827
report,2090,2015,1.70852,1479,10.51696
global,2084,1965,1.66613,1555,11.05738
positive,2062,1934,1.63984,1488,10.58096
thank,2059,1968,1.66867,1589,11.29915
everyone,2048,1954,1.6568,1624,11.54803
call,2039,1964,1.66528,1581,11.24227
much,2036,1952,1.65511,1602,11.39159
america,2020,1898,1.60932,1318,9.37211
working,2018,1971,1.67122,1640,11.66181
show,1995,1921,1.62882,1553,11.04316
breaking,1992,1990,1.68733,1504,10.69473
community,1989,1886,1.59915,1486,10.56674
two,1983,1871,1.58643,1502,10.68051
un,1947,1650,1.39904,1028,7.30996
fight,1928,1878,1.59236,1543,10.97205
never,1924,1816,1.53979,1458,10.36763
question,1887,1742,1.47705,1419,10.09031
federal,1884,1764,1.4957,1360,9.67077
look,1880,1836,1.55675,1521,10.81562
come,1874,1803,1.52877,1430,10.16853
house,1856,1787,1.5152,1347,9.57833
made,1840,1737,1.47281,1436,10.21119
business,1818,1655,1.40328,1348,9.58544
tested,1807,1623,1.37615,1288,9.15879
city,1789,1638,1.38887,1284,9.13034
emergency,1776,1711,1.45076,1394,9.91254
great,1775,1710,1.44991,1421,10.10453
read,1762,1728,1.46518,1439,10.23253
face,1759,1676,1.42109,1372,9.7561
use,1753,1637,1.38802,1359,9.66366
economy,1743,1644,1.39395,1253,8.90991
april,1730,1591,1.34901,1235,8.78191
watch,1694,1624,1.37699,1292,9.18723
total,1690,1448,1.22776,1103,7.84328
update,1688,1601,1.35749,1195,8.49748
really,1672,1586,1.34477,1327,9.43611
3,1663,1582,1.34138,1289,9.1659
service,1656,1561,1.32358,1283,9.12323
due,1627,1589,1.34732,1311,9.32234
live,1615,1563,1.32527,1234,8.7748
national,1588,1554,1.31764,1238,8.80324
put,1573,1540,1.30577,1297,9.22278
safe,1567,1497,1.26931,1269,9.02368
fauci,1552,1360,1.15315,982,6.98286
die,1549,1459,1.23709,1140,8.10638
another,1543,1497,1.26931,1252,8.90279
wuhan,1542,1401,1.18791,1006,7.15352
getting,1541,1446,1.22607,1225,8.7108
data,1537,1374,1.16502,1133,8.0566
risk,1533,1455,1.2337,1233,8.76769
got,1530,1458,1.23624,1231,8.75347
tell,1529,1485,1.25914,1219,8.66814
told,1517,1470,1.24642,1192,8.47614
give,1513,1470,1.24642,1269,9.02368
end,1508,1441,1.22183,1202,8.54725
fact,1504,1456,1.23455,1202,8.54725
ago,1499,1259,1.06751,1048,7.45218
expert,1493,1413,1.19809,1147,8.15615
anyone,1490,1436,1.21759,1182,8.40503
together,1484,1428,1.21081,1185,8.42637
story,1480,1421,1.20487,1166,8.29126
briefing,1479,1382,1.1718,1030,7.32418
without,1465,1431,1.21335,1203,8.55436
leader,1462,1425,1.20826,1207,8.58281
pm,1459,1359,1.1523,1099,7.81483
around,1454,1439,1.22013,1239,8.81035
next,1450,1424,1.20741,1189,8.45481
healthcare,1449,1347,1.14213,1103,7.84328
part,1443,1408,1.19385,1207,8.58281
money,1436,1361,1.154,1123,7.98549
better,1436,1395,1.18282,1190,8.46192
daily,1425,1361,1.154,1105,7.8575
justintrudeau,1423,1386,1.17519,1032,7.33841
yet,1421,1402,1.18876,1197,8.5117
since,1406,1356,1.14976,1131,8.04238
company,1403,1326,1.12432,1125,7.99972
alberta,1398,1274,1.08023,836,5.94468
nation,1395,1316,1.11584,1069,7.60151
protect,1393,1362,1.15484,1145,8.14193
coming,1389,1334,1.1311,1129,8.02816
best,1385,1338,1.13449,1172,8.33393
long,1381,1350,1.14467,1158,8.23437
hand,1377,1240,1.0514,1072,7.62284
video,1371,1305,1.10651,1093,7.77217
thousand,1370,1295,1.09803,1043,7.41663
measure,1348,1291,1.09464,1100,7.82194
province,1345,1282,1.08701,1041,7.4024
away,1344,1298,1.10058,1109,7.88594
york,1333,1266,1.07345,973,6.91887
bill,1332,1268,1.07514,1011,7.18908
white,1330,1268,1.07514,945,6.71976
cant,1328,1256,1.06497,1065,7.57306
4,1327,1262,1.07005,1041,7.4024
line,1324,1289,1.09295,1124,7.9926
confirmed,1320,1191,1.00985,942,6.69843
mean,1318,1282,1.08701,1123,7.98549
early,1314,1231,1.04377,1027,7.30285
ppe,1311,1214,1.02935,1032,7.33841
administration,1310,1247,1.05734,902,6.41399
n95,1309,1252,1.06157,1069,7.60151
friend,1304,1250,1.05988,1100,7.82194
vaccine,1302,1131,0.95898,903,6.42111
pay,1300,1204,1.02088,1012,7.19619
done,1295,1259,1.06751,1070,7.60862
drug,1294,1191,1.00985,973,6.91887
across,1291,1277,1.08277,1067,7.58729
already,1277,1253,1.06242,1084,7.70817
important,1273,1249,1.05903,1059,7.5304
et,1270,1031,0.87419,557,3.96075
5,1265,1191,1.00985,1048,7.45218
lie,1250,1117,0.94711,921,6.5491
rate,1248,1140,0.96661,959,6.81931
enough,1245,1153,0.97763,1000,7.11086
ventilator,1240,1094,0.92761,910,6.47088
stayhome,1240,1220,1.03444,1000,7.11086
place,1238,1210,1.02596,1067,7.58729
hydroxychloroquine,1234,1190,1.009,902,6.41399
human,1230,1056,0.89539,890,6.32866
far,1230,1198,1.01579,1015,7.21752
travel,1213,1094,0.92761,932,6.62732
others,1209,1179,0.99968,1046,7.43796
essential,1206,1136,0.96322,989,7.03264
bc,1206,1114,0.94456,807,5.73846
man,1202,1152,0.97678,982,6.98286
find,1195,1179,0.99968,1041,7.4024
lot,1192,1165,0.98781,1027,7.30285
trying,1191,1163,0.98611,989,7.03264
plan,1183,1102,0.93439,954,6.78376
governor,1183,1129,0.95728,848,6.03001
nurse,1178,1067,0.90471,901,6.40688
press,1172,1131,0.95898,896,6.37133
nothing,1171,1118,0.94796,930,6.6131
saying,1169,1135,0.96237,942,6.69843
open,1168,1137,0.96407,959,6.81931
10,1166,1120,0.94965,897,6.37844
continue,1164,1131,0.95898,988,7.02553
hope,1161,1126,0.95474,989,7.03264
system,1157,1098,0.931,939,6.6771
real,1154,1108,0.93948,979,6.96153
reported,1152,1084,0.91913,875,6.222
ever,1149,1119,0.9488,962,6.84065
food,1148,977,0.8284,852,6.05845
2020,1143,1108,0.93948,857,6.09401
ableg,1137,1135,0.96237,543,3.8612
cnn,1134,1024,0.86825,794,5.64602
premier,1128,1068,0.90556,864,6.14378
party,1124,1069,0.90641,885,6.29311
united,1114,1077,0.91319,897,6.37844
donald,1113,1083,0.91828,823,5.85224
team,1111,1058,0.89708,950,6.75532
march,1110,1001,0.84875,872,6.20067
vote,1109,922,0.78177,717,5.09849
model,1109,882,0.74785,751,5.34025
making,1107,1083,0.91828,964,6.85487
staff,1104,1045,0.88606,908,6.45666
disease,1104,1065,0.90302,889,6.32155
change,1100,1037,0.87928,879,6.25044
warning,1099,1059,0.89793,841,5.98023
toronto,1097,1021,0.86571,811,5.76691
easter,1092,920,0.78007,828,5.88779
action,1087,1021,0.86571,877,6.23622
asked,1085,1042,0.88352,895,6.36422
using,1079,1061,0.89963,933,6.63443
sure,1078,1057,0.89623,940,6.68421
effort,1078,1038,0.88012,904,6.42822
woman,1077,952,0.8072,817,5.80957
start,1076,1052,0.89199,948,6.74109
taking,1072,1050,0.8903,934,6.64154
liberal,1072,1015,0.86062,733,5.21226
democrat,1067,980,0.83095,665,4.72872
january,1063,992,0.84112,826,5.87357
treatment,1062,999,0.84706,861,6.12245
flu,1062,892,0.75633,757,5.38292
information,1061,1018,0.86317,888,6.31444
amid,1059,1055,0.89454,868,6.17222
including,1053,1042,0.88352,920,6.54199
force,1050,1007,0.85384,834,5.93046
cdc,1046,1002,0.8496,782,5.56069
wrong,1045,994,0.84282,856,6.08689
uk,1044,950,0.80551,708,5.03449
threat,1031,994,0.84282,814,5.78824
thats,1031,982,0.83264,851,6.05134
called,1028,976,0.82755,824,5.85935
hard,1027,993,0.84197,891,6.33577
big,1019,996,0.84451,885,6.29311
resident,1015,927,0.78601,772,5.48958
point,1013,993,0.84197,872,6.20067
lost,1013,958,0.81229,836,5.94468
latest,1012,1003,0.85045,831,5.90912
war,1008,900,0.76311,752,5.34737
full,1007,984,0.83434,876,6.22911
believe,1001,966,0.81907,816,5.80246
govt,994,926,0.78516,777,5.52514
child,986,881,0.747,743,5.28337
person,982,914,0.77498,811,5.76691
bad,982,931,0.7894,824,5.85935
member,979,941,0.79788,817,5.80957
used,975,910,0.77159,816,5.80246
something,972,942,0.79872,847,6.0229
hour,972,936,0.79364,832,5.91623
save,970,955,0.80975,800,5.68869
control,967,907,0.76905,770,5.47536
equipment,966,939,0.79618,829,5.8949
police,963,878,0.74446,750,5.33314
dying,957,878,0.74446,738,5.24781
decision,954,888,0.75294,786,5.58913
someone,952,920,0.78007,813,5.78113
infection,946,895,0.75887,760,5.40425
result,942,912,0.77329,822,5.84513
he,942,818,0.69358,721,5.12693
symptom,937,880,0.74615,759,5.39714
power,937,884,0.74955,762,5.41847
front,935,924,0.78346,839,5.96601
pour,934,771,0.65373,398,2.83012
cut,934,860,0.7292,716,5.09137
act,934,908,0.7699,785,5.58202
prime,929,918,0.77838,783,5.5678
might,928,909,0.77074,789,5.61047
sick,926,864,0.73259,758,5.39003
thanks,924,907,0.76905,828,5.88779
least,923,898,0.76142,797,5.66735
w,922,831,0.70461,727,5.16959
top,922,904,0.7665,793,5.63891
toll,918,866,0.73428,665,4.72872
organization,918,886,0.75124,769,5.46825
issue,918,896,0.75972,800,5.68869
reason,917,887,0.75209,795,5.65313
dead,915,863,0.73174,729,5.18382
quarantine,905,881,0.747,766,5.44692
border,904,815,0.69104,704,5.00604
population,901,851,0.72157,751,5.34025
everything,899,854,0.72411,777,5.52514
problem,897,838,0.71054,723,5.14115
economic,896,863,0.73174,764,5.4327
love,893,859,0.72835,766,5.44692
free,889,856,0.72581,762,5.41847
close,888,869,0.73683,789,5.61047
failure,883,838,0.71054,702,4.99182
possible,881,852,0.72241,779,5.53936
per,876,751,0.63678,655,4.65761
instead,875,868,0.73598,768,5.46114
leadership,870,847,0.71817,752,5.34737
justin,869,827,0.70122,664,4.72161
flight,869,766,0.64949,637,4.52962
truth,862,837,0.70969,704,5.00604
political,860,830,0.70376,728,5.1767
doesnt,860,841,0.71309,766,5.44692
post,856,829,0.70291,742,5.27626
infected,855,826,0.70037,674,4.79272
6,852,820,0.69528,738,5.24781
needed,850,835,0.708,765,5.43981
fighting,849,835,0.708,623,4.43006
claim,849,829,0.70291,724,5.14826
hit,848,831,0.70461,726,5.16248
republican,847,800,0.67832,590,4.19541
ask,845,802,0.68002,715,5.08426
obama,843,754,0.63932,627,4.45851
actually,842,832,0.70546,754,5.36159
tax,841,752,0.63762,646,4.59361
yes,840,772,0.65458,711,5.05582
word,840,817,0.69274,719,5.11271
check,840,827,0.70122,735,5.22648
iran,839,693,0.5876,337,2.39636
usa,837,765,0.64865,639,4.54384
fox,834,759,0.64356,598,4.25229
communist,833,804,0.68171,568,4.03897
billion,829,763,0.64695,676,4.80694
remember,828,808,0.68511,719,5.11271
small,827,783,0.66391,708,5.03449
share,822,803,0.68087,729,5.18382
answer,819,789,0.669,700,4.9776
blame,818,691,0.5859,604,4.29496
south,817,737,0.6249,608,4.3234
ottawa,817,745,0.63169,565,4.01763
thought,816,801,0.67917,718,5.1056
message,815,792,0.67154,714,5.07715
relief,814,797,0.67578,695,4.94205
stayathome,810,803,0.68087,637,4.52962
group,809,772,0.65458,694,4.93494
rule,808,772,0.65458,702,4.99182
true,804,751,0.63678,692,4.92071
cbc,800,748,0.63423,609,4.33051
du,796,668,0.5664,337,2.39636
anything,795,780,0.66136,700,4.9776
didnt,794,720,0.61049,642,4.56517
local,793,745,0.63169,674,4.79272
italy,793,714,0.6054,603,4.28785
clear,789,767,0.65034,689,4.89938
else,782,754,0.63932,684,4.86383
knew,781,709,0.60116,613,4.35896
god,781,726,0.61558,634,4.50828
try,779,758,0.64271,691,4.9136
citizen,779,742,0.62914,663,4.7145
12,779,759,0.64356,683,4.85672
took,773,719,0.60964,643,4.57228
funding,773,736,0.62406,633,4.50117
calling,771,748,0.63423,671,4.77139
found,769,754,0.63932,676,4.80694
ban,769,705,0.59777,622,4.42295
critical,763,745,0.63169,691,4.9136
onpoli,761,761,0.64525,543,3.8612
jkenney,761,734,0.62236,487,3.46299
gop,760,723,0.61303,549,3.90386
jan,751,437,0.37053,360,2.55991
fordnation,748,726,0.61558,547,3.88964
kid,746,668,0.5664,616,4.38029
hold,745,726,0.61558,646,4.59361
evidence,745,724,0.61388,646,4.59361
est,745,660,0.55962,359,2.5528
three,744,730,0.61897,651,4.62917
black,744,630,0.53418,547,3.88964
always,742,715,0.60625,656,4.66472
policy,741,703,0.59608,633,4.50117
follow,741,719,0.60964,648,4.60784
advice,741,708,0.60032,653,4.64339
fund,737,695,0.58929,623,4.43006
little,736,703,0.59608,644,4.57939
yesterday,735,705,0.59777,635,4.5154
feel,735,699,0.59268,642,4.56517
kill,734,708,0.60032,622,4.42295
left,733,717,0.60795,636,4.52251
biden,733,642,0.54435,509,3.61943
provide,732,723,0.61303,657,4.67183
guy,732,705,0.59777,647,4.60073
seen,731,719,0.60964,673,4.78561
rt,730,718,0.60879,610,4.33762
high,730,708,0.60032,650,4.62206
listen,727,690,0.58505,629,4.47273
benefit,724,667,0.56555,596,4.23807
curve,721,689,0.58421,623,4.43006
impact,720,707,0.59947,646,4.59361
gov,720,695,0.58929,586,4.16696
ford,720,654,0.55453,542,3.85409
lead,718,691,0.5859,629,4.47273
law,717,677,0.57403,601,4.27363
online,716,695,0.58929,625,4.44429
worse,715,697,0.59099,602,4.28074
sent,715,661,0.56046,602,4.28074
past,715,699,0.59268,640,4.55095
learn,715,698,0.59184,642,4.56517
weekend,714,686,0.58166,629,4.47273
cause,714,694,0.58844,614,4.36607
youre,713,642,0.54435,570,4.05319
night,709,673,0.57064,619,4.40162
icu,708,654,0.55453,584,4.15274
fake,705,642,0.54435,551,3.91808
general,703,676,0.57318,589,4.1883
fear,703,679,0.57573,608,4.3234
conservative,699,652,0.55283,553,3.9323
article,699,680,0.57657,575,4.08874
100,699,687,0.58251,635,4.5154
frontline,696,672,0.56979,599,4.2594
went,695,668,0.5664,608,4.3234
worst,693,665,0.56386,602,4.28074
deal,690,663,0.56216,605,4.30207
14,689,673,0.57064,542,3.85409
isnt,688,672,0.56979,596,4.23807
science,687,621,0.52655,559,3.97497
warned,686,662,0.56131,569,4.04608
join,686,674,0.57149,606,4.30918
according,686,683,0.57912,597,4.24518
trust,684,632,0.53587,571,4.0603
store,684,622,0.5274,572,4.06741
looking,684,676,0.57318,640,4.55095
history,684,667,0.56555,607,4.31629
given,684,658,0.55792,592,4.20963
cost,684,649,0.55029,592,4.20963
shut,683,652,0.55283,586,4.16696
15,682,647,0.54859,558,3.96786
election,681,647,0.54859,553,3.9323
tweet,680,621,0.52655,545,3.87542
l,680,548,0.46465,331,2.35369
deadly,676,669,0.56725,598,4.25229
understand,675,649,0.55029,606,4.30918
program,674,629,0.53333,582,4.13852
7,673,638,0.54096,533,3.79009
despite,671,669,0.56725,591,4.20252
study,669,627,0.53164,555,3.94653
wear,668,601,0.50959,531,3.77587
able,668,662,0.56131,600,4.26651
increase,667,630,0.53418,570,4.05319
sign,666,647,0.54859,593,4.21674
let,666,635,0.53842,577,4.10297
officer,663,638,0.54096,576,4.09585
access,663,644,0.54605,586,4.16696
maybe,661,624,0.52909,559,3.97497
february,661,642,0.54435,562,3.9963
au,661,563,0.47737,300,2.13326
safety,660,636,0.53927,585,4.15985
stand,658,617,0.52316,564,4.01052
single,658,638,0.54096,584,4.15274
second,658,641,0.54351,584,4.15274
idea,658,635,0.53842,583,4.14563
task,657,623,0.52824,536,3.81142
chief,657,647,0.54859,585,4.15985
school,656,582,0.49348,528,3.75453
personal,656,648,0.54944,592,4.20963
intelligence,655,624,0.52909,550,3.91097
telling,653,641,0.54351,577,4.10297
closed,651,624,0.52909,567,4.03186
asking,650,640,0.54266,585,4.15985
30,650,630,0.53418,541,3.84697
feb,649,377,0.31966,319,2.26836
available,649,637,0.54011,578,4.11008
voter,646,600,0.50874,501,3.56254
reporting,646,627,0.53164,554,3.93942
talk,645,630,0.53418,580,4.1243
prevent,644,623,0.52824,570,4.05319
giving,643,634,0.53757,582,4.13852
matter,642,616,0.52231,553,3.9323
gate,641,544,0.46126,419,2.97945
senior,637,581,0.49263,513,3.64787
resource,636,599,0.50789,543,3.8612
dangerous,635,603,0.51129,526,3.74031
seriously,633,623,0.52824,566,4.02475
middle,632,629,0.53333,570,4.05319
taiwan,630,531,0.45024,401,2.85145
student,629,536,0.45448,477,3.39188
attack,628,589,0.49941,538,3.82564
started,627,598,0.50705,553,3.9323
vulnerable,626,617,0.52316,554,3.93942
likely,625,594,0.50365,521,3.70476
theyre,624,576,0.48839,531,3.77587
lab,624,568,0.48161,497,3.5341
whole,623,611,0.51807,570,4.05319
late,623,610,0.51722,548,3.89675
entire,623,613,0.51976,562,3.9963
campaign,623,610,0.51722,538,3.82564
condition,622,584,0.49518,534,3.7972
20,622,610,0.51722,527,3.74742
old,619,588,0.49857,550,3.91097
failed,619,569,0.48246,522,3.71187
visit,618,580,0.49178,511,3.63365
market,618,575,0.48754,510,3.62654
hear,618,604,0.51213,553,3.9323
conference,618,601,0.50959,541,3.84697
current,615,593,0.50281,544,3.86831
soon,613,603,0.51129,546,3.88253
research,613,557,0.47228,489,3.47721
spreading,612,611,0.51807,538,3.82564
almost,612,605,0.51298,554,3.93942
propaganda,610,598,0.50705,520,3.69765
flattenthecurve,610,610,0.51722,522,3.71187
protective,609,595,0.5045,541,3.84697
situation,605,592,0.50196,548,3.89675
grocery,604,559,0.47398,517,3.67631
rest,602,575,0.48754,536,3.81142
release,602,585,0.49602,532,3.78298
13,602,589,0.49941,483,3.43454
talking,599,590,0.50026,535,3.80431
here,598,591,0.50111,538,3.82564
tam,597,573,0.48585,501,3.56254
mass,596,573,0.48585,516,3.6692
wearing,595,558,0.47313,508,3.61232
potus,593,559,0.47398,451,3.207
leave,591,584,0.49518,536,3.81142
facility,591,565,0.47907,500,3.55543
concern,590,576,0.48839,526,3.74031
florida,588,544,0.46126,453,3.22122
24,588,569,0.48246,470,3.3421
step,587,562,0.47652,521,3.70476
head,587,566,0.47991,523,3.71898
epidemic,587,575,0.48754,491,3.49143
course,585,572,0.485,533,3.79009
allowed,584,580,0.49178,527,3.74742
outside,583,573,0.48585,536,3.81142
morning,581,567,0.48076,525,3.7332
lying,581,536,0.45448,480,3.41321
level,581,562,0.47652,505,3.59098
lack,581,568,0.48161,519,3.69054
key,580,572,0.485,522,3.71187
8,579,527,0.44684,464,3.29944
set,578,563,0.47737,511,3.63365
india,578,515,0.43667,353,2.51013
fire,578,538,0.45617,487,3.46299
church,578,501,0.4248,438,3.11456
air,578,545,0.46211,495,3.51987
aid,578,525,0.44515,476,3.38477
source,576,557,0.47228,487,3.46299
handling,576,567,0.48076,508,3.61232
plus,575,536,0.45448,390,2.77323
agree,575,569,0.48246,521,3.70476
lied,572,517,0.43837,455,3.23544
restriction,571,543,0.46041,502,3.56965
moment,571,530,0.44939,493,3.50565
korea,570,480,0.40699,423,3.00789
provincial,569,552,0.46804,484,3.44166
become,569,560,0.47483,516,3.6692
move,567,551,0.46719,502,3.56965
financial,567,550,0.46635,509,3.61943
ship,566,510,0.43243,442,3.143
send,564,528,0.44769,494,3.51276
hero,564,539,0.45702,493,3.50565
putting,563,534,0.45278,505,3.59098
hell,563,544,0.46126,493,3.50565
foreign,563,544,0.46126,495,3.51987
helping,562,555,0.47059,519,3.69054
thread,560,539,0.45702,495,3.51987
poll,559,526,0.446,475,3.37766
taken,558,550,0.46635,519,3.69054
employee,557,523,0.44345,482,3.42743
security,555,538,0.45617,494,3.51276
behind,555,544,0.46126,506,3.59809
announced,555,548,0.46465,503,3.57676
released,553,542,0.45956,489,3.47721
projection,553,527,0.44684,480,3.41321
office,553,529,0.44854,478,3.39899
mayor,553,529,0.44854,479,3.4061
happening,553,531,0.45024,505,3.59098
running,552,539,0.45702,496,3.52699
recovered,552,537,0.45532,470,3.3421
came,552,542,0.45956,498,3.54121
scientist,551,525,0.44515,483,3.43454
run,551,543,0.46041,496,3.52699
record,551,541,0.45872,480,3.41321
based,550,531,0.45024,492,3.49854
reporter,548,516,0.43752,453,3.22122
bank,548,500,0.42395,453,3.22122
stock,547,515,0.43667,454,3.22833
serious,547,528,0.44769,497,3.5341
wont,546,539,0.45702,492,3.49854
twitter,545,525,0.44515,486,3.45588
slow,544,542,0.45956,467,3.32077
folk,544,516,0.43752,480,3.41321
continues,543,535,0.45363,502,3.56965
hundred,542,518,0.43921,463,3.29233
happen,542,525,0.44515,487,3.46299
ccp,542,500,0.42395,347,2.46747
imagine,541,515,0.43667,473,3.36344
minute,540,502,0.42565,472,3.35633
50,539,528,0.44769,485,3.44877
list,538,501,0.4248,468,3.32788
covid19canada,538,538,0.45617,442,3.143
park,535,464,0.39343,416,2.95812
nearly,534,528,0.44769,469,3.33499
kind,534,527,0.44684,488,3.4701
military,532,508,0.43073,457,3.24966
fuck,532,495,0.41971,442,3.143
absolutely,532,527,0.44684,496,3.52699
there,531,526,0.446,483,3.43454
quebec,531,486,0.41208,408,2.90123
normal,531,500,0.42395,463,3.29233
seems,530,523,0.44345,486,3.45588
politician,530,508,0.43073,472,3.35633
youtube,529,514,0.43582,375,2.66657
different,529,496,0.42056,460,3.27099
buy,528,508,0.43073,478,3.39899
nyc,524,493,0.41802,436,3.10033
cover,524,510,0.43243,469,3.33499
regime,523,491,0.41632,302,2.14748
navy,523,469,0.39767,392,2.78746
fine,523,501,0.4248,462,3.28522
criminal,523,491,0.41632,441,3.13589
low,522,513,0.43497,469,3.33499
especially,522,521,0.44176,479,3.4061
authority,520,495,0.41971,448,3.18566
une,519,464,0.39343,274,1.94838
within,517,494,0.41886,460,3.27099
address,517,507,0.42989,453,3.22122
physical,516,507,0.42989,465,3.30655
racist,514,476,0.4036,426,3.02923
isolation,514,502,0.42565,466,3.31366
info,514,495,0.41971,449,3.19278
area,514,480,0.40699,436,3.10033
alone,514,499,0.4231,469,3.33499
sur,512,438,0.37138,267,1.8986
following,512,505,0.42819,469,3.33499
agency,509,495,0.41971,440,3.12878
reality,507,493,0.41802,457,3.24966
fed,507,493,0.41802,443,3.15011
street,506,486,0.41208,458,3.25677
johnson,506,465,0.39427,419,2.97945
held,506,502,0.42565,419,2.97945
1000,506,483,0.40954,439,3.12167
ill,505,495,0.41971,466,3.31366
industry,504,484,0.41039,447,3.17855
impeachment,504,468,0.39682,396,2.8159
huge,504,497,0.42141,470,3.3421
3m,504,439,0.37223,400,2.84434
whether,503,494,0.41886,462,3.28522
later,503,487,0.41293,457,3.24966
pa,502,425,0.36036,246,1.74927
stupid,501,444,0.37647,409,2.90834
major,501,497,0.42141,460,3.27099
killed,501,464,0.39343,425,3.02211
term,500,484,0.41039,454,3.22833
heart,499,469,0.39767,440,3.12878
challenge,499,457,0.38749,437,3.10745
keeping,498,490,0.41547,456,3.24255
16,498,495,0.41971,460,3.27099
loved,497,481,0.40784,423,3.00789
showing,495,489,0.41462,457,3.24966
happy,495,481,0.40784,445,3.16433
contact,495,470,0.39851,432,3.07189
vancouver,493,458,0.38834,359,2.5528
exactly,492,484,0.41039,449,3.19278
